#TGICL_NAME	CONTIG_NAME
CL1Contig226	HCGP-ST-CO_01229
CL1Contig227	HCGP-ST-CO_01230
CL1Contig228	HCGP-ST-CO_01231
CL1Contig229	HCGP-ST-CO_01232
CL1Contig23	HCGP-ST-CO_01233
CL1Contig230	HCGP-ST-CO_01234
CL1Contig231	HCGP-ST-CO_01235
CL1Contig232	HCGP-ST-CO_01236
CL1Contig233	HCGP-ST-CO_01237
CL1Contig234	HCGP-ST-CO_01238
CL1Contig235	HCGP-ST-CO_01239
CL1Contig236	HCGP-ST-CO_01240
CL1Contig237	HCGP-ST-CO_01241
CL1Contig238	HCGP-ST-CO_01242
CL1Contig239	HCGP-ST-CO_01243
CL1Contig24	HCGP-ST-CO_01244
CL1Contig240	HCGP-ST-CO_01245
CL1Contig241	HCGP-ST-CO_01246
CL1Contig242	HCGP-ST-CO_01247
CL1Contig243	HCGP-ST-CO_01248
CL1Contig244	HCGP-ST-CO_01249
CL1Contig245	HCGP-ST-CO_01250
CL1Contig246	HCGP-ST-CO_01251
CL1Contig247	HCGP-ST-CO_01252
CL1Contig248	HCGP-ST-CO_01253
CL1Contig249	HCGP-ST-CO_01254
CL1Contig25	HCGP-ST-CO_01255
CL1Contig250	HCGP-ST-CO_01256
CL1Contig251	HCGP-ST-CO_01257
CL1Contig252	HCGP-ST-CO_01258
CL1Contig253	HCGP-ST-CO_01259
CL1Contig254	HCGP-ST-CO_01260
CL1Contig255	HCGP-ST-CO_01261
CL1Contig256	HCGP-ST-CO_01262
CL1Contig257	HCGP-ST-CO_01263
CL1Contig259	HCGP-ST-CO_01264
CL1Contig26	HCGP-ST-CO_01265
CL1Contig260	HCGP-ST-CO_01266
CL1Contig261	HCGP-ST-CO_01267
CL1Contig262	HCGP-ST-CO_01268
CL1Contig263	HCGP-ST-CO_01269
CL1Contig264	HCGP-ST-CO_01270
CL1Contig265	HCGP-ST-CO_01271
CL1Contig266	HCGP-ST-CO_01272
CL1Contig267	HCGP-ST-CO_01273
CL1Contig268	HCGP-ST-CO_01274
CL1Contig269	HCGP-ST-CO_01275
CL1Contig27	HCGP-ST-CO_01276
CL1Contig270	HCGP-ST-CO_01277
CL1Contig271	HCGP-ST-CO_01278
CL1Contig272	HCGP-ST-CO_01279
CL1Contig273	HCGP-ST-CO_01280
CL1Contig274	HCGP-ST-CO_01281
CL1Contig275	HCGP-ST-CO_01282
CL1Contig276	HCGP-ST-CO_01283
CL1Contig277	HCGP-ST-CO_01284
CL1Contig278	HCGP-ST-CO_01285
CL1Contig279	HCGP-ST-CO_01286
CL1Contig28	HCGP-ST-CO_01287
CL1Contig280	HCGP-ST-CO_01288
CL1Contig281	HCGP-ST-CO_01289
CL1Contig282	HCGP-ST-CO_01290
CL1Contig283	HCGP-ST-CO_01291
CL1Contig284	HCGP-ST-CO_01292
CL1Contig285	HCGP-ST-CO_01293
CL1Contig286	HCGP-ST-CO_01294
CL1Contig287	HCGP-ST-CO_01295
CL1Contig288	HCGP-ST-CO_01296
CL1Contig289	HCGP-ST-CO_01297
CL1Contig29	HCGP-ST-CO_01298
CL1Contig290	HCGP-ST-CO_01299
CL1Contig291	HCGP-ST-CO_01300
CL1Contig292	HCGP-ST-CO_01301
CL1Contig293	HCGP-ST-CO_01302
CL1Contig294	HCGP-ST-CO_01303
CL1Contig295	HCGP-ST-CO_01304
CL1Contig296	HCGP-ST-CO_01305
CL1Contig297	HCGP-ST-CO_01306
CL1Contig298	HCGP-ST-CO_01307
CL1Contig299	HCGP-ST-CO_01308
CL1Contig3	HCGP-ST-CO_01309
CL1Contig30	HCGP-ST-CO_01310
CL1Contig300	HCGP-ST-CO_01311
CL1Contig301	HCGP-ST-CO_01312
CL1Contig302	HCGP-ST-CO_01313
CL1Contig303	HCGP-ST-CO_01314
CL1Contig304	HCGP-ST-CO_01315
CL1Contig305	HCGP-ST-CO_01316
CL1Contig306	HCGP-ST-CO_01317
CL1Contig307	HCGP-ST-CO_01318
CL1Contig308	HCGP-ST-CO_01319
CL1Contig309	HCGP-ST-CO_01320
CL1Contig31	HCGP-ST-CO_01321
CL1Contig310	HCGP-ST-CO_01322
CL1Contig311	HCGP-ST-CO_01323
CL1Contig32	HCGP-ST-CO_01324
CL1Contig33	HCGP-ST-CO_01325
CL1Contig34	HCGP-ST-CO_01326
CL1Contig35	HCGP-ST-CO_01327
CL1Contig36	HCGP-ST-CO_01328
CL1Contig37	HCGP-ST-CO_01329
CL1Contig38	HCGP-ST-CO_01330
CL1Contig39	HCGP-ST-CO_01331
CL1Contig4	HCGP-ST-CO_01332
CL1Contig40	HCGP-ST-CO_01333
CL1Contig41	HCGP-ST-CO_01334
CL1Contig42	HCGP-ST-CO_01335
CL1Contig43	HCGP-ST-CO_01336
CL1Contig44	HCGP-ST-CO_01337
CL1Contig45	HCGP-ST-CO_01338
CL1Contig46	HCGP-ST-CO_01339
CL1Contig47	HCGP-ST-CO_01340
CL1Contig48	HCGP-ST-CO_01341
CL1Contig49	HCGP-ST-CO_01342
CL1Contig5	HCGP-ST-CO_01343
CL1Contig50	HCGP-ST-CO_01344
CL1Contig51	HCGP-ST-CO_01345
CL1Contig52	HCGP-ST-CO_01346
CL1Contig53	HCGP-ST-CO_01347
CL1Contig54	HCGP-ST-CO_01348
CL1Contig55	HCGP-ST-CO_01349
CL1Contig56	HCGP-ST-CO_01350
CL1Contig57	HCGP-ST-CO_01351
CL1Contig58	HCGP-ST-CO_01352
CL1Contig59	HCGP-ST-CO_01353
CL1Contig6	HCGP-ST-CO_01354
CL1Contig60	HCGP-ST-CO_01355
CL1Contig61	HCGP-ST-CO_01356
CL1Contig63	HCGP-ST-CO_01357
CL1Contig64	HCGP-ST-CO_01358
CL1Contig65	HCGP-ST-CO_01359
CL1Contig66	HCGP-ST-CO_01360
CL1Contig67	HCGP-ST-CO_01361
CL1Contig68	HCGP-ST-CO_01362
CL1Contig69	HCGP-ST-CO_01363
CL1Contig7	HCGP-ST-CO_01364
CL1Contig70	HCGP-ST-CO_01365
CL1Contig71	HCGP-ST-CO_01366
CL1Contig72	HCGP-ST-CO_01367
CL1Contig73	HCGP-ST-CO_01368
CL1Contig74	HCGP-ST-CO_01369
CL1Contig75	HCGP-ST-CO_01370
CL1Contig76	HCGP-ST-CO_01371
CL1Contig77	HCGP-ST-CO_01372
CL1Contig78	HCGP-ST-CO_01373
CL1Contig79	HCGP-ST-CO_01374
CL1Contig8	HCGP-ST-CO_01375
CL1Contig80	HCGP-ST-CO_01376
CL1Contig81	HCGP-ST-CO_01377
CL1Contig82	HCGP-ST-CO_01378
CL1Contig84	HCGP-ST-CO_01379
CL1Contig85	HCGP-ST-CO_01380
CL1Contig86	HCGP-ST-CO_01381
CL1Contig87	HCGP-ST-CO_01382
CL1Contig88	HCGP-ST-CO_01383
CL1Contig89	HCGP-ST-CO_01384
CL1Contig9	HCGP-ST-CO_01385
CL1Contig90	HCGP-ST-CO_01386
CL1Contig91	HCGP-ST-CO_01387
CL1Contig92	HCGP-ST-CO_01388
CL1Contig93	HCGP-ST-CO_01389
CL1Contig94	HCGP-ST-CO_01390
CL1Contig95	HCGP-ST-CO_01391
CL1Contig96	HCGP-ST-CO_01392
CL1Contig97	HCGP-ST-CO_01393
CL1Contig98	HCGP-ST-CO_01394
CL1Contig99	HCGP-ST-CO_01395
CL2001Contig1	HCGP-ST-CO_01396
CL2005Contig1	HCGP-ST-CO_01397
CL2006Contig1	HCGP-ST-CO_01398
CL2007Contig1	HCGP-ST-CO_01399
CL2008Contig1	HCGP-ST-CO_01400
CL2009Contig1	HCGP-ST-CO_01401
CL200Contig1	HCGP-ST-CO_01402
CL2010Contig1	HCGP-ST-CO_01403
CL2011Contig1	HCGP-ST-CO_01404
CL2012Contig1	HCGP-ST-CO_01405
CL2014Contig1	HCGP-ST-CO_01406
CL2015Contig1	HCGP-ST-CO_01407
CL2016Contig1	HCGP-ST-CO_01408
CL2017Contig1	HCGP-ST-CO_01409
CL2019Contig1	HCGP-ST-CO_01410
CL201Contig1	HCGP-ST-CO_01411
CL2020Contig1	HCGP-ST-CO_01412
CL2021Contig1	HCGP-ST-CO_01413
CL2022Contig1	HCGP-ST-CO_01414
CL2023Contig1	HCGP-ST-CO_01415
CL2025Contig1	HCGP-ST-CO_01416
CL2026Contig1	HCGP-ST-CO_01417
CL2027Contig1	HCGP-ST-CO_01418
CL2028Contig1	HCGP-ST-CO_01419
CL2029Contig1	HCGP-ST-CO_01420
CL202Contig1	HCGP-ST-CO_01421
CL202Contig2	HCGP-ST-CO_01422
CL2030Contig1	HCGP-ST-CO_01423
CL2031Contig1	HCGP-ST-CO_01424
CL2032Contig1	HCGP-ST-CO_01425
CL2033Contig1	HCGP-ST-CO_01426
CL2035Contig1	HCGP-ST-CO_01427
CL2036Contig1	HCGP-ST-CO_01428
CL2037Contig1	HCGP-ST-CO_01429
CL2038Contig1	HCGP-ST-CO_01430
CL2039Contig1	HCGP-ST-CO_01431
CL203Contig1	HCGP-ST-CO_01432
CL203Contig2	HCGP-ST-CO_01433
CL2040Contig1	HCGP-ST-CO_01434
CL2041Contig1	HCGP-ST-CO_01435
CL2042Contig1	HCGP-ST-CO_01436
CL2043Contig1	HCGP-ST-CO_01437
CL2044Contig1	HCGP-ST-CO_01438
CL2045Contig1	HCGP-ST-CO_01439
CL2046Contig1	HCGP-ST-CO_01440
CL2047Contig1	HCGP-ST-CO_01441
CL2048Contig1	HCGP-ST-CO_01442
CL204Contig1	HCGP-ST-CO_01443
CL2050Contig1	HCGP-ST-CO_01444
CL2051Contig1	HCGP-ST-CO_01445
CL2052Contig1	HCGP-ST-CO_01446
CL2053Contig1	HCGP-ST-CO_01447
CL2054Contig1	HCGP-ST-CO_01448
CL2056Contig1	HCGP-ST-CO_01449
CL2058Contig1	HCGP-ST-CO_01450
CL2059Contig1	HCGP-ST-CO_01451
CL205Contig1	HCGP-ST-CO_01452
CL2060Contig1	HCGP-ST-CO_01453
CL2061Contig1	HCGP-ST-CO_01454
CL2063Contig1	HCGP-ST-CO_01455
CL2064Contig1	HCGP-ST-CO_01456
CL2065Contig1	HCGP-ST-CO_01457
CL2067Contig1	HCGP-ST-CO_01458
CL2068Contig1	HCGP-ST-CO_01459
CL2069Contig1	HCGP-ST-CO_01460
CL206Contig1	HCGP-ST-CO_01461
CL2071Contig1	HCGP-ST-CO_01462
CL2072Contig1	HCGP-ST-CO_01463
CL2073Contig1	HCGP-ST-CO_01464
CL2074Contig1	HCGP-ST-CO_01465
CL2075Contig1	HCGP-ST-CO_01466
CL2076Contig1	HCGP-ST-CO_01467
CL2077Contig1	HCGP-ST-CO_01468
CL2078Contig1	HCGP-ST-CO_01469
CL2079Contig1	HCGP-ST-CO_01470
CL207Contig1	HCGP-ST-CO_01471
CL2080Contig1	HCGP-ST-CO_01472
CL2081Contig1	HCGP-ST-CO_01473
CL2082Contig1	HCGP-ST-CO_01474
CL2083Contig1	HCGP-ST-CO_01475
CL2084Contig1	HCGP-ST-CO_01476
CL2085Contig1	HCGP-ST-CO_01477
CL2086Contig1	HCGP-ST-CO_01478
CL2087Contig1	HCGP-ST-CO_01479
CL2088Contig1	HCGP-ST-CO_01480
CL2089Contig1	HCGP-ST-CO_01481
CL208Contig1	HCGP-ST-CO_01482
CL2090Contig1	HCGP-ST-CO_01483
CL2091Contig1	HCGP-ST-CO_01484
CL2092Contig1	HCGP-ST-CO_01485
CL2093Contig1	HCGP-ST-CO_01486
CL2094Contig1	HCGP-ST-CO_01487
CL2095Contig1	HCGP-ST-CO_01488
CL2096Contig1	HCGP-ST-CO_01489
CL2097Contig1	HCGP-ST-CO_01490
CL2098Contig1	HCGP-ST-CO_01491
CL2099Contig1	HCGP-ST-CO_01492
CL209Contig1	HCGP-ST-CO_01493
CL20Contig1	HCGP-ST-CO_01494
CL2100Contig1	HCGP-ST-CO_01495
CL2101Contig1	HCGP-ST-CO_01496
CL2102Contig1	HCGP-ST-CO_01497
CL2103Contig1	HCGP-ST-CO_01498
CL2104Contig1	HCGP-ST-CO_01499
CL2105Contig1	HCGP-ST-CO_01500
CL2106Contig1	HCGP-ST-CO_01501
CL2107Contig1	HCGP-ST-CO_01502
CL2108Contig1	HCGP-ST-CO_01503
CL2109Contig1	HCGP-ST-CO_01504
CL210Contig1	HCGP-ST-CO_01505
CL210Contig2	HCGP-ST-CO_01506
CL2110Contig1	HCGP-ST-CO_01507
CL2111Contig1	HCGP-ST-CO_01508
CL2112Contig1	HCGP-ST-CO_01509
CL2113Contig1	HCGP-ST-CO_01510
CL2115Contig1	HCGP-ST-CO_01511
CL2116Contig1	HCGP-ST-CO_01512
CL2117Contig1	HCGP-ST-CO_01513
CL2118Contig1	HCGP-ST-CO_01514
CL2119Contig1	HCGP-ST-CO_01515
CL211Contig1	HCGP-ST-CO_01516
CL2120Contig1	HCGP-ST-CO_01517
CL2121Contig1	HCGP-ST-CO_01518
CL2122Contig1	HCGP-ST-CO_01519
CL2123Contig1	HCGP-ST-CO_01520
CL2124Contig1	HCGP-ST-CO_01521
CL2125Contig1	HCGP-ST-CO_01522
CL2126Contig1	HCGP-ST-CO_01523
CL2129Contig1	HCGP-ST-CO_01524
CL212Contig1	HCGP-ST-CO_01525
CL212Contig2	HCGP-ST-CO_01526
CL212Contig3	HCGP-ST-CO_01527
CL2130Contig1	HCGP-ST-CO_01528
CL2131Contig1	HCGP-ST-CO_01529
CL2132Contig1	HCGP-ST-CO_01530
CL2133Contig1	HCGP-ST-CO_01531
CL2134Contig1	HCGP-ST-CO_01532
CL2135Contig1	HCGP-ST-CO_01533
CL2136Contig1	HCGP-ST-CO_01534
CL2137Contig1	HCGP-ST-CO_01535
CL2139Contig1	HCGP-ST-CO_01536
CL2140Contig1	HCGP-ST-CO_01537
CL2142Contig1	HCGP-ST-CO_01538
CL2143Contig1	HCGP-ST-CO_01539
CL2144Contig1	HCGP-ST-CO_01540
CL2145Contig1	HCGP-ST-CO_01541
CL2146Contig1	HCGP-ST-CO_01542
CL2147Contig1	HCGP-ST-CO_01543
CL2148Contig1	HCGP-ST-CO_01544
CL2149Contig1	HCGP-ST-CO_01545
CL214Contig1	HCGP-ST-CO_01546
CL2150Contig1	HCGP-ST-CO_01547
CL2151Contig1	HCGP-ST-CO_01548
CL2152Contig1	HCGP-ST-CO_01549
CL2153Contig1	HCGP-ST-CO_01550
CL2154Contig1	HCGP-ST-CO_01551
CL2157Contig1	HCGP-ST-CO_01552
CL2158Contig1	HCGP-ST-CO_01553
CL2159Contig1	HCGP-ST-CO_01554
CL215Contig1	HCGP-ST-CO_01555
CL2160Contig1	HCGP-ST-CO_01556
CL2161Contig1	HCGP-ST-CO_01557
CL2163Contig1	HCGP-ST-CO_01558
CL2165Contig1	HCGP-ST-CO_01559
CL2166Contig1	HCGP-ST-CO_01560
CL2167Contig1	HCGP-ST-CO_01561
CL2168Contig1	HCGP-ST-CO_01562
CL2169Contig1	HCGP-ST-CO_01563
CL216Contig1	HCGP-ST-CO_01564
CL2170Contig1	HCGP-ST-CO_01565
CL2171Contig1	HCGP-ST-CO_01566
CL2172Contig1	HCGP-ST-CO_01567
CL2173Contig1	HCGP-ST-CO_01568
CL2174Contig1	HCGP-ST-CO_01569
CL2175Contig1	HCGP-ST-CO_01570
CL2176Contig1	HCGP-ST-CO_01571
CL2178Contig1	HCGP-ST-CO_01572
CL2179Contig1	HCGP-ST-CO_01573
CL217Contig1	HCGP-ST-CO_01574
CL217Contig2	HCGP-ST-CO_01575
CL2180Contig1	HCGP-ST-CO_01576
CL2181Contig1	HCGP-ST-CO_01577
CL2183Contig1	HCGP-ST-CO_01578
CL2185Contig1	HCGP-ST-CO_01579
CL2187Contig1	HCGP-ST-CO_01580
CL2188Contig1	HCGP-ST-CO_01581
CL218Contig1	HCGP-ST-CO_01582
CL218Contig2	HCGP-ST-CO_01583
CL2190Contig1	HCGP-ST-CO_01584
CL2195Contig1	HCGP-ST-CO_01585
CL2196Contig1	HCGP-ST-CO_01586
CL2197Contig1	HCGP-ST-CO_01587
CL2198Contig1	HCGP-ST-CO_01588
CL2199Contig1	HCGP-ST-CO_01589
CL219Contig1	HCGP-ST-CO_01590
CL219Contig2	HCGP-ST-CO_01591
CL21Contig1	HCGP-ST-CO_01592
CL2200Contig1	HCGP-ST-CO_01593
CL2201Contig1	HCGP-ST-CO_01594
CL2202Contig1	HCGP-ST-CO_01595
CL2203Contig1	HCGP-ST-CO_01596
CL2204Contig1	HCGP-ST-CO_01597
CL2207Contig1	HCGP-ST-CO_01598
CL2208Contig1	HCGP-ST-CO_01599
CL2209Contig1	HCGP-ST-CO_01600
CL220Contig1	HCGP-ST-CO_01601
CL220Contig2	HCGP-ST-CO_01602
CL220Contig3	HCGP-ST-CO_01603
CL2210Contig1	HCGP-ST-CO_01604
CL2211Contig1	HCGP-ST-CO_01605
CL2212Contig1	HCGP-ST-CO_01606
CL2214Contig1	HCGP-ST-CO_01607
CL2216Contig1	HCGP-ST-CO_01608
CL2217Contig1	HCGP-ST-CO_01609
CL2218Contig1	HCGP-ST-CO_01610
CL2219Contig1	HCGP-ST-CO_01611
CL221Contig1	HCGP-ST-CO_01612
CL2220Contig1	HCGP-ST-CO_01613
CL2222Contig1	HCGP-ST-CO_01614
CL2223Contig1	HCGP-ST-CO_01615
CL2224Contig1	HCGP-ST-CO_01616
CL2225Contig1	HCGP-ST-CO_01617
CL2226Contig1	HCGP-ST-CO_01618
CL2228Contig1	HCGP-ST-CO_01619
CL2229Contig1	HCGP-ST-CO_01620
CL222Contig1	HCGP-ST-CO_01621
CL222Contig2	HCGP-ST-CO_01622
CL2230Contig1	HCGP-ST-CO_01623
CL2231Contig1	HCGP-ST-CO_01624
CL2232Contig1	HCGP-ST-CO_01625
CL2233Contig1	HCGP-ST-CO_01626
CL2234Contig1	HCGP-ST-CO_01627
CL2235Contig1	HCGP-ST-CO_01628
CL2238Contig1	HCGP-ST-CO_01629
CL2239Contig1	HCGP-ST-CO_01630
CL223Contig1	HCGP-ST-CO_01631
CL2240Contig1	HCGP-ST-CO_01632
CL2243Contig1	HCGP-ST-CO_01633
CL2244Contig1	HCGP-ST-CO_01634
CL2245Contig1	HCGP-ST-CO_01635
CL2247Contig1	HCGP-ST-CO_01636
CL2248Contig1	HCGP-ST-CO_01637
CL224Contig1	HCGP-ST-CO_01638
CL224Contig2	HCGP-ST-CO_01639
CL2250Contig1	HCGP-ST-CO_01640
CL2252Contig1	HCGP-ST-CO_01641
CL2253Contig1	HCGP-ST-CO_01642
CL2254Contig1	HCGP-ST-CO_01643
CL2255Contig1	HCGP-ST-CO_01644
CL2257Contig1	HCGP-ST-CO_01645
CL2259Contig1	HCGP-ST-CO_01646
CL225Contig1	HCGP-ST-CO_01647
CL2261Contig1	HCGP-ST-CO_01648
CL2262Contig1	HCGP-ST-CO_01649
CL2264Contig1	HCGP-ST-CO_01650
CL2266Contig1	HCGP-ST-CO_01651
CL2268Contig1	HCGP-ST-CO_01652
CL2269Contig1	HCGP-ST-CO_01653
CL226Contig1	HCGP-ST-CO_01654
CL226Contig2	HCGP-ST-CO_01655
CL2270Contig1	HCGP-ST-CO_01656
CL2271Contig1	HCGP-ST-CO_01657
CL2273Contig1	HCGP-ST-CO_01658
CL2274Contig1	HCGP-ST-CO_01659
CL2275Contig1	HCGP-ST-CO_01660
CL2276Contig1	HCGP-ST-CO_01661
CL2278Contig1	HCGP-ST-CO_01662
CL2279Contig1	HCGP-ST-CO_01663
CL227Contig1	HCGP-ST-CO_01664
CL2280Contig1	HCGP-ST-CO_01665
CL2281Contig1	HCGP-ST-CO_01666
CL2282Contig1	HCGP-ST-CO_01667
CL2283Contig1	HCGP-ST-CO_01668
CL2284Contig1	HCGP-ST-CO_01669
CL2285Contig1	HCGP-ST-CO_01670
CL2286Contig1	HCGP-ST-CO_01671
CL2287Contig1	HCGP-ST-CO_01672
CL2288Contig1	HCGP-ST-CO_01673
CL2289Contig1	HCGP-ST-CO_01674
CL228Contig1	HCGP-ST-CO_01675
CL2290Contig1	HCGP-ST-CO_01676
CL2291Contig1	HCGP-ST-CO_01677
CL2292Contig1	HCGP-ST-CO_01678
CL2293Contig1	HCGP-ST-CO_01679
CL2295Contig1	HCGP-ST-CO_01680
CL2296Contig1	HCGP-ST-CO_01681
CL2297Contig1	HCGP-ST-CO_01682
CL2298Contig1	HCGP-ST-CO_01683
CL2299Contig1	HCGP-ST-CO_01684
CL229Contig1	HCGP-ST-CO_01685
CL229Contig2	HCGP-ST-CO_01686
CL22Contig1	HCGP-ST-CO_01687
CL22Contig2	HCGP-ST-CO_01688
CL22Contig3	HCGP-ST-CO_01689
CL2300Contig1	HCGP-ST-CO_01690
CL2302Contig1	HCGP-ST-CO_01691
CL2303Contig1	HCGP-ST-CO_01692
CL2304Contig1	HCGP-ST-CO_01693
CL2305Contig1	HCGP-ST-CO_01694
CL2306Contig1	HCGP-ST-CO_01695
CL2307Contig1	HCGP-ST-CO_01696
CL2308Contig1	HCGP-ST-CO_01697
CL2309Contig1	HCGP-ST-CO_01698
CL230Contig1	HCGP-ST-CO_01699
CL230Contig2	HCGP-ST-CO_01700
CL2310Contig1	HCGP-ST-CO_01701
CL2311Contig1	HCGP-ST-CO_01702
CL2312Contig1	HCGP-ST-CO_01703
CL2313Contig1	HCGP-ST-CO_01704
CL2314Contig1	HCGP-ST-CO_01705
CL2315Contig1	HCGP-ST-CO_01706
CL2316Contig1	HCGP-ST-CO_01707
CL2317Contig1	HCGP-ST-CO_01708
CL2318Contig1	HCGP-ST-CO_01709
CL2319Contig1	HCGP-ST-CO_01710
CL231Contig1	HCGP-ST-CO_01711
CL2320Contig1	HCGP-ST-CO_01712
CL2321Contig1	HCGP-ST-CO_01713
CL2322Contig1	HCGP-ST-CO_01714
CL2323Contig1	HCGP-ST-CO_01715
CL2324Contig1	HCGP-ST-CO_01716
CL2325Contig1	HCGP-ST-CO_01717
CL2326Contig1	HCGP-ST-CO_01718
CL2328Contig1	HCGP-ST-CO_01719
CL2329Contig1	HCGP-ST-CO_01720
CL232Contig1	HCGP-ST-CO_01721
CL2330Contig1	HCGP-ST-CO_01722
CL2331Contig1	HCGP-ST-CO_01723
CL2332Contig1	HCGP-ST-CO_01724
CL2333Contig1	HCGP-ST-CO_01725
CL2334Contig1	HCGP-ST-CO_01726
CL2335Contig1	HCGP-ST-CO_01727
CL2337Contig1	HCGP-ST-CO_01728
CL2338Contig1	HCGP-ST-CO_01729
CL2339Contig1	HCGP-ST-CO_01730
CL233Contig1	HCGP-ST-CO_01731
CL2340Contig1	HCGP-ST-CO_01732
CL2341Contig1	HCGP-ST-CO_01733
CL2342Contig1	HCGP-ST-CO_01734
CL2343Contig1	HCGP-ST-CO_01735
CL2345Contig1	HCGP-ST-CO_01736
CL2347Contig1	HCGP-ST-CO_01737
CL2348Contig1	HCGP-ST-CO_01738
CL2349Contig1	HCGP-ST-CO_01739
CL234Contig1	HCGP-ST-CO_01740
CL2350Contig1	HCGP-ST-CO_01741
CL2351Contig1	HCGP-ST-CO_01742
CL2352Contig1	HCGP-ST-CO_01743
CL2353Contig1	HCGP-ST-CO_01744
CL2354Contig1	HCGP-ST-CO_01745
CL2355Contig1	HCGP-ST-CO_01746
CL2356Contig1	HCGP-ST-CO_01747
CL2357Contig1	HCGP-ST-CO_01748
CL2358Contig1	HCGP-ST-CO_01749
CL2359Contig1	HCGP-ST-CO_01750
CL235Contig1	HCGP-ST-CO_01751
CL2360Contig1	HCGP-ST-CO_01752
CL2361Contig1	HCGP-ST-CO_01753
CL2362Contig1	HCGP-ST-CO_01754
CL2363Contig1	HCGP-ST-CO_01755
CL2364Contig1	HCGP-ST-CO_01756
CL2365Contig1	HCGP-ST-CO_01757
CL2366Contig1	HCGP-ST-CO_01758
CL2367Contig1	HCGP-ST-CO_01759
CL2368Contig1	HCGP-ST-CO_01760
CL2369Contig1	HCGP-ST-CO_01761
CL236Contig1	HCGP-ST-CO_01762
CL2370Contig1	HCGP-ST-CO_01763
CL2371Contig1	HCGP-ST-CO_01764
CL2372Contig1	HCGP-ST-CO_01765
CL2373Contig1	HCGP-ST-CO_01766
CL2374Contig1	HCGP-ST-CO_01767
CL2375Contig1	HCGP-ST-CO_01768
CL2376Contig1	HCGP-ST-CO_01769
CL2377Contig1	HCGP-ST-CO_01770
CL2378Contig1	HCGP-ST-CO_01771
CL2379Contig1	HCGP-ST-CO_01772
CL237Contig1	HCGP-ST-CO_01773
CL237Contig2	HCGP-ST-CO_01774
CL237Contig3	HCGP-ST-CO_01775
CL2380Contig1	HCGP-ST-CO_01776
CL2381Contig1	HCGP-ST-CO_01777
CL2382Contig1	HCGP-ST-CO_01778
CL2383Contig1	HCGP-ST-CO_01779
CL2384Contig1	HCGP-ST-CO_01780
CL2385Contig1	HCGP-ST-CO_01781
CL2386Contig1	HCGP-ST-CO_01782
CL2387Contig1	HCGP-ST-CO_01783
CL2388Contig1	HCGP-ST-CO_01784
CL238Contig1	HCGP-ST-CO_01785
CL2390Contig1	HCGP-ST-CO_01786
CL2391Contig1	HCGP-ST-CO_01787
CL2392Contig1	HCGP-ST-CO_01788
CL2393Contig1	HCGP-ST-CO_01789
CL2394Contig1	HCGP-ST-CO_01790
CL2395Contig1	HCGP-ST-CO_01791
CL2396Contig1	HCGP-ST-CO_01792
CL2397Contig1	HCGP-ST-CO_01793
CL2398Contig1	HCGP-ST-CO_01794
CL2399Contig1	HCGP-ST-CO_01795
CL239Contig1	HCGP-ST-CO_01796
CL23Contig1	HCGP-ST-CO_01797
CL23Contig2	HCGP-ST-CO_01798
CL23Contig3	HCGP-ST-CO_01799
CL23Contig4	HCGP-ST-CO_01800
CL23Contig5	HCGP-ST-CO_01801
CL23Contig6	HCGP-ST-CO_01802
CL23Contig7	HCGP-ST-CO_01803
CL2400Contig1	HCGP-ST-CO_01804
CL2401Contig1	HCGP-ST-CO_01805
CL2402Contig1	HCGP-ST-CO_01806
CL2403Contig1	HCGP-ST-CO_01807
CL2404Contig1	HCGP-ST-CO_01808
CL2405Contig1	HCGP-ST-CO_01809
CL2406Contig1	HCGP-ST-CO_01810
CL2407Contig1	HCGP-ST-CO_01811
CL2408Contig1	HCGP-ST-CO_01812
CL2409Contig1	HCGP-ST-CO_01813
CL240Contig1	HCGP-ST-CO_01814
CL2410Contig1	HCGP-ST-CO_01815
CL2412Contig1	HCGP-ST-CO_01816
CL2413Contig1	HCGP-ST-CO_01817
CL2414Contig1	HCGP-ST-CO_01818
CL2415Contig1	HCGP-ST-CO_01819
CL2416Contig1	HCGP-ST-CO_01820
CL2417Contig1	HCGP-ST-CO_01821
CL2418Contig1	HCGP-ST-CO_01822
CL2419Contig1	HCGP-ST-CO_01823
CL241Contig1	HCGP-ST-CO_01824
CL2420Contig1	HCGP-ST-CO_01825
CL2421Contig1	HCGP-ST-CO_01826
CL2422Contig1	HCGP-ST-CO_01827
CL2423Contig1	HCGP-ST-CO_01828
CL2424Contig1	HCGP-ST-CO_01829
CL2425Contig1	HCGP-ST-CO_01830
CL2427Contig1	HCGP-ST-CO_01831
CL2428Contig1	HCGP-ST-CO_01832
CL2429Contig1	HCGP-ST-CO_01833
CL242Contig1	HCGP-ST-CO_01834
CL2430Contig1	HCGP-ST-CO_01835
CL2431Contig1	HCGP-ST-CO_01836
CL2433Contig1	HCGP-ST-CO_01837
CL2434Contig1	HCGP-ST-CO_01838
CL2435Contig1	HCGP-ST-CO_01839
CL2436Contig1	HCGP-ST-CO_01840
CL2437Contig1	HCGP-ST-CO_01841
CL2438Contig1	HCGP-ST-CO_01842
CL2439Contig1	HCGP-ST-CO_01843
CL243Contig1	HCGP-ST-CO_01844
CL2440Contig1	HCGP-ST-CO_01845
CL2442Contig1	HCGP-ST-CO_01846
