#TGICL_NAME	CONTIG_NAME
CL4324Contig1	HCGP-CT-CO_04348
CL4325Contig1	HCGP-CT-CO_04349
CL4326Contig1	HCGP-CT-CO_04350
CL4327Contig1	HCGP-CT-CO_04351
CL4328Contig1	HCGP-CT-CO_04352
CL4329Contig1	HCGP-CT-CO_04353
CL432Contig1	HCGP-CT-CO_04354
CL4330Contig1	HCGP-CT-CO_04355
CL4331Contig1	HCGP-CT-CO_04356
CL4332Contig1	HCGP-CT-CO_04357
CL4333Contig1	HCGP-CT-CO_04358
CL4334Contig1	HCGP-CT-CO_04359
CL4335Contig1	HCGP-CT-CO_04360
CL4336Contig1	HCGP-CT-CO_04361
CL4337Contig1	HCGP-CT-CO_04362
CL4338Contig1	HCGP-CT-CO_04363
CL4339Contig1	HCGP-CT-CO_04364
CL433Contig1	HCGP-CT-CO_04365
CL433Contig2	HCGP-CT-CO_04366
CL4340Contig1	HCGP-CT-CO_04367
CL4341Contig1	HCGP-CT-CO_04368
CL4342Contig1	HCGP-CT-CO_04369
CL4343Contig1	HCGP-CT-CO_04370
CL4345Contig1	HCGP-CT-CO_04371
CL4346Contig1	HCGP-CT-CO_04372
CL4347Contig1	HCGP-CT-CO_04373
CL4348Contig1	HCGP-CT-CO_04374
CL4349Contig1	HCGP-CT-CO_04375
CL434Contig1	HCGP-CT-CO_04376
CL4350Contig1	HCGP-CT-CO_04377
CL4351Contig1	HCGP-CT-CO_04378
CL4352Contig1	HCGP-CT-CO_04379
CL4353Contig1	HCGP-CT-CO_04380
CL4355Contig1	HCGP-CT-CO_04381
CL435Contig1	HCGP-CT-CO_04382
CL4360Contig1	HCGP-CT-CO_04383
CL4361Contig1	HCGP-CT-CO_04384
CL4362Contig1	HCGP-CT-CO_04385
CL4363Contig1	HCGP-CT-CO_04386
CL4365Contig1	HCGP-CT-CO_04387
CL4367Contig1	HCGP-CT-CO_04388
CL4368Contig1	HCGP-CT-CO_04389
CL4369Contig1	HCGP-CT-CO_04390
CL436Contig1	HCGP-CT-CO_04391
CL436Contig2	HCGP-CT-CO_04392
CL4371Contig1	HCGP-CT-CO_04393
CL4372Contig1	HCGP-CT-CO_04394
CL4373Contig1	HCGP-CT-CO_04395
CL4374Contig1	HCGP-CT-CO_04396
CL4375Contig1	HCGP-CT-CO_04397
CL4376Contig1	HCGP-CT-CO_04398
CL4378Contig1	HCGP-CT-CO_04399
CL437Contig1	HCGP-CT-CO_04400
CL437Contig2	HCGP-CT-CO_04401
CL4380Contig1	HCGP-CT-CO_04402
CL4381Contig1	HCGP-CT-CO_04403
CL4382Contig1	HCGP-CT-CO_04404
CL4383Contig1	HCGP-CT-CO_04405
CL4384Contig1	HCGP-CT-CO_04406
CL4385Contig1	HCGP-CT-CO_04407
CL4386Contig1	HCGP-CT-CO_04408
CL4389Contig1	HCGP-CT-CO_04409
CL438Contig2	HCGP-CT-CO_04410
CL4390Contig1	HCGP-CT-CO_04411
CL4391Contig1	HCGP-CT-CO_04412
CL4392Contig1	HCGP-CT-CO_04413
CL4395Contig1	HCGP-CT-CO_04414
CL4396Contig1	HCGP-CT-CO_04415
CL4397Contig1	HCGP-CT-CO_04416
CL4399Contig1	HCGP-CT-CO_04417
CL439Contig1	HCGP-CT-CO_04418
CL439Contig2	HCGP-CT-CO_04419
CL43Contig1	HCGP-CT-CO_04420
CL43Contig2	HCGP-CT-CO_04421
CL43Contig3	HCGP-CT-CO_04422
CL43Contig4	HCGP-CT-CO_04423
CL4400Contig1	HCGP-CT-CO_04424
CL4402Contig1	HCGP-CT-CO_04425
CL4404Contig1	HCGP-CT-CO_04426
CL4405Contig1	HCGP-CT-CO_04427
CL4406Contig1	HCGP-CT-CO_04428
CL4408Contig1	HCGP-CT-CO_04429
CL4409Contig1	HCGP-CT-CO_04430
CL440Contig1	HCGP-CT-CO_04431
CL440Contig2	HCGP-CT-CO_04432
CL4410Contig1	HCGP-CT-CO_04433
CL4411Contig1	HCGP-CT-CO_04434
CL4412Contig1	HCGP-CT-CO_04435
CL4413Contig1	HCGP-CT-CO_04436
CL4414Contig1	HCGP-CT-CO_04437
CL4415Contig1	HCGP-CT-CO_04438
CL4417Contig1	HCGP-CT-CO_04439
CL4418Contig1	HCGP-CT-CO_04440
CL441Contig1	HCGP-CT-CO_04441
CL4420Contig1	HCGP-CT-CO_04442
CL4421Contig1	HCGP-CT-CO_04443
CL4422Contig1	HCGP-CT-CO_04444
CL4423Contig1	HCGP-CT-CO_04445
CL4425Contig1	HCGP-CT-CO_04446
CL4427Contig1	HCGP-CT-CO_04447
CL4428Contig1	HCGP-CT-CO_04448
CL4429Contig1	HCGP-CT-CO_04449
CL442Contig1	HCGP-CT-CO_04450
CL4432Contig1	HCGP-CT-CO_04451
CL4433Contig1	HCGP-CT-CO_04452
CL4434Contig1	HCGP-CT-CO_04453
CL4437Contig1	HCGP-CT-CO_04454
CL4438Contig1	HCGP-CT-CO_04455
CL4439Contig1	HCGP-CT-CO_04456
CL443Contig1	HCGP-CT-CO_04457
CL443Contig2	HCGP-CT-CO_04458
CL4440Contig1	HCGP-CT-CO_04459
CL4441Contig1	HCGP-CT-CO_04460
CL4443Contig1	HCGP-CT-CO_04461
CL4445Contig1	HCGP-CT-CO_04462
CL4446Contig1	HCGP-CT-CO_04463
CL4448Contig1	HCGP-CT-CO_04464
CL4449Contig1	HCGP-CT-CO_04465
CL444Contig1	HCGP-CT-CO_04466
CL4450Contig1	HCGP-CT-CO_04467
CL4451Contig1	HCGP-CT-CO_04468
CL4454Contig1	HCGP-CT-CO_04469
CL4456Contig1	HCGP-CT-CO_04470
CL4457Contig1	HCGP-CT-CO_04471
CL4459Contig1	HCGP-CT-CO_04472
CL445Contig1	HCGP-CT-CO_04473
CL445Contig2	HCGP-CT-CO_04474
CL4460Contig1	HCGP-CT-CO_04475
CL4461Contig1	HCGP-CT-CO_04476
CL4462Contig1	HCGP-CT-CO_04477
CL4464Contig1	HCGP-CT-CO_04478
CL4465Contig1	HCGP-CT-CO_04479
CL4466Contig1	HCGP-CT-CO_04480
CL4467Contig1	HCGP-CT-CO_04481
CL4468Contig1	HCGP-CT-CO_04482
CL4469Contig1	HCGP-CT-CO_04483
CL446Contig1	HCGP-CT-CO_04484
CL446Contig2	HCGP-CT-CO_04485
CL446Contig3	HCGP-CT-CO_04486
CL4471Contig1	HCGP-CT-CO_04487
CL4472Contig1	HCGP-CT-CO_04488
CL4473Contig1	HCGP-CT-CO_04489
CL4474Contig1	HCGP-CT-CO_04490
CL4475Contig1	HCGP-CT-CO_04491
CL4476Contig1	HCGP-CT-CO_04492
CL4477Contig1	HCGP-CT-CO_04493
CL4478Contig1	HCGP-CT-CO_04494
CL4479Contig1	HCGP-CT-CO_04495
CL447Contig1	HCGP-CT-CO_04496
CL4481Contig1	HCGP-CT-CO_04497
CL4482Contig1	HCGP-CT-CO_04498
CL4483Contig1	HCGP-CT-CO_04499
CL4484Contig1	HCGP-CT-CO_04500
CL4485Contig1	HCGP-CT-CO_04501
CL4487Contig1	HCGP-CT-CO_04502
CL4488Contig1	HCGP-CT-CO_04503
CL4489Contig1	HCGP-CT-CO_04504
CL448Contig1	HCGP-CT-CO_04505
CL4491Contig1	HCGP-CT-CO_04506
CL4494Contig1	HCGP-CT-CO_04507
CL4495Contig1	HCGP-CT-CO_04508
CL4496Contig1	HCGP-CT-CO_04509
CL4498Contig1	HCGP-CT-CO_04510
CL4499Contig1	HCGP-CT-CO_04511
CL449Contig1	HCGP-CT-CO_04512
CL44Contig1	HCGP-CT-CO_04513
CL44Contig2	HCGP-CT-CO_04514
CL4500Contig1	HCGP-CT-CO_04515
CL4501Contig1	HCGP-CT-CO_04516
CL4502Contig1	HCGP-CT-CO_04517
CL4503Contig1	HCGP-CT-CO_04518
CL4504Contig1	HCGP-CT-CO_04519
CL4506Contig1	HCGP-CT-CO_04520
CL4507Contig1	HCGP-CT-CO_04521
CL4508Contig1	HCGP-CT-CO_04522
CL4509Contig1	HCGP-CT-CO_04523
CL450Contig1	HCGP-CT-CO_04524
CL4510Contig1	HCGP-CT-CO_04525
CL4511Contig1	HCGP-CT-CO_04526
CL4512Contig1	HCGP-CT-CO_04527
CL4513Contig1	HCGP-CT-CO_04528
CL4514Contig1	HCGP-CT-CO_04529
CL4516Contig1	HCGP-CT-CO_04530
CL4517Contig1	HCGP-CT-CO_04531
CL4518Contig1	HCGP-CT-CO_04532
CL451Contig1	HCGP-CT-CO_04533
CL4520Contig1	HCGP-CT-CO_04534
CL4521Contig1	HCGP-CT-CO_04535
CL4522Contig1	HCGP-CT-CO_04536
CL4523Contig1	HCGP-CT-CO_04537
CL4524Contig1	HCGP-CT-CO_04538
CL4527Contig1	HCGP-CT-CO_04539
CL452Contig1	HCGP-CT-CO_04540
CL4533Contig1	HCGP-CT-CO_04541
CL4534Contig1	HCGP-CT-CO_04542
CL4535Contig1	HCGP-CT-CO_04543
CL4537Contig1	HCGP-CT-CO_04544
CL4538Contig1	HCGP-CT-CO_04545
CL453Contig1	HCGP-CT-CO_04546
CL4540Contig1	HCGP-CT-CO_04547
CL4541Contig1	HCGP-CT-CO_04548
CL4542Contig1	HCGP-CT-CO_04549
CL4543Contig1	HCGP-CT-CO_04550
CL4545Contig1	HCGP-CT-CO_04551
CL4548Contig1	HCGP-CT-CO_04552
CL4549Contig1	HCGP-CT-CO_04553
CL454Contig1	HCGP-CT-CO_04554
CL4550Contig1	HCGP-CT-CO_04555
CL4551Contig1	HCGP-CT-CO_04556
CL4552Contig1	HCGP-CT-CO_04557
CL4553Contig1	HCGP-CT-CO_04558
CL4555Contig1	HCGP-CT-CO_04559
CL4556Contig1	HCGP-CT-CO_04560
CL4558Contig1	HCGP-CT-CO_04561
CL4559Contig1	HCGP-CT-CO_04562
CL455Contig1	HCGP-CT-CO_04563
CL4560Contig1	HCGP-CT-CO_04564
CL4561Contig1	HCGP-CT-CO_04565
CL4562Contig1	HCGP-CT-CO_04566
CL4564Contig1	HCGP-CT-CO_04567
CL4565Contig1	HCGP-CT-CO_04568
CL4566Contig1	HCGP-CT-CO_04569
CL4567Contig1	HCGP-CT-CO_04570
CL4568Contig1	HCGP-CT-CO_04571
CL4569Contig1	HCGP-CT-CO_04572
CL456Contig1	HCGP-CT-CO_04573
CL4571Contig1	HCGP-CT-CO_04574
CL4572Contig1	HCGP-CT-CO_04575
CL4574Contig1	HCGP-CT-CO_04576
CL4576Contig1	HCGP-CT-CO_04577
CL4577Contig1	HCGP-CT-CO_04578
CL4578Contig1	HCGP-CT-CO_04579
CL457Contig1	HCGP-CT-CO_04580
CL4580Contig1	HCGP-CT-CO_04581
CL4581Contig1	HCGP-CT-CO_04582
CL4582Contig1	HCGP-CT-CO_04583
CL4583Contig1	HCGP-CT-CO_04584
CL4584Contig1	HCGP-CT-CO_04585
CL4585Contig1	HCGP-CT-CO_04586
CL4586Contig1	HCGP-CT-CO_04587
CL4587Contig1	HCGP-CT-CO_04588
CL4588Contig1	HCGP-CT-CO_04589
CL4589Contig1	HCGP-CT-CO_04590
CL4590Contig1	HCGP-CT-CO_04591
CL4591Contig1	HCGP-CT-CO_04592
CL4592Contig1	HCGP-CT-CO_04593
CL4593Contig1	HCGP-CT-CO_04594
CL4596Contig1	HCGP-CT-CO_04595
CL4597Contig1	HCGP-CT-CO_04596
CL4598Contig1	HCGP-CT-CO_04597
CL4599Contig1	HCGP-CT-CO_04598
CL459Contig1	HCGP-CT-CO_04599
CL45Contig1	HCGP-CT-CO_04600
CL45Contig2	HCGP-CT-CO_04601
CL45Contig3	HCGP-CT-CO_04602
CL4600Contig1	HCGP-CT-CO_04603
CL4601Contig1	HCGP-CT-CO_04604
CL4602Contig1	HCGP-CT-CO_04605
CL4603Contig1	HCGP-CT-CO_04606
CL4604Contig1	HCGP-CT-CO_04607
CL4605Contig1	HCGP-CT-CO_04608
CL4606Contig1	HCGP-CT-CO_04609
CL4608Contig1	HCGP-CT-CO_04610
CL4609Contig1	HCGP-CT-CO_04611
CL4610Contig1	HCGP-CT-CO_04612
CL4611Contig1	HCGP-CT-CO_04613
CL4612Contig1	HCGP-CT-CO_04614
CL4615Contig1	HCGP-CT-CO_04615
CL4616Contig1	HCGP-CT-CO_04616
CL4617Contig1	HCGP-CT-CO_04617
CL4618Contig1	HCGP-CT-CO_04618
CL4619Contig1	HCGP-CT-CO_04619
CL461Contig1	HCGP-CT-CO_04620
CL4620Contig1	HCGP-CT-CO_04621
CL4621Contig1	HCGP-CT-CO_04622
CL4622Contig1	HCGP-CT-CO_04623
CL4623Contig1	HCGP-CT-CO_04624
CL4624Contig1	HCGP-CT-CO_04625
CL4625Contig1	HCGP-CT-CO_04626
CL4626Contig1	HCGP-CT-CO_04627
CL4627Contig1	HCGP-CT-CO_04628
CL4628Contig1	HCGP-CT-CO_04629
CL4629Contig1	HCGP-CT-CO_04630
CL462Contig1	HCGP-CT-CO_04631
CL4631Contig1	HCGP-CT-CO_04632
CL4632Contig1	HCGP-CT-CO_04633
CL4635Contig1	HCGP-CT-CO_04634
CL4637Contig1	HCGP-CT-CO_04635
CL4638Contig1	HCGP-CT-CO_04636
CL4639Contig1	HCGP-CT-CO_04637
CL463Contig1	HCGP-CT-CO_04638
CL4640Contig1	HCGP-CT-CO_04639
CL4641Contig1	HCGP-CT-CO_04640
CL4642Contig1	HCGP-CT-CO_04641
CL4643Contig1	HCGP-CT-CO_04642
CL4644Contig1	HCGP-CT-CO_04643
CL4645Contig1	HCGP-CT-CO_04644
CL4646Contig1	HCGP-CT-CO_04645
CL4649Contig1	HCGP-CT-CO_04646
CL464Contig1	HCGP-CT-CO_04647
CL4650Contig1	HCGP-CT-CO_04648
CL4651Contig1	HCGP-CT-CO_04649
CL4653Contig1	HCGP-CT-CO_04650
CL4654Contig1	HCGP-CT-CO_04651
CL4655Contig1	HCGP-CT-CO_04652
CL4656Contig1	HCGP-CT-CO_04653
CL4658Contig1	HCGP-CT-CO_04654
CL4659Contig1	HCGP-CT-CO_04655
CL465Contig1	HCGP-CT-CO_04656
CL4660Contig1	HCGP-CT-CO_04657
CL4661Contig1	HCGP-CT-CO_04658
CL4662Contig1	HCGP-CT-CO_04659
CL4664Contig1	HCGP-CT-CO_04660
CL4665Contig1	HCGP-CT-CO_04661
CL4667Contig1	HCGP-CT-CO_04662
CL4669Contig1	HCGP-CT-CO_04663
CL466Contig1	HCGP-CT-CO_04664
CL4670Contig1	HCGP-CT-CO_04665
CL4671Contig1	HCGP-CT-CO_04666
CL4672Contig1	HCGP-CT-CO_04667
CL4673Contig1	HCGP-CT-CO_04668
CL4674Contig1	HCGP-CT-CO_04669
CL4675Contig1	HCGP-CT-CO_04670
CL4676Contig1	HCGP-CT-CO_04671
CL4677Contig1	HCGP-CT-CO_04672
CL4678Contig1	HCGP-CT-CO_04673
CL4679Contig1	HCGP-CT-CO_04674
CL467Contig1	HCGP-CT-CO_04675
CL4680Contig1	HCGP-CT-CO_04676
CL4681Contig1	HCGP-CT-CO_04677
CL4682Contig1	HCGP-CT-CO_04678
CL4683Contig1	HCGP-CT-CO_04679
CL4684Contig1	HCGP-CT-CO_04680
CL4686Contig1	HCGP-CT-CO_04681
CL4687Contig1	HCGP-CT-CO_04682
CL468Contig1	HCGP-CT-CO_04683
CL4691Contig1	HCGP-CT-CO_04684
CL4692Contig1	HCGP-CT-CO_04685
CL4694Contig1	HCGP-CT-CO_04686
CL4695Contig1	HCGP-CT-CO_04687
CL4697Contig1	HCGP-CT-CO_04688
CL4699Contig1	HCGP-CT-CO_04689
CL469Contig1	HCGP-CT-CO_04690
CL46Contig1	HCGP-CT-CO_04691
CL4700Contig1	HCGP-CT-CO_04692
CL4701Contig1	HCGP-CT-CO_04693
CL4702Contig1	HCGP-CT-CO_04694
CL4703Contig1	HCGP-CT-CO_04695
CL4704Contig1	HCGP-CT-CO_04696
CL4707Contig1	HCGP-CT-CO_04697
CL4709Contig1	HCGP-CT-CO_04698
CL470Contig1	HCGP-CT-CO_04699
CL4710Contig1	HCGP-CT-CO_04700
CL4711Contig1	HCGP-CT-CO_04701
CL4712Contig1	HCGP-CT-CO_04702
CL4713Contig1	HCGP-CT-CO_04703
CL4714Contig1	HCGP-CT-CO_04704
CL4715Contig1	HCGP-CT-CO_04705
CL4716Contig1	HCGP-CT-CO_04706
CL4717Contig1	HCGP-CT-CO_04707
CL4718Contig1	HCGP-CT-CO_04708
CL4719Contig1	HCGP-CT-CO_04709
CL471Contig1	HCGP-CT-CO_04710
CL471Contig2	HCGP-CT-CO_04711
CL4720Contig1	HCGP-CT-CO_04712
CL4721Contig1	HCGP-CT-CO_04713
CL4722Contig1	HCGP-CT-CO_04714
CL4723Contig1	HCGP-CT-CO_04715
CL4724Contig1	HCGP-CT-CO_04716
CL4725Contig1	HCGP-CT-CO_04717
CL4726Contig1	HCGP-CT-CO_04718
CL4728Contig1	HCGP-CT-CO_04719
CL472Contig1	HCGP-CT-CO_04720
CL4730Contig1	HCGP-CT-CO_04721
CL4731Contig1	HCGP-CT-CO_04722
CL4732Contig1	HCGP-CT-CO_04723
CL4733Contig1	HCGP-CT-CO_04724
CL4734Contig1	HCGP-CT-CO_04725
CL4735Contig1	HCGP-CT-CO_04726
CL4736Contig1	HCGP-CT-CO_04727
CL4737Contig1	HCGP-CT-CO_04728
CL4738Contig1	HCGP-CT-CO_04729
CL4739Contig1	HCGP-CT-CO_04730
CL473Contig1	HCGP-CT-CO_04731
CL4741Contig1	HCGP-CT-CO_04732
CL4742Contig1	HCGP-CT-CO_04733
CL4743Contig1	HCGP-CT-CO_04734
CL4744Contig1	HCGP-CT-CO_04735
CL4745Contig1	HCGP-CT-CO_04736
CL4746Contig1	HCGP-CT-CO_04737
CL4747Contig1	HCGP-CT-CO_04738
CL4748Contig1	HCGP-CT-CO_04739
CL4749Contig1	HCGP-CT-CO_04740
CL474Contig1	HCGP-CT-CO_04741
CL4750Contig1	HCGP-CT-CO_04742
CL4751Contig1	HCGP-CT-CO_04743
CL4752Contig1	HCGP-CT-CO_04744
CL4753Contig1	HCGP-CT-CO_04745
CL4755Contig1	HCGP-CT-CO_04746
CL4756Contig1	HCGP-CT-CO_04747
CL4757Contig1	HCGP-CT-CO_04748
CL4758Contig1	HCGP-CT-CO_04749
CL4759Contig1	HCGP-CT-CO_04750
CL475Contig1	HCGP-CT-CO_04751
CL4760Contig1	HCGP-CT-CO_04752
CL4761Contig1	HCGP-CT-CO_04753
CL4762Contig1	HCGP-CT-CO_04754
CL4763Contig1	HCGP-CT-CO_04755
CL4764Contig1	HCGP-CT-CO_04756
CL4765Contig1	HCGP-CT-CO_04757
CL4766Contig1	HCGP-CT-CO_04758
CL4767Contig1	HCGP-CT-CO_04759
CL4768Contig1	HCGP-CT-CO_04760
CL4769Contig1	HCGP-CT-CO_04761
CL4770Contig1	HCGP-CT-CO_04762
CL4771Contig1	HCGP-CT-CO_04763
CL4772Contig1	HCGP-CT-CO_04764
CL4773Contig1	HCGP-CT-CO_04765
CL4774Contig1	HCGP-CT-CO_04766
CL4776Contig1	HCGP-CT-CO_04767
CL4778Contig1	HCGP-CT-CO_04768
CL4779Contig1	HCGP-CT-CO_04769
CL477Contig1	HCGP-CT-CO_04770
CL4780Contig1	HCGP-CT-CO_04771
CL4781Contig1	HCGP-CT-CO_04772
CL4783Contig1	HCGP-CT-CO_04773
CL4784Contig1	HCGP-CT-CO_04774
CL4785Contig1	HCGP-CT-CO_04775
CL4786Contig1	HCGP-CT-CO_04776
CL4787Contig1	HCGP-CT-CO_04777
CL4788Contig1	HCGP-CT-CO_04778
CL478Contig1	HCGP-CT-CO_04779
CL4790Contig1	HCGP-CT-CO_04780
CL4791Contig1	HCGP-CT-CO_04781
CL4794Contig1	HCGP-CT-CO_04782
CL4795Contig1	HCGP-CT-CO_04783
CL4796Contig1	HCGP-CT-CO_04784
CL4797Contig1	HCGP-CT-CO_04785
CL4799Contig1	HCGP-CT-CO_04786
CL479Contig1	HCGP-CT-CO_04787
CL47Contig1	HCGP-CT-CO_04788
CL47Contig2	HCGP-CT-CO_04789
CL47Contig3	HCGP-CT-CO_04790
CL47Contig4	HCGP-CT-CO_04791
CL4800Contig1	HCGP-CT-CO_04792
CL4801Contig1	HCGP-CT-CO_04793
CL4802Contig1	HCGP-CT-CO_04794
CL4805Contig1	HCGP-CT-CO_04795
CL4806Contig1	HCGP-CT-CO_04796
CL4807Contig1	HCGP-CT-CO_04797
CL4808Contig1	HCGP-CT-CO_04798
CL480Contig1	HCGP-CT-CO_04799
CL4810Contig1	HCGP-CT-CO_04800
CL4811Contig1	HCGP-CT-CO_04801
CL4812Contig1	HCGP-CT-CO_04802
CL4813Contig1	HCGP-CT-CO_04803
CL4814Contig1	HCGP-CT-CO_04804
CL4815Contig1	HCGP-CT-CO_04805
CL4816Contig1	HCGP-CT-CO_04806
CL4817Contig1	HCGP-CT-CO_04807
CL4818Contig1	HCGP-CT-CO_04808
CL4819Contig1	HCGP-CT-CO_04809
CL481Contig1	HCGP-CT-CO_04810
CL4820Contig1	HCGP-CT-CO_04811
CL4821Contig1	HCGP-CT-CO_04812
CL4824Contig1	HCGP-CT-CO_04813
CL4826Contig1	HCGP-CT-CO_04814
CL4827Contig1	HCGP-CT-CO_04815
CL4828Contig1	HCGP-CT-CO_04816
CL482Contig1	HCGP-CT-CO_04817
CL4830Contig1	HCGP-CT-CO_04818
CL4831Contig1	HCGP-CT-CO_04819
CL4832Contig1	HCGP-CT-CO_04820
CL4833Contig1	HCGP-CT-CO_04821
CL4834Contig1	HCGP-CT-CO_04822
CL4835Contig1	HCGP-CT-CO_04823
CL4836Contig1	HCGP-CT-CO_04824
CL4837Contig1	HCGP-CT-CO_04825
CL4838Contig1	HCGP-CT-CO_04826
CL4839Contig1	HCGP-CT-CO_04827
CL483Contig1	HCGP-CT-CO_04828
CL4841Contig1	HCGP-CT-CO_04829
CL4842Contig1	HCGP-CT-CO_04830
CL4843Contig1	HCGP-CT-CO_04831
CL4844Contig1	HCGP-CT-CO_04832
CL4846Contig1	HCGP-CT-CO_04833
CL4847Contig1	HCGP-CT-CO_04834
CL4848Contig1	HCGP-CT-CO_04835
CL4849Contig1	HCGP-CT-CO_04836
CL484Contig1	HCGP-CT-CO_04837
CL4850Contig1	HCGP-CT-CO_04838
CL4851Contig1	HCGP-CT-CO_04839
CL4853Contig1	HCGP-CT-CO_04840
CL4854Contig1	HCGP-CT-CO_04841
CL4855Contig1	HCGP-CT-CO_04842
CL4856Contig1	HCGP-CT-CO_04843
CL4857Contig1	HCGP-CT-CO_04844
CL4859Contig1	HCGP-CT-CO_04845
CL485Contig1	HCGP-CT-CO_04846
CL4860Contig1	HCGP-CT-CO_04847
CL4861Contig1	HCGP-CT-CO_04848
CL4862Contig1	HCGP-CT-CO_04849
CL4863Contig1	HCGP-CT-CO_04850
CL4864Contig1	HCGP-CT-CO_04851
CL4866Contig1	HCGP-CT-CO_04852
CL4867Contig1	HCGP-CT-CO_04853
CL4869Contig1	HCGP-CT-CO_04854
CL486Contig1	HCGP-CT-CO_04855
CL486Contig2	HCGP-CT-CO_04856
CL4870Contig1	HCGP-CT-CO_04857
CL4872Contig1	HCGP-CT-CO_04858
CL4873Contig1	HCGP-CT-CO_04859
CL4874Contig1	HCGP-CT-CO_04860
CL4875Contig1	HCGP-CT-CO_04861
CL4876Contig1	HCGP-CT-CO_04862
CL4877Contig1	HCGP-CT-CO_04863
CL4878Contig1	HCGP-CT-CO_04864
CL4879Contig1	HCGP-CT-CO_04865
CL487Contig1	HCGP-CT-CO_04866
CL4880Contig1	HCGP-CT-CO_04867
CL4881Contig1	HCGP-CT-CO_04868
CL4883Contig1	HCGP-CT-CO_04869
CL4884Contig1	HCGP-CT-CO_04870
CL4885Contig1	HCGP-CT-CO_04871
CL4886Contig1	HCGP-CT-CO_04872
CL4887Contig1	HCGP-CT-CO_04873
CL4888Contig1	HCGP-CT-CO_04874
CL4889Contig1	HCGP-CT-CO_04875
CL488Contig1	HCGP-CT-CO_04876
CL4890Contig1	HCGP-CT-CO_04877
CL4892Contig1	HCGP-CT-CO_04878
CL4893Contig1	HCGP-CT-CO_04879
CL4894Contig1	HCGP-CT-CO_04880
CL4895Contig1	HCGP-CT-CO_04881
CL4896Contig1	HCGP-CT-CO_04882
CL4897Contig1	HCGP-CT-CO_04883
CL4899Contig1	HCGP-CT-CO_04884
CL489Contig1	HCGP-CT-CO_04885
CL48Contig1	HCGP-CT-CO_04886
CL4900Contig1	HCGP-CT-CO_04887
CL4901Contig1	HCGP-CT-CO_04888
CL4903Contig1	HCGP-CT-CO_04889
CL4904Contig1	HCGP-CT-CO_04890
CL4905Contig1	HCGP-CT-CO_04891
CL4906Contig1	HCGP-CT-CO_04892
CL4907Contig1	HCGP-CT-CO_04893
CL4908Contig1	HCGP-CT-CO_04894
CL490Contig1	HCGP-CT-CO_04895
CL490Contig2	HCGP-CT-CO_04896
CL4910Contig1	HCGP-CT-CO_04897
CL4911Contig1	HCGP-CT-CO_04898
CL4912Contig1	HCGP-CT-CO_04899
CL4913Contig1	HCGP-CT-CO_04900
CL4914Contig1	HCGP-CT-CO_04901
CL4915Contig1	HCGP-CT-CO_04902
CL4916Contig1	HCGP-CT-CO_04903
CL4918Contig1	HCGP-CT-CO_04904
CL4919Contig1	HCGP-CT-CO_04905
CL491Contig1	HCGP-CT-CO_04906
CL4921Contig1	HCGP-CT-CO_04907
CL4923Contig1	HCGP-CT-CO_04908
CL4924Contig1	HCGP-CT-CO_04909
CL4925Contig1	HCGP-CT-CO_04910
CL4926Contig1	HCGP-CT-CO_04911
CL4927Contig1	HCGP-CT-CO_04912
CL4928Contig1	HCGP-CT-CO_04913
CL4929Contig1	HCGP-CT-CO_04914
CL492Contig1	HCGP-CT-CO_04915
CL492Contig2	HCGP-CT-CO_04916
CL4930Contig1	HCGP-CT-CO_04917
CL4931Contig1	HCGP-CT-CO_04918
CL4932Contig1	HCGP-CT-CO_04919
CL4933Contig1	HCGP-CT-CO_04920
CL4934Contig1	HCGP-CT-CO_04921
CL4937Contig1	HCGP-CT-CO_04922
CL4939Contig1	HCGP-CT-CO_04923
CL493Contig1	HCGP-CT-CO_04924
CL493Contig2	HCGP-CT-CO_04925
CL493Contig3	HCGP-CT-CO_04926
CL4940Contig1	HCGP-CT-CO_04927
CL4941Contig1	HCGP-CT-CO_04928
CL4944Contig1	HCGP-CT-CO_04929
CL4945Contig1	HCGP-CT-CO_04930
CL4946Contig1	HCGP-CT-CO_04931
CL4948Contig1	HCGP-CT-CO_04932
CL4949Contig1	HCGP-CT-CO_04933
CL494Contig1	HCGP-CT-CO_04934
CL494Contig2	HCGP-CT-CO_04935
CL4950Contig1	HCGP-CT-CO_04936
CL4951Contig1	HCGP-CT-CO_04937
CL4952Contig1	HCGP-CT-CO_04938
CL4954Contig1	HCGP-CT-CO_04939
CL4956Contig1	HCGP-CT-CO_04940
CL4957Contig1	HCGP-CT-CO_04941
CL4958Contig1	HCGP-CT-CO_04942
CL4959Contig1	HCGP-CT-CO_04943
CL495Contig1	HCGP-CT-CO_04944
CL495Contig2	HCGP-CT-CO_04945
CL4960Contig1	HCGP-CT-CO_04946
CL4961Contig1	HCGP-CT-CO_04947
CL4962Contig1	HCGP-CT-CO_04948
CL4963Contig1	HCGP-CT-CO_04949
CL4964Contig1	HCGP-CT-CO_04950
CL4965Contig1	HCGP-CT-CO_04951
CL4967Contig1	HCGP-CT-CO_04952
CL4968Contig1	HCGP-CT-CO_04953
CL4969Contig1	HCGP-CT-CO_04954
CL496Contig1	HCGP-CT-CO_04955
CL4970Contig1	HCGP-CT-CO_04956
CL4971Contig1	HCGP-CT-CO_04957
CL4972Contig1	HCGP-CT-CO_04958
