#TGICL_NAME	CONTIG_NAME
CL5842Contig1	HCGP-CT-CO_05879
CL5843Contig1	HCGP-CT-CO_05880
CL5844Contig1	HCGP-CT-CO_05881
CL5846Contig1	HCGP-CT-CO_05882
CL5847Contig1	HCGP-CT-CO_05883
CL5848Contig1	HCGP-CT-CO_05884
CL5849Contig1	HCGP-CT-CO_05885
CL584Contig1	HCGP-CT-CO_05886
CL5850Contig1	HCGP-CT-CO_05887
CL5851Contig1	HCGP-CT-CO_05888
CL5852Contig1	HCGP-CT-CO_05889
CL5853Contig1	HCGP-CT-CO_05890
CL5854Contig1	HCGP-CT-CO_05891
CL5855Contig1	HCGP-CT-CO_05892
CL5856Contig1	HCGP-CT-CO_05893
CL5857Contig1	HCGP-CT-CO_05894
CL5858Contig1	HCGP-CT-CO_05895
CL5859Contig1	HCGP-CT-CO_05896
CL585Contig1	HCGP-CT-CO_05897
CL5860Contig1	HCGP-CT-CO_05898
CL5861Contig1	HCGP-CT-CO_05899
CL5862Contig1	HCGP-CT-CO_05900
CL5863Contig1	HCGP-CT-CO_05901
CL5864Contig1	HCGP-CT-CO_05902
CL5865Contig1	HCGP-CT-CO_05903
CL5866Contig1	HCGP-CT-CO_05904
CL5867Contig1	HCGP-CT-CO_05905
CL5868Contig1	HCGP-CT-CO_05906
CL5869Contig1	HCGP-CT-CO_05907
CL586Contig1	HCGP-CT-CO_05908
CL5870Contig1	HCGP-CT-CO_05909
CL5871Contig1	HCGP-CT-CO_05910
CL5872Contig1	HCGP-CT-CO_05911
CL5873Contig1	HCGP-CT-CO_05912
CL5874Contig1	HCGP-CT-CO_05913
CL5875Contig1	HCGP-CT-CO_05914
CL5876Contig1	HCGP-CT-CO_05915
CL5877Contig1	HCGP-CT-CO_05916
CL5878Contig1	HCGP-CT-CO_05917
CL5879Contig1	HCGP-CT-CO_05918
CL587Contig1	HCGP-CT-CO_05919
CL5880Contig1	HCGP-CT-CO_05920
CL5881Contig1	HCGP-CT-CO_05921
CL5882Contig1	HCGP-CT-CO_05922
CL5883Contig1	HCGP-CT-CO_05923
CL5884Contig1	HCGP-CT-CO_05924
CL5885Contig1	HCGP-CT-CO_05925
CL5886Contig1	HCGP-CT-CO_05926
CL5887Contig1	HCGP-CT-CO_05927
CL5888Contig1	HCGP-CT-CO_05928
CL5889Contig1	HCGP-CT-CO_05929
CL588Contig1	HCGP-CT-CO_05930
CL5890Contig1	HCGP-CT-CO_05931
CL5891Contig1	HCGP-CT-CO_05932
CL5892Contig1	HCGP-CT-CO_05933
CL5893Contig1	HCGP-CT-CO_05934
CL5894Contig1	HCGP-CT-CO_05935
CL5895Contig1	HCGP-CT-CO_05936
CL5896Contig1	HCGP-CT-CO_05937
CL5897Contig1	HCGP-CT-CO_05938
CL5898Contig1	HCGP-CT-CO_05939
CL5899Contig1	HCGP-CT-CO_05940
CL589Contig1	HCGP-CT-CO_05941
CL5900Contig1	HCGP-CT-CO_05942
CL5901Contig1	HCGP-CT-CO_05943
CL5902Contig1	HCGP-CT-CO_05944
CL5903Contig1	HCGP-CT-CO_05945
CL5904Contig1	HCGP-CT-CO_05946
CL5905Contig1	HCGP-CT-CO_05947
CL5906Contig1	HCGP-CT-CO_05948
CL5907Contig1	HCGP-CT-CO_05949
CL5908Contig1	HCGP-CT-CO_05950
CL5909Contig1	HCGP-CT-CO_05951
CL590Contig1	HCGP-CT-CO_05952
CL5910Contig1	HCGP-CT-CO_05953
CL5912Contig1	HCGP-CT-CO_05954
CL5913Contig1	HCGP-CT-CO_05955
CL5914Contig1	HCGP-CT-CO_05956
CL5915Contig1	HCGP-CT-CO_05957
CL5916Contig1	HCGP-CT-CO_05958
CL5917Contig1	HCGP-CT-CO_05959
CL5918Contig1	HCGP-CT-CO_05960
CL5919Contig1	HCGP-CT-CO_05961
CL5920Contig1	HCGP-CT-CO_05962
CL5921Contig1	HCGP-CT-CO_05963
CL5922Contig1	HCGP-CT-CO_05964
CL5923Contig1	HCGP-CT-CO_05965
CL5924Contig1	HCGP-CT-CO_05966
CL5925Contig1	HCGP-CT-CO_05967
CL5926Contig1	HCGP-CT-CO_05968
CL5927Contig1	HCGP-CT-CO_05969
CL5928Contig1	HCGP-CT-CO_05970
CL5929Contig1	HCGP-CT-CO_05971
CL592Contig1	HCGP-CT-CO_05972
CL5930Contig1	HCGP-CT-CO_05973
CL5931Contig1	HCGP-CT-CO_05974
CL5932Contig1	HCGP-CT-CO_05975
CL5933Contig1	HCGP-CT-CO_05976
CL5934Contig1	HCGP-CT-CO_05977
CL5935Contig1	HCGP-CT-CO_05978
CL5936Contig1	HCGP-CT-CO_05979
CL5937Contig1	HCGP-CT-CO_05980
CL5938Contig1	HCGP-CT-CO_05981
CL5939Contig1	HCGP-CT-CO_05982
CL593Contig1	HCGP-CT-CO_05983
CL5940Contig1	HCGP-CT-CO_05984
CL5941Contig1	HCGP-CT-CO_05985
CL5942Contig1	HCGP-CT-CO_05986
CL5943Contig1	HCGP-CT-CO_05987
CL5944Contig1	HCGP-CT-CO_05988
CL5945Contig1	HCGP-CT-CO_05989
CL5946Contig1	HCGP-CT-CO_05990
CL5947Contig1	HCGP-CT-CO_05991
CL5948Contig1	HCGP-CT-CO_05992
CL5949Contig1	HCGP-CT-CO_05993
CL594Contig1	HCGP-CT-CO_05994
CL5950Contig1	HCGP-CT-CO_05995
CL5951Contig1	HCGP-CT-CO_05996
CL5952Contig1	HCGP-CT-CO_05997
CL5953Contig1	HCGP-CT-CO_05998
CL5954Contig1	HCGP-CT-CO_05999
CL5955Contig1	HCGP-CT-CO_06000
CL5956Contig1	HCGP-CT-CO_06001
CL5957Contig1	HCGP-CT-CO_06002
CL5958Contig1	HCGP-CT-CO_06003
CL5959Contig1	HCGP-CT-CO_06004
CL595Contig1	HCGP-CT-CO_06005
CL5960Contig1	HCGP-CT-CO_06006
CL5962Contig1	HCGP-CT-CO_06007
CL5964Contig1	HCGP-CT-CO_06008
CL5965Contig1	HCGP-CT-CO_06009
CL5966Contig1	HCGP-CT-CO_06010
CL5967Contig1	HCGP-CT-CO_06011
CL5968Contig1	HCGP-CT-CO_06012
CL5969Contig1	HCGP-CT-CO_06013
CL596Contig1	HCGP-CT-CO_06014
CL5970Contig1	HCGP-CT-CO_06015
CL5971Contig1	HCGP-CT-CO_06016
CL5972Contig1	HCGP-CT-CO_06017
CL5973Contig1	HCGP-CT-CO_06018
CL5974Contig1	HCGP-CT-CO_06019
CL5975Contig1	HCGP-CT-CO_06020
CL5976Contig1	HCGP-CT-CO_06021
CL5977Contig1	HCGP-CT-CO_06022
CL5978Contig1	HCGP-CT-CO_06023
CL5979Contig1	HCGP-CT-CO_06024
CL597Contig1	HCGP-CT-CO_06025
CL5980Contig1	HCGP-CT-CO_06026
CL5981Contig1	HCGP-CT-CO_06027
CL5982Contig1	HCGP-CT-CO_06028
CL5983Contig1	HCGP-CT-CO_06029
CL5984Contig1	HCGP-CT-CO_06030
CL5985Contig1	HCGP-CT-CO_06031
CL5986Contig1	HCGP-CT-CO_06032
CL5987Contig1	HCGP-CT-CO_06033
CL5988Contig1	HCGP-CT-CO_06034
CL5989Contig1	HCGP-CT-CO_06035
CL598Contig1	HCGP-CT-CO_06036
CL5990Contig1	HCGP-CT-CO_06037
CL5991Contig1	HCGP-CT-CO_06038
CL5992Contig1	HCGP-CT-CO_06039
CL5993Contig1	HCGP-CT-CO_06040
CL5994Contig1	HCGP-CT-CO_06041
CL5995Contig1	HCGP-CT-CO_06042
CL5996Contig1	HCGP-CT-CO_06043
CL5997Contig1	HCGP-CT-CO_06044
CL5998Contig1	HCGP-CT-CO_06045
CL5999Contig1	HCGP-CT-CO_06046
CL599Contig1	HCGP-CT-CO_06047
CL59Contig1	HCGP-CT-CO_06048
CL59Contig2	HCGP-CT-CO_06049
CL59Contig3	HCGP-CT-CO_06050
CL5Contig1	HCGP-CT-CO_06051
CL5Contig2	HCGP-CT-CO_06052
CL6000Contig1	HCGP-CT-CO_06053
CL6001Contig1	HCGP-CT-CO_06054
CL6002Contig1	HCGP-CT-CO_06055
CL6003Contig1	HCGP-CT-CO_06056
CL6004Contig1	HCGP-CT-CO_06057
CL6005Contig1	HCGP-CT-CO_06058
CL6006Contig1	HCGP-CT-CO_06059
CL6007Contig1	HCGP-CT-CO_06060
CL6008Contig1	HCGP-CT-CO_06061
CL6009Contig1	HCGP-CT-CO_06062
CL600Contig1	HCGP-CT-CO_06063
CL6010Contig1	HCGP-CT-CO_06064
CL6011Contig1	HCGP-CT-CO_06065
CL6012Contig1	HCGP-CT-CO_06066
CL6013Contig1	HCGP-CT-CO_06067
CL6014Contig1	HCGP-CT-CO_06068
CL6015Contig1	HCGP-CT-CO_06069
CL6016Contig1	HCGP-CT-CO_06070
CL6017Contig1	HCGP-CT-CO_06071
CL6018Contig1	HCGP-CT-CO_06072
CL6019Contig1	HCGP-CT-CO_06073
CL601Contig1	HCGP-CT-CO_06074
CL6020Contig1	HCGP-CT-CO_06075
CL6021Contig1	HCGP-CT-CO_06076
CL6022Contig1	HCGP-CT-CO_06077
CL6023Contig1	HCGP-CT-CO_06078
CL6024Contig1	HCGP-CT-CO_06079
CL6025Contig1	HCGP-CT-CO_06080
CL6026Contig1	HCGP-CT-CO_06081
CL6027Contig1	HCGP-CT-CO_06082
CL6028Contig1	HCGP-CT-CO_06083
CL6029Contig1	HCGP-CT-CO_06084
CL602Contig1	HCGP-CT-CO_06085
CL6030Contig1	HCGP-CT-CO_06086
CL6031Contig1	HCGP-CT-CO_06087
CL6032Contig1	HCGP-CT-CO_06088
CL6033Contig1	HCGP-CT-CO_06089
CL6034Contig1	HCGP-CT-CO_06090
CL6035Contig1	HCGP-CT-CO_06091
CL6036Contig1	HCGP-CT-CO_06092
CL6037Contig1	HCGP-CT-CO_06093
CL6038Contig1	HCGP-CT-CO_06094
CL6039Contig1	HCGP-CT-CO_06095
CL603Contig1	HCGP-CT-CO_06096
CL6040Contig1	HCGP-CT-CO_06097
CL6041Contig1	HCGP-CT-CO_06098
CL6042Contig1	HCGP-CT-CO_06099
CL6043Contig1	HCGP-CT-CO_06100
CL6044Contig1	HCGP-CT-CO_06101
CL6045Contig1	HCGP-CT-CO_06102
CL6046Contig1	HCGP-CT-CO_06103
CL6047Contig1	HCGP-CT-CO_06104
CL6048Contig1	HCGP-CT-CO_06105
CL6049Contig1	HCGP-CT-CO_06106
CL604Contig1	HCGP-CT-CO_06107
CL6050Contig1	HCGP-CT-CO_06108
CL6051Contig1	HCGP-CT-CO_06109
CL6052Contig1	HCGP-CT-CO_06110
CL6053Contig1	HCGP-CT-CO_06111
CL6054Contig1	HCGP-CT-CO_06112
CL6055Contig1	HCGP-CT-CO_06113
CL6056Contig1	HCGP-CT-CO_06114
CL6057Contig1	HCGP-CT-CO_06115
CL6058Contig1	HCGP-CT-CO_06116
CL6059Contig1	HCGP-CT-CO_06117
CL605Contig1	HCGP-CT-CO_06118
CL6060Contig1	HCGP-CT-CO_06119
CL6061Contig1	HCGP-CT-CO_06120
CL6062Contig1	HCGP-CT-CO_06121
CL6063Contig1	HCGP-CT-CO_06122
CL6064Contig1	HCGP-CT-CO_06123
CL6065Contig1	HCGP-CT-CO_06124
CL6066Contig1	HCGP-CT-CO_06125
CL6067Contig1	HCGP-CT-CO_06126
CL6068Contig1	HCGP-CT-CO_06127
CL6069Contig1	HCGP-CT-CO_06128
CL606Contig1	HCGP-CT-CO_06129
CL6070Contig1	HCGP-CT-CO_06130
CL6071Contig1	HCGP-CT-CO_06131
CL6072Contig1	HCGP-CT-CO_06132
CL6073Contig1	HCGP-CT-CO_06133
CL6074Contig1	HCGP-CT-CO_06134
CL6075Contig1	HCGP-CT-CO_06135
CL6076Contig1	HCGP-CT-CO_06136
CL6077Contig1	HCGP-CT-CO_06137
CL6078Contig1	HCGP-CT-CO_06138
CL6079Contig1	HCGP-CT-CO_06139
CL607Contig1	HCGP-CT-CO_06140
CL607Contig2	HCGP-CT-CO_06141
CL6080Contig1	HCGP-CT-CO_06142
CL6081Contig1	HCGP-CT-CO_06143
CL6082Contig1	HCGP-CT-CO_06144
CL6083Contig1	HCGP-CT-CO_06145
CL6084Contig1	HCGP-CT-CO_06146
CL6085Contig1	HCGP-CT-CO_06147
CL6086Contig1	HCGP-CT-CO_06148
CL6087Contig1	HCGP-CT-CO_06149
CL6088Contig1	HCGP-CT-CO_06150
CL6089Contig1	HCGP-CT-CO_06151
CL608Contig1	HCGP-CT-CO_06152
CL6090Contig1	HCGP-CT-CO_06153
CL6091Contig1	HCGP-CT-CO_06154
CL6092Contig1	HCGP-CT-CO_06155
CL6093Contig1	HCGP-CT-CO_06156
CL6094Contig1	HCGP-CT-CO_06157
CL6095Contig1	HCGP-CT-CO_06158
CL6096Contig1	HCGP-CT-CO_06159
CL6097Contig1	HCGP-CT-CO_06160
CL6098Contig1	HCGP-CT-CO_06161
CL6099Contig1	HCGP-CT-CO_06162
CL609Contig1	HCGP-CT-CO_06163
CL60Contig1	HCGP-CT-CO_06164
CL6100Contig1	HCGP-CT-CO_06165
CL6101Contig1	HCGP-CT-CO_06166
CL6102Contig1	HCGP-CT-CO_06167
CL6104Contig1	HCGP-CT-CO_06168
CL6105Contig1	HCGP-CT-CO_06169
CL6106Contig1	HCGP-CT-CO_06170
CL6107Contig1	HCGP-CT-CO_06171
CL6108Contig1	HCGP-CT-CO_06172
CL6109Contig1	HCGP-CT-CO_06173
CL610Contig1	HCGP-CT-CO_06174
CL6110Contig1	HCGP-CT-CO_06175
CL6111Contig1	HCGP-CT-CO_06176
CL6112Contig1	HCGP-CT-CO_06177
CL6113Contig1	HCGP-CT-CO_06178
CL6114Contig1	HCGP-CT-CO_06179
CL6115Contig1	HCGP-CT-CO_06180
CL6116Contig1	HCGP-CT-CO_06181
CL6117Contig1	HCGP-CT-CO_06182
CL6118Contig1	HCGP-CT-CO_06183
CL6119Contig1	HCGP-CT-CO_06184
CL6120Contig1	HCGP-CT-CO_06185
CL6122Contig1	HCGP-CT-CO_06186
CL6123Contig1	HCGP-CT-CO_06187
CL6124Contig1	HCGP-CT-CO_06188
CL6125Contig1	HCGP-CT-CO_06189
CL6126Contig1	HCGP-CT-CO_06190
CL6127Contig1	HCGP-CT-CO_06191
CL6128Contig1	HCGP-CT-CO_06192
CL6129Contig1	HCGP-CT-CO_06193
CL612Contig1	HCGP-CT-CO_06194
CL6130Contig1	HCGP-CT-CO_06195
CL6131Contig1	HCGP-CT-CO_06196
CL6132Contig1	HCGP-CT-CO_06197
CL6133Contig1	HCGP-CT-CO_06198
CL6134Contig1	HCGP-CT-CO_06199
CL6135Contig1	HCGP-CT-CO_06200
CL6136Contig1	HCGP-CT-CO_06201
CL6137Contig1	HCGP-CT-CO_06202
CL6138Contig1	HCGP-CT-CO_06203
CL6139Contig1	HCGP-CT-CO_06204
CL613Contig1	HCGP-CT-CO_06205
CL6140Contig1	HCGP-CT-CO_06206
CL6141Contig1	HCGP-CT-CO_06207
CL6142Contig1	HCGP-CT-CO_06208
CL6144Contig1	HCGP-CT-CO_06209
CL6145Contig1	HCGP-CT-CO_06210
CL6146Contig1	HCGP-CT-CO_06211
CL6147Contig1	HCGP-CT-CO_06212
CL6148Contig1	HCGP-CT-CO_06213
CL6149Contig1	HCGP-CT-CO_06214
CL614Contig1	HCGP-CT-CO_06215
CL6150Contig1	HCGP-CT-CO_06216
CL6151Contig1	HCGP-CT-CO_06217
CL6152Contig1	HCGP-CT-CO_06218
CL6153Contig1	HCGP-CT-CO_06219
CL6154Contig1	HCGP-CT-CO_06220
CL6155Contig1	HCGP-CT-CO_06221
CL6156Contig1	HCGP-CT-CO_06222
CL6157Contig1	HCGP-CT-CO_06223
CL6158Contig1	HCGP-CT-CO_06224
CL6159Contig1	HCGP-CT-CO_06225
CL615Contig1	HCGP-CT-CO_06226
CL6160Contig1	HCGP-CT-CO_06227
CL6161Contig1	HCGP-CT-CO_06228
CL6162Contig1	HCGP-CT-CO_06229
CL6163Contig1	HCGP-CT-CO_06230
CL6164Contig1	HCGP-CT-CO_06231
CL6165Contig1	HCGP-CT-CO_06232
CL6166Contig1	HCGP-CT-CO_06233
CL6167Contig1	HCGP-CT-CO_06234
CL6168Contig1	HCGP-CT-CO_06235
CL6169Contig1	HCGP-CT-CO_06236
CL616Contig1	HCGP-CT-CO_06237
CL6170Contig1	HCGP-CT-CO_06238
CL6171Contig1	HCGP-CT-CO_06239
CL6172Contig1	HCGP-CT-CO_06240
CL6173Contig1	HCGP-CT-CO_06241
CL6174Contig1	HCGP-CT-CO_06242
CL6175Contig1	HCGP-CT-CO_06243
CL6176Contig1	HCGP-CT-CO_06244
CL6177Contig1	HCGP-CT-CO_06245
CL6178Contig1	HCGP-CT-CO_06246
CL6179Contig1	HCGP-CT-CO_06247
CL617Contig1	HCGP-CT-CO_06248
CL617Contig2	HCGP-CT-CO_06249
CL6181Contig1	HCGP-CT-CO_06250
CL6182Contig1	HCGP-CT-CO_06251
CL6183Contig1	HCGP-CT-CO_06252
CL6184Contig1	HCGP-CT-CO_06253
CL6185Contig1	HCGP-CT-CO_06254
CL6186Contig1	HCGP-CT-CO_06255
CL6187Contig1	HCGP-CT-CO_06256
CL6188Contig1	HCGP-CT-CO_06257
CL6189Contig1	HCGP-CT-CO_06258
CL618Contig1	HCGP-CT-CO_06259
CL6190Contig1	HCGP-CT-CO_06260
CL6191Contig1	HCGP-CT-CO_06261
CL6194Contig1	HCGP-CT-CO_06262
CL6195Contig1	HCGP-CT-CO_06263
CL6196Contig1	HCGP-CT-CO_06264
CL6197Contig1	HCGP-CT-CO_06265
CL6198Contig1	HCGP-CT-CO_06266
CL6199Contig1	HCGP-CT-CO_06267
CL61Contig1	HCGP-CT-CO_06268
CL61Contig2	HCGP-CT-CO_06269
CL6200Contig1	HCGP-CT-CO_06270
CL6201Contig1	HCGP-CT-CO_06271
CL6202Contig1	HCGP-CT-CO_06272
CL6203Contig1	HCGP-CT-CO_06273
CL6204Contig1	HCGP-CT-CO_06274
CL6205Contig1	HCGP-CT-CO_06275
CL6206Contig1	HCGP-CT-CO_06276
CL6207Contig1	HCGP-CT-CO_06277
CL6208Contig1	HCGP-CT-CO_06278
CL6209Contig1	HCGP-CT-CO_06279
CL620Contig1	HCGP-CT-CO_06280
CL6210Contig1	HCGP-CT-CO_06281
CL6211Contig1	HCGP-CT-CO_06282
CL6212Contig1	HCGP-CT-CO_06283
CL6213Contig1	HCGP-CT-CO_06284
CL6214Contig1	HCGP-CT-CO_06285
CL6215Contig1	HCGP-CT-CO_06286
CL6216Contig1	HCGP-CT-CO_06287
CL6217Contig1	HCGP-CT-CO_06288
CL6218Contig1	HCGP-CT-CO_06289
CL6219Contig1	HCGP-CT-CO_06290
CL621Contig1	HCGP-CT-CO_06291
CL6220Contig1	HCGP-CT-CO_06292
CL6222Contig1	HCGP-CT-CO_06293
CL6223Contig1	HCGP-CT-CO_06294
CL6224Contig1	HCGP-CT-CO_06295
CL6225Contig1	HCGP-CT-CO_06296
CL6226Contig1	HCGP-CT-CO_06297
CL6227Contig1	HCGP-CT-CO_06298
CL6228Contig1	HCGP-CT-CO_06299
CL6229Contig1	HCGP-CT-CO_06300
CL622Contig1	HCGP-CT-CO_06301
CL6230Contig1	HCGP-CT-CO_06302
CL6231Contig1	HCGP-CT-CO_06303
CL6232Contig1	HCGP-CT-CO_06304
CL6233Contig1	HCGP-CT-CO_06305
CL6234Contig1	HCGP-CT-CO_06306
CL6235Contig1	HCGP-CT-CO_06307
CL6236Contig1	HCGP-CT-CO_06308
CL6237Contig1	HCGP-CT-CO_06309
CL6238Contig1	HCGP-CT-CO_06310
CL6239Contig1	HCGP-CT-CO_06311
CL623Contig1	HCGP-CT-CO_06312
CL6240Contig1	HCGP-CT-CO_06313
CL6241Contig1	HCGP-CT-CO_06314
CL6242Contig1	HCGP-CT-CO_06315
CL6243Contig1	HCGP-CT-CO_06316
CL6244Contig1	HCGP-CT-CO_06317
CL6245Contig1	HCGP-CT-CO_06318
CL6246Contig1	HCGP-CT-CO_06319
CL6247Contig1	HCGP-CT-CO_06320
CL6248Contig1	HCGP-CT-CO_06321
CL6249Contig1	HCGP-CT-CO_06322
CL624Contig1	HCGP-CT-CO_06323
CL6250Contig1	HCGP-CT-CO_06324
CL6252Contig1	HCGP-CT-CO_06325
CL6253Contig1	HCGP-CT-CO_06326
CL6254Contig1	HCGP-CT-CO_06327
CL6255Contig1	HCGP-CT-CO_06328
CL6256Contig1	HCGP-CT-CO_06329
CL6257Contig1	HCGP-CT-CO_06330
CL6258Contig1	HCGP-CT-CO_06331
CL6259Contig1	HCGP-CT-CO_06332
CL625Contig1	HCGP-CT-CO_06333
CL6260Contig1	HCGP-CT-CO_06334
CL6261Contig1	HCGP-CT-CO_06335
CL6262Contig1	HCGP-CT-CO_06336
CL6263Contig1	HCGP-CT-CO_06337
CL6264Contig1	HCGP-CT-CO_06338
CL6265Contig1	HCGP-CT-CO_06339
CL6266Contig1	HCGP-CT-CO_06340
CL6267Contig1	HCGP-CT-CO_06341
CL6268Contig1	HCGP-CT-CO_06342
CL6269Contig1	HCGP-CT-CO_06343
CL626Contig1	HCGP-CT-CO_06344
CL6270Contig1	HCGP-CT-CO_06345
CL6272Contig1	HCGP-CT-CO_06346
CL6273Contig1	HCGP-CT-CO_06347
CL6274Contig1	HCGP-CT-CO_06348
CL6275Contig1	HCGP-CT-CO_06349
CL6276Contig1	HCGP-CT-CO_06350
CL6277Contig1	HCGP-CT-CO_06351
CL6278Contig1	HCGP-CT-CO_06352
CL6279Contig1	HCGP-CT-CO_06353
CL627Contig1	HCGP-CT-CO_06354
CL627Contig2	HCGP-CT-CO_06355
CL6280Contig1	HCGP-CT-CO_06356
CL6281Contig1	HCGP-CT-CO_06357
CL6282Contig1	HCGP-CT-CO_06358
CL6283Contig1	HCGP-CT-CO_06359
CL6284Contig1	HCGP-CT-CO_06360
CL6285Contig1	HCGP-CT-CO_06361
CL6286Contig1	HCGP-CT-CO_06362
CL6287Contig1	HCGP-CT-CO_06363
CL6288Contig1	HCGP-CT-CO_06364
CL6289Contig1	HCGP-CT-CO_06365
CL628Contig1	HCGP-CT-CO_06366
CL6290Contig1	HCGP-CT-CO_06367
CL6291Contig1	HCGP-CT-CO_06368
CL6292Contig1	HCGP-CT-CO_06369
CL6293Contig1	HCGP-CT-CO_06370
CL6294Contig1	HCGP-CT-CO_06371
CL6295Contig1	HCGP-CT-CO_06372
CL6296Contig1	HCGP-CT-CO_06373
CL6297Contig1	HCGP-CT-CO_06374
CL6298Contig1	HCGP-CT-CO_06375
CL6299Contig1	HCGP-CT-CO_06376
CL629Contig1	HCGP-CT-CO_06377
CL62Contig1	HCGP-CT-CO_06378
CL62Contig2	HCGP-CT-CO_06379
CL62Contig3	HCGP-CT-CO_06380
CL6300Contig1	HCGP-CT-CO_06381
CL6301Contig1	HCGP-CT-CO_06382
CL6302Contig1	HCGP-CT-CO_06383
CL6303Contig1	HCGP-CT-CO_06384
CL6304Contig1	HCGP-CT-CO_06385
CL6305Contig1	HCGP-CT-CO_06386
CL6306Contig1	HCGP-CT-CO_06387
CL6307Contig1	HCGP-CT-CO_06388
CL6308Contig1	HCGP-CT-CO_06389
CL6309Contig1	HCGP-CT-CO_06390
CL630Contig1	HCGP-CT-CO_06391
CL6310Contig1	HCGP-CT-CO_06392
CL6311Contig1	HCGP-CT-CO_06393
CL6312Contig1	HCGP-CT-CO_06394
CL6313Contig1	HCGP-CT-CO_06395
CL6314Contig1	HCGP-CT-CO_06396
CL6315Contig1	HCGP-CT-CO_06397
CL6316Contig1	HCGP-CT-CO_06398
CL6317Contig1	HCGP-CT-CO_06399
CL6318Contig1	HCGP-CT-CO_06400
CL6319Contig1	HCGP-CT-CO_06401
CL631Contig1	HCGP-CT-CO_06402
CL6320Contig1	HCGP-CT-CO_06403
CL6321Contig1	HCGP-CT-CO_06404
CL6322Contig1	HCGP-CT-CO_06405
CL6323Contig1	HCGP-CT-CO_06406
CL6324Contig1	HCGP-CT-CO_06407
CL6325Contig1	HCGP-CT-CO_06408
CL6326Contig1	HCGP-CT-CO_06409
CL6327Contig1	HCGP-CT-CO_06410
CL6328Contig1	HCGP-CT-CO_06411
CL6329Contig1	HCGP-CT-CO_06412
CL632Contig1	HCGP-CT-CO_06413
CL6330Contig1	HCGP-CT-CO_06414
CL6331Contig1	HCGP-CT-CO_06415
CL6332Contig1	HCGP-CT-CO_06416
CL6333Contig1	HCGP-CT-CO_06417
CL6334Contig1	HCGP-CT-CO_06418
CL6335Contig1	HCGP-CT-CO_06419
CL6336Contig1	HCGP-CT-CO_06420
CL6337Contig1	HCGP-CT-CO_06421
CL6338Contig1	HCGP-CT-CO_06422
CL6339Contig1	HCGP-CT-CO_06423
CL633Contig1	HCGP-CT-CO_06424
CL633Contig2	HCGP-CT-CO_06425
CL6340Contig1	HCGP-CT-CO_06426
CL6341Contig1	HCGP-CT-CO_06427
CL6342Contig1	HCGP-CT-CO_06428
CL6343Contig1	HCGP-CT-CO_06429
CL6344Contig1	HCGP-CT-CO_06430
CL6345Contig1	HCGP-CT-CO_06431
CL6346Contig1	HCGP-CT-CO_06432
CL6347Contig1	HCGP-CT-CO_06433
CL6348Contig1	HCGP-CT-CO_06434
CL6349Contig1	HCGP-CT-CO_06435
CL634Contig1	HCGP-CT-CO_06436
CL6350Contig1	HCGP-CT-CO_06437
CL6351Contig1	HCGP-CT-CO_06438
CL6352Contig1	HCGP-CT-CO_06439
CL6353Contig1	HCGP-CT-CO_06440
CL6354Contig1	HCGP-CT-CO_06441
CL6355Contig1	HCGP-CT-CO_06442
CL6356Contig1	HCGP-CT-CO_06443
CL6357Contig1	HCGP-CT-CO_06444
CL6358Contig1	HCGP-CT-CO_06445
CL6359Contig1	HCGP-CT-CO_06446
CL635Contig1	HCGP-CT-CO_06447
CL6360Contig1	HCGP-CT-CO_06448
CL6361Contig1	HCGP-CT-CO_06449
CL6362Contig1	HCGP-CT-CO_06450
CL6363Contig1	HCGP-CT-CO_06451
CL6364Contig1	HCGP-CT-CO_06452
CL6365Contig1	HCGP-CT-CO_06453
CL6366Contig1	HCGP-CT-CO_06454
CL6367Contig1	HCGP-CT-CO_06455
CL6368Contig1	HCGP-CT-CO_06456
CL6369Contig1	HCGP-CT-CO_06457
CL636Contig1	HCGP-CT-CO_06458
CL6370Contig1	HCGP-CT-CO_06459
CL6371Contig1	HCGP-CT-CO_06460
CL6372Contig1	HCGP-CT-CO_06461
CL6374Contig1	HCGP-CT-CO_06462
CL6375Contig1	HCGP-CT-CO_06463
CL6376Contig1	HCGP-CT-CO_06464
CL6377Contig1	HCGP-CT-CO_06465
CL6378Contig1	HCGP-CT-CO_06466
CL6379Contig1	HCGP-CT-CO_06467
CL637Contig1	HCGP-CT-CO_06468
CL6380Contig1	HCGP-CT-CO_06469
CL6381Contig1	HCGP-CT-CO_06470
CL6382Contig1	HCGP-CT-CO_06471
CL6383Contig1	HCGP-CT-CO_06472
CL6384Contig1	HCGP-CT-CO_06473
CL6385Contig1	HCGP-CT-CO_06474
CL6386Contig1	HCGP-CT-CO_06475
CL6387Contig1	HCGP-CT-CO_06476
CL6388Contig1	HCGP-CT-CO_06477
CL6389Contig1	HCGP-CT-CO_06478
CL638Contig1	HCGP-CT-CO_06479
CL6390Contig1	HCGP-CT-CO_06480
CL6391Contig1	HCGP-CT-CO_06481
CL6392Contig1	HCGP-CT-CO_06482
CL6393Contig1	HCGP-CT-CO_06483
CL6394Contig1	HCGP-CT-CO_06484
CL6396Contig1	HCGP-CT-CO_06485
CL6397Contig1	HCGP-CT-CO_06486
CL6398Contig1	HCGP-CT-CO_06487
CL6399Contig1	HCGP-CT-CO_06488
