#TGICL_NAME	CONTIG_NAME
CL964Contig1	HCGP-EN-CO_01869
CL965Contig1	HCGP-EN-CO_01870
CL966Contig1	HCGP-EN-CO_01871
CL967Contig1	HCGP-EN-CO_01872
CL969Contig1	HCGP-EN-CO_01873
CL96Contig1	HCGP-EN-CO_01874
CL971Contig1	HCGP-EN-CO_01875
CL973Contig1	HCGP-EN-CO_01876
CL974Contig1	HCGP-EN-CO_01877
CL976Contig1	HCGP-EN-CO_01878
CL97Contig1	HCGP-EN-CO_01879
CL97Contig2	HCGP-EN-CO_01880
CL980Contig1	HCGP-EN-CO_01881
CL981Contig1	HCGP-EN-CO_01882
CL982Contig1	HCGP-EN-CO_01883
CL986Contig1	HCGP-EN-CO_01884
CL988Contig1	HCGP-EN-CO_01885
CL98Contig1	HCGP-EN-CO_01886
CL991Contig1	HCGP-EN-CO_01887
CL994Contig1	HCGP-EN-CO_01888
CL995Contig1	HCGP-EN-CO_01889
CL997Contig1	HCGP-EN-CO_01890
CL999Contig1	HCGP-EN-CO_01891
CL99Contig1	HCGP-EN-CO_01892
CL9Contig1	HCGP-EN-CO_01893
CL9Contig2	HCGP-EN-CO_01894
