#TGICL_NAME	CONTIG_NAME
CL1Contig744	HCGP-HT-CO_04283
CL1Contig745	HCGP-HT-CO_04284
CL1Contig746	HCGP-HT-CO_04285
CL1Contig747	HCGP-HT-CO_04286
CL1Contig748	HCGP-HT-CO_04287
CL1Contig749	HCGP-HT-CO_04288
CL1Contig75	HCGP-HT-CO_04289
CL1Contig750	HCGP-HT-CO_04290
CL1Contig751	HCGP-HT-CO_04291
CL1Contig752	HCGP-HT-CO_04292
CL1Contig753	HCGP-HT-CO_04293
CL1Contig754	HCGP-HT-CO_04294
CL1Contig755	HCGP-HT-CO_04295
CL1Contig756	HCGP-HT-CO_04296
CL1Contig757	HCGP-HT-CO_04297
CL1Contig758	HCGP-HT-CO_04298
CL1Contig759	HCGP-HT-CO_04299
CL1Contig76	HCGP-HT-CO_04300
CL1Contig760	HCGP-HT-CO_04301
CL1Contig761	HCGP-HT-CO_04302
CL1Contig762	HCGP-HT-CO_04303
CL1Contig763	HCGP-HT-CO_04304
CL1Contig764	HCGP-HT-CO_04305
CL1Contig765	HCGP-HT-CO_04306
CL1Contig766	HCGP-HT-CO_04307
CL1Contig767	HCGP-HT-CO_04308
CL1Contig768	HCGP-HT-CO_04309
CL1Contig769	HCGP-HT-CO_04310
CL1Contig77	HCGP-HT-CO_04311
CL1Contig770	HCGP-HT-CO_04312
CL1Contig771	HCGP-HT-CO_04313
CL1Contig772	HCGP-HT-CO_04314
CL1Contig773	HCGP-HT-CO_04315
CL1Contig774	HCGP-HT-CO_04316
CL1Contig775	HCGP-HT-CO_04317
CL1Contig776	HCGP-HT-CO_04318
CL1Contig777	HCGP-HT-CO_04319
CL1Contig778	HCGP-HT-CO_04320
CL1Contig779	HCGP-HT-CO_04321
CL1Contig78	HCGP-HT-CO_04322
CL1Contig780	HCGP-HT-CO_04323
CL1Contig781	HCGP-HT-CO_04324
CL1Contig782	HCGP-HT-CO_04325
CL1Contig783	HCGP-HT-CO_04326
CL1Contig784	HCGP-HT-CO_04327
CL1Contig785	HCGP-HT-CO_04328
CL1Contig786	HCGP-HT-CO_04329
CL1Contig787	HCGP-HT-CO_04330
CL1Contig788	HCGP-HT-CO_04331
CL1Contig789	HCGP-HT-CO_04332
CL1Contig79	HCGP-HT-CO_04333
CL1Contig790	HCGP-HT-CO_04334
CL1Contig791	HCGP-HT-CO_04335
CL1Contig792	HCGP-HT-CO_04336
CL1Contig793	HCGP-HT-CO_04337
CL1Contig795	HCGP-HT-CO_04338
CL1Contig796	HCGP-HT-CO_04339
CL1Contig798	HCGP-HT-CO_04340
CL1Contig799	HCGP-HT-CO_04341
CL1Contig8	HCGP-HT-CO_04342
CL1Contig80	HCGP-HT-CO_04343
CL1Contig800	HCGP-HT-CO_04344
CL1Contig801	HCGP-HT-CO_04345
CL1Contig802	HCGP-HT-CO_04346
CL1Contig803	HCGP-HT-CO_04347
CL1Contig804	HCGP-HT-CO_04348
CL1Contig805	HCGP-HT-CO_04349
CL1Contig806	HCGP-HT-CO_04350
CL1Contig807	HCGP-HT-CO_04351
CL1Contig808	HCGP-HT-CO_04352
CL1Contig809	HCGP-HT-CO_04353
CL1Contig81	HCGP-HT-CO_04354
CL1Contig810	HCGP-HT-CO_04355
CL1Contig811	HCGP-HT-CO_04356
CL1Contig812	HCGP-HT-CO_04357
CL1Contig813	HCGP-HT-CO_04358
CL1Contig814	HCGP-HT-CO_04359
CL1Contig815	HCGP-HT-CO_04360
CL1Contig816	HCGP-HT-CO_04361
CL1Contig817	HCGP-HT-CO_04362
CL1Contig818	HCGP-HT-CO_04363
CL1Contig819	HCGP-HT-CO_04364
CL1Contig82	HCGP-HT-CO_04365
CL1Contig820	HCGP-HT-CO_04366
CL1Contig821	HCGP-HT-CO_04367
CL1Contig822	HCGP-HT-CO_04368
CL1Contig823	HCGP-HT-CO_04369
CL1Contig824	HCGP-HT-CO_04370
CL1Contig825	HCGP-HT-CO_04371
CL1Contig826	HCGP-HT-CO_04372
CL1Contig827	HCGP-HT-CO_04373
CL1Contig828	HCGP-HT-CO_04374
CL1Contig829	HCGP-HT-CO_04375
CL1Contig83	HCGP-HT-CO_04376
CL1Contig830	HCGP-HT-CO_04377
CL1Contig831	HCGP-HT-CO_04378
CL1Contig832	HCGP-HT-CO_04379
CL1Contig833	HCGP-HT-CO_04380
CL1Contig834	HCGP-HT-CO_04381
CL1Contig835	HCGP-HT-CO_04382
CL1Contig836	HCGP-HT-CO_04383
CL1Contig837	HCGP-HT-CO_04384
CL1Contig838	HCGP-HT-CO_04385
CL1Contig839	HCGP-HT-CO_04386
CL1Contig84	HCGP-HT-CO_04387
CL1Contig840	HCGP-HT-CO_04388
CL1Contig841	HCGP-HT-CO_04389
CL1Contig842	HCGP-HT-CO_04390
CL1Contig843	HCGP-HT-CO_04391
CL1Contig844	HCGP-HT-CO_04392
CL1Contig845	HCGP-HT-CO_04393
CL1Contig846	HCGP-HT-CO_04394
CL1Contig847	HCGP-HT-CO_04395
CL1Contig848	HCGP-HT-CO_04396
CL1Contig849	HCGP-HT-CO_04397
CL1Contig85	HCGP-HT-CO_04398
CL1Contig850	HCGP-HT-CO_04399
CL1Contig851	HCGP-HT-CO_04400
CL1Contig852	HCGP-HT-CO_04401
CL1Contig853	HCGP-HT-CO_04402
CL1Contig854	HCGP-HT-CO_04403
CL1Contig855	HCGP-HT-CO_04404
CL1Contig856	HCGP-HT-CO_04405
CL1Contig857	HCGP-HT-CO_04406
CL1Contig858	HCGP-HT-CO_04407
CL1Contig859	HCGP-HT-CO_04408
CL1Contig86	HCGP-HT-CO_04409
CL1Contig860	HCGP-HT-CO_04410
CL1Contig861	HCGP-HT-CO_04411
CL1Contig862	HCGP-HT-CO_04412
CL1Contig863	HCGP-HT-CO_04413
CL1Contig864	HCGP-HT-CO_04414
CL1Contig865	HCGP-HT-CO_04415
CL1Contig866	HCGP-HT-CO_04416
CL1Contig867	HCGP-HT-CO_04417
CL1Contig868	HCGP-HT-CO_04418
CL1Contig87	HCGP-HT-CO_04419
CL1Contig870	HCGP-HT-CO_04420
CL1Contig871	HCGP-HT-CO_04421
CL1Contig872	HCGP-HT-CO_04422
CL1Contig873	HCGP-HT-CO_04423
CL1Contig874	HCGP-HT-CO_04424
CL1Contig875	HCGP-HT-CO_04425
CL1Contig876	HCGP-HT-CO_04426
CL1Contig877	HCGP-HT-CO_04427
CL1Contig878	HCGP-HT-CO_04428
CL1Contig879	HCGP-HT-CO_04429
CL1Contig88	HCGP-HT-CO_04430
CL1Contig880	HCGP-HT-CO_04431
CL1Contig881	HCGP-HT-CO_04432
CL1Contig882	HCGP-HT-CO_04433
CL1Contig883	HCGP-HT-CO_04434
CL1Contig884	HCGP-HT-CO_04435
CL1Contig885	HCGP-HT-CO_04436
CL1Contig886	HCGP-HT-CO_04437
CL1Contig887	HCGP-HT-CO_04438
CL1Contig889	HCGP-HT-CO_04439
CL1Contig89	HCGP-HT-CO_04440
CL1Contig890	HCGP-HT-CO_04441
CL1Contig891	HCGP-HT-CO_04442
CL1Contig892	HCGP-HT-CO_04443
CL1Contig893	HCGP-HT-CO_04444
CL1Contig894	HCGP-HT-CO_04445
CL1Contig895	HCGP-HT-CO_04446
CL1Contig896	HCGP-HT-CO_04447
CL1Contig897	HCGP-HT-CO_04448
CL1Contig898	HCGP-HT-CO_04449
CL1Contig899	HCGP-HT-CO_04450
CL1Contig9	HCGP-HT-CO_04451
CL1Contig90	HCGP-HT-CO_04452
CL1Contig900	HCGP-HT-CO_04453
CL1Contig901	HCGP-HT-CO_04454
CL1Contig902	HCGP-HT-CO_04455
CL1Contig903	HCGP-HT-CO_04456
CL1Contig904	HCGP-HT-CO_04457
CL1Contig905	HCGP-HT-CO_04458
CL1Contig906	HCGP-HT-CO_04459
CL1Contig907	HCGP-HT-CO_04460
CL1Contig908	HCGP-HT-CO_04461
CL1Contig909	HCGP-HT-CO_04462
CL1Contig91	HCGP-HT-CO_04463
CL1Contig910	HCGP-HT-CO_04464
CL1Contig911	HCGP-HT-CO_04465
CL1Contig912	HCGP-HT-CO_04466
CL1Contig913	HCGP-HT-CO_04467
CL1Contig914	HCGP-HT-CO_04468
CL1Contig915	HCGP-HT-CO_04469
CL1Contig916	HCGP-HT-CO_04470
CL1Contig917	HCGP-HT-CO_04471
CL1Contig918	HCGP-HT-CO_04472
CL1Contig919	HCGP-HT-CO_04473
CL1Contig92	HCGP-HT-CO_04474
CL1Contig920	HCGP-HT-CO_04475
CL1Contig921	HCGP-HT-CO_04476
CL1Contig922	HCGP-HT-CO_04477
CL1Contig923	HCGP-HT-CO_04478
CL1Contig924	HCGP-HT-CO_04479
CL1Contig925	HCGP-HT-CO_04480
CL1Contig926	HCGP-HT-CO_04481
CL1Contig927	HCGP-HT-CO_04482
CL1Contig928	HCGP-HT-CO_04483
CL1Contig929	HCGP-HT-CO_04484
CL1Contig93	HCGP-HT-CO_04485
CL1Contig930	HCGP-HT-CO_04486
CL1Contig931	HCGP-HT-CO_04487
CL1Contig932	HCGP-HT-CO_04488
CL1Contig933	HCGP-HT-CO_04489
CL1Contig934	HCGP-HT-CO_04490
CL1Contig935	HCGP-HT-CO_04491
CL1Contig936	HCGP-HT-CO_04492
CL1Contig937	HCGP-HT-CO_04493
CL1Contig938	HCGP-HT-CO_04494
CL1Contig939	HCGP-HT-CO_04495
CL1Contig94	HCGP-HT-CO_04496
CL1Contig940	HCGP-HT-CO_04497
CL1Contig941	HCGP-HT-CO_04498
CL1Contig942	HCGP-HT-CO_04499
CL1Contig944	HCGP-HT-CO_04500
CL1Contig945	HCGP-HT-CO_04501
CL1Contig946	HCGP-HT-CO_04502
CL1Contig947	HCGP-HT-CO_04503
CL1Contig948	HCGP-HT-CO_04504
CL1Contig949	HCGP-HT-CO_04505
CL1Contig95	HCGP-HT-CO_04506
CL1Contig950	HCGP-HT-CO_04507
CL1Contig951	HCGP-HT-CO_04508
CL1Contig952	HCGP-HT-CO_04509
CL1Contig953	HCGP-HT-CO_04510
CL1Contig954	HCGP-HT-CO_04511
CL1Contig955	HCGP-HT-CO_04512
CL1Contig956	HCGP-HT-CO_04513
CL1Contig957	HCGP-HT-CO_04514
CL1Contig958	HCGP-HT-CO_04515
CL1Contig959	HCGP-HT-CO_04516
CL1Contig96	HCGP-HT-CO_04517
CL1Contig960	HCGP-HT-CO_04518
CL1Contig961	HCGP-HT-CO_04519
CL1Contig962	HCGP-HT-CO_04520
CL1Contig963	HCGP-HT-CO_04521
CL1Contig964	HCGP-HT-CO_04522
CL1Contig965	HCGP-HT-CO_04523
CL1Contig966	HCGP-HT-CO_04524
CL1Contig967	HCGP-HT-CO_04525
CL1Contig968	HCGP-HT-CO_04526
CL1Contig969	HCGP-HT-CO_04527
CL1Contig97	HCGP-HT-CO_04528
CL1Contig970	HCGP-HT-CO_04529
CL1Contig972	HCGP-HT-CO_04530
CL1Contig973	HCGP-HT-CO_04531
CL1Contig974	HCGP-HT-CO_04532
CL1Contig975	HCGP-HT-CO_04533
CL1Contig976	HCGP-HT-CO_04534
CL1Contig977	HCGP-HT-CO_04535
CL1Contig978	HCGP-HT-CO_04536
CL1Contig979	HCGP-HT-CO_04537
CL1Contig98	HCGP-HT-CO_04538
CL1Contig980	HCGP-HT-CO_04539
CL1Contig981	HCGP-HT-CO_04540
CL1Contig982	HCGP-HT-CO_04541
CL1Contig983	HCGP-HT-CO_04542
CL1Contig984	HCGP-HT-CO_04543
CL1Contig985	HCGP-HT-CO_04544
CL1Contig986	HCGP-HT-CO_04545
CL1Contig987	HCGP-HT-CO_04546
CL1Contig988	HCGP-HT-CO_04547
CL1Contig989	HCGP-HT-CO_04548
CL1Contig99	HCGP-HT-CO_04549
CL1Contig990	HCGP-HT-CO_04550
CL1Contig991	HCGP-HT-CO_04551
CL1Contig992	HCGP-HT-CO_04552
CL1Contig993	HCGP-HT-CO_04553
CL1Contig994	HCGP-HT-CO_04554
CL1Contig995	HCGP-HT-CO_04555
CL1Contig996	HCGP-HT-CO_04556
CL1Contig997	HCGP-HT-CO_04557
CL1Contig998	HCGP-HT-CO_04558
CL1Contig999	HCGP-HT-CO_04559
CL2000Contig1	HCGP-HT-CO_04560
CL2001Contig1	HCGP-HT-CO_04561
CL2002Contig1	HCGP-HT-CO_04562
CL2003Contig1	HCGP-HT-CO_04563
CL2004Contig1	HCGP-HT-CO_04564
CL2005Contig1	HCGP-HT-CO_04565
CL2006Contig1	HCGP-HT-CO_04566
CL2007Contig1	HCGP-HT-CO_04567
CL2008Contig1	HCGP-HT-CO_04568
CL2009Contig1	HCGP-HT-CO_04569
CL200Contig1	HCGP-HT-CO_04570
CL2010Contig1	HCGP-HT-CO_04571
CL2011Contig1	HCGP-HT-CO_04572
CL2012Contig1	HCGP-HT-CO_04573
CL2013Contig1	HCGP-HT-CO_04574
CL2014Contig1	HCGP-HT-CO_04575
CL2015Contig1	HCGP-HT-CO_04576
CL2015Contig2	HCGP-HT-CO_04577
CL2016Contig1	HCGP-HT-CO_04578
CL2017Contig1	HCGP-HT-CO_04579
CL2018Contig1	HCGP-HT-CO_04580
CL2019Contig1	HCGP-HT-CO_04581
CL201Contig1	HCGP-HT-CO_04582
CL201Contig2	HCGP-HT-CO_04583
CL201Contig3	HCGP-HT-CO_04584
CL201Contig4	HCGP-HT-CO_04585
CL2020Contig1	HCGP-HT-CO_04586
CL2021Contig1	HCGP-HT-CO_04587
CL2022Contig1	HCGP-HT-CO_04588
CL2024Contig1	HCGP-HT-CO_04589
CL2024Contig2	HCGP-HT-CO_04590
CL2025Contig1	HCGP-HT-CO_04591
CL2026Contig1	HCGP-HT-CO_04592
CL2027Contig1	HCGP-HT-CO_04593
CL2028Contig1	HCGP-HT-CO_04594
CL2029Contig1	HCGP-HT-CO_04595
CL202Contig1	HCGP-HT-CO_04596
CL202Contig2	HCGP-HT-CO_04597
CL202Contig3	HCGP-HT-CO_04598
CL202Contig4	HCGP-HT-CO_04599
CL2030Contig1	HCGP-HT-CO_04600
CL2031Contig1	HCGP-HT-CO_04601
CL2032Contig1	HCGP-HT-CO_04602
CL2033Contig1	HCGP-HT-CO_04603
CL2034Contig1	HCGP-HT-CO_04604
CL2035Contig1	HCGP-HT-CO_04605
CL2036Contig1	HCGP-HT-CO_04606
CL2038Contig1	HCGP-HT-CO_04607
CL2039Contig1	HCGP-HT-CO_04608
CL203Contig1	HCGP-HT-CO_04609
CL2040Contig1	HCGP-HT-CO_04610
CL2041Contig1	HCGP-HT-CO_04611
CL2042Contig1	HCGP-HT-CO_04612
CL2042Contig2	HCGP-HT-CO_04613
CL2043Contig1	HCGP-HT-CO_04614
CL2044Contig1	HCGP-HT-CO_04615
CL2045Contig1	HCGP-HT-CO_04616
CL2046Contig1	HCGP-HT-CO_04617
CL2047Contig1	HCGP-HT-CO_04618
CL2048Contig1	HCGP-HT-CO_04619
CL2049Contig1	HCGP-HT-CO_04620
CL204Contig1	HCGP-HT-CO_04621
CL2050Contig1	HCGP-HT-CO_04622
CL2051Contig1	HCGP-HT-CO_04623
CL2052Contig1	HCGP-HT-CO_04624
CL2053Contig1	HCGP-HT-CO_04625
CL2054Contig1	HCGP-HT-CO_04626
CL2056Contig1	HCGP-HT-CO_04627
CL2057Contig1	HCGP-HT-CO_04628
CL2058Contig1	HCGP-HT-CO_04629
CL2059Contig1	HCGP-HT-CO_04630
CL205Contig1	HCGP-HT-CO_04631
CL2060Contig1	HCGP-HT-CO_04632
CL2061Contig1	HCGP-HT-CO_04633
CL2062Contig1	HCGP-HT-CO_04634
CL2063Contig1	HCGP-HT-CO_04635
CL2064Contig1	HCGP-HT-CO_04636
CL2065Contig1	HCGP-HT-CO_04637
CL2065Contig2	HCGP-HT-CO_04638
CL2066Contig1	HCGP-HT-CO_04639
CL2067Contig1	HCGP-HT-CO_04640
CL2068Contig1	HCGP-HT-CO_04641
CL2069Contig1	HCGP-HT-CO_04642
CL206Contig1	HCGP-HT-CO_04643
CL2070Contig1	HCGP-HT-CO_04644
CL2071Contig1	HCGP-HT-CO_04645
CL2072Contig1	HCGP-HT-CO_04646
CL2072Contig2	HCGP-HT-CO_04647
CL2073Contig1	HCGP-HT-CO_04648
CL2074Contig1	HCGP-HT-CO_04649
CL2075Contig1	HCGP-HT-CO_04650
CL2075Contig2	HCGP-HT-CO_04651
CL2076Contig1	HCGP-HT-CO_04652
CL2077Contig1	HCGP-HT-CO_04653
CL2078Contig1	HCGP-HT-CO_04654
CL2079Contig1	HCGP-HT-CO_04655
CL207Contig1	HCGP-HT-CO_04656
CL2080Contig1	HCGP-HT-CO_04657
CL2081Contig1	HCGP-HT-CO_04658
CL2082Contig1	HCGP-HT-CO_04659
CL2083Contig1	HCGP-HT-CO_04660
CL2084Contig1	HCGP-HT-CO_04661
CL2085Contig1	HCGP-HT-CO_04662
CL2086Contig1	HCGP-HT-CO_04663
CL2087Contig1	HCGP-HT-CO_04664
CL2088Contig1	HCGP-HT-CO_04665
CL2089Contig1	HCGP-HT-CO_04666
CL208Contig1	HCGP-HT-CO_04667
CL2090Contig1	HCGP-HT-CO_04668
CL2091Contig1	HCGP-HT-CO_04669
CL2092Contig1	HCGP-HT-CO_04670
CL2093Contig1	HCGP-HT-CO_04671
CL2094Contig1	HCGP-HT-CO_04672
CL2095Contig1	HCGP-HT-CO_04673
CL2095Contig2	HCGP-HT-CO_04674
CL2096Contig1	HCGP-HT-CO_04675
CL2096Contig2	HCGP-HT-CO_04676
CL2097Contig1	HCGP-HT-CO_04677
CL2098Contig1	HCGP-HT-CO_04678
CL2099Contig1	HCGP-HT-CO_04679
CL209Contig1	HCGP-HT-CO_04680
CL20Contig1	HCGP-HT-CO_04681
CL20Contig2	HCGP-HT-CO_04682
CL20Contig3	HCGP-HT-CO_04683
CL2100Contig1	HCGP-HT-CO_04684
CL2101Contig1	HCGP-HT-CO_04685
CL2101Contig2	HCGP-HT-CO_04686
CL2102Contig1	HCGP-HT-CO_04687
CL2103Contig1	HCGP-HT-CO_04688
CL2104Contig1	HCGP-HT-CO_04689
CL2105Contig1	HCGP-HT-CO_04690
CL2106Contig1	HCGP-HT-CO_04691
CL2107Contig1	HCGP-HT-CO_04692
CL2108Contig1	HCGP-HT-CO_04693
CL2109Contig1	HCGP-HT-CO_04694
CL210Contig1	HCGP-HT-CO_04695
CL2110Contig1	HCGP-HT-CO_04696
CL2111Contig1	HCGP-HT-CO_04697
CL2112Contig1	HCGP-HT-CO_04698
CL2113Contig1	HCGP-HT-CO_04699
CL2114Contig1	HCGP-HT-CO_04700
CL2115Contig1	HCGP-HT-CO_04701
CL2116Contig1	HCGP-HT-CO_04702
CL2116Contig2	HCGP-HT-CO_04703
CL2117Contig1	HCGP-HT-CO_04704
CL2118Contig1	HCGP-HT-CO_04705
CL2119Contig1	HCGP-HT-CO_04706
CL211Contig1	HCGP-HT-CO_04707
CL2120Contig1	HCGP-HT-CO_04708
CL2121Contig1	HCGP-HT-CO_04709
CL2122Contig1	HCGP-HT-CO_04710
CL2123Contig1	HCGP-HT-CO_04711
CL2124Contig1	HCGP-HT-CO_04712
CL2125Contig1	HCGP-HT-CO_04713
CL2126Contig1	HCGP-HT-CO_04714
CL2127Contig1	HCGP-HT-CO_04715
CL2128Contig1	HCGP-HT-CO_04716
CL2129Contig1	HCGP-HT-CO_04717
CL212Contig1	HCGP-HT-CO_04718
CL2130Contig1	HCGP-HT-CO_04719
CL2131Contig1	HCGP-HT-CO_04720
CL2132Contig1	HCGP-HT-CO_04721
CL2133Contig1	HCGP-HT-CO_04722
CL2134Contig1	HCGP-HT-CO_04723
CL2135Contig1	HCGP-HT-CO_04724
CL2136Contig1	HCGP-HT-CO_04725
CL2137Contig1	HCGP-HT-CO_04726
CL2138Contig1	HCGP-HT-CO_04727
CL2139Contig1	HCGP-HT-CO_04728
CL213Contig1	HCGP-HT-CO_04729
CL213Contig2	HCGP-HT-CO_04730
CL2140Contig1	HCGP-HT-CO_04731
CL2141Contig1	HCGP-HT-CO_04732
CL2141Contig2	HCGP-HT-CO_04733
CL2142Contig1	HCGP-HT-CO_04734
CL2143Contig1	HCGP-HT-CO_04735
CL2144Contig1	HCGP-HT-CO_04736
CL2145Contig1	HCGP-HT-CO_04737
CL2146Contig1	HCGP-HT-CO_04738
CL2147Contig1	HCGP-HT-CO_04739
CL2148Contig1	HCGP-HT-CO_04740
CL2149Contig1	HCGP-HT-CO_04741
CL214Contig1	HCGP-HT-CO_04742
CL2150Contig1	HCGP-HT-CO_04743
CL2151Contig1	HCGP-HT-CO_04744
CL2152Contig1	HCGP-HT-CO_04745
CL2152Contig2	HCGP-HT-CO_04746
CL2153Contig1	HCGP-HT-CO_04747
CL2154Contig1	HCGP-HT-CO_04748
CL2155Contig1	HCGP-HT-CO_04749
CL2156Contig1	HCGP-HT-CO_04750
CL2157Contig1	HCGP-HT-CO_04751
CL2157Contig2	HCGP-HT-CO_04752
CL2158Contig1	HCGP-HT-CO_04753
CL2159Contig1	HCGP-HT-CO_04754
CL215Contig1	HCGP-HT-CO_04755
CL215Contig2	HCGP-HT-CO_04756
CL2160Contig1	HCGP-HT-CO_04757
CL2161Contig1	HCGP-HT-CO_04758
CL2162Contig1	HCGP-HT-CO_04759
CL2163Contig1	HCGP-HT-CO_04760
CL2164Contig1	HCGP-HT-CO_04761
CL2164Contig2	HCGP-HT-CO_04762
CL2165Contig1	HCGP-HT-CO_04763
CL2166Contig1	HCGP-HT-CO_04764
CL2166Contig2	HCGP-HT-CO_04765
CL2167Contig1	HCGP-HT-CO_04766
CL2168Contig1	HCGP-HT-CO_04767
CL2169Contig1	HCGP-HT-CO_04768
CL216Contig1	HCGP-HT-CO_04769
CL2170Contig1	HCGP-HT-CO_04770
CL2171Contig1	HCGP-HT-CO_04771
CL2172Contig1	HCGP-HT-CO_04772
CL2173Contig1	HCGP-HT-CO_04773
CL2174Contig1	HCGP-HT-CO_04774
CL2175Contig1	HCGP-HT-CO_04775
CL2176Contig1	HCGP-HT-CO_04776
CL2177Contig1	HCGP-HT-CO_04777
CL2178Contig1	HCGP-HT-CO_04778
CL2179Contig1	HCGP-HT-CO_04779
CL217Contig1	HCGP-HT-CO_04780
CL2180Contig1	HCGP-HT-CO_04781
CL2181Contig1	HCGP-HT-CO_04782
CL2182Contig1	HCGP-HT-CO_04783
CL2183Contig1	HCGP-HT-CO_04784
CL2184Contig1	HCGP-HT-CO_04785
CL2185Contig1	HCGP-HT-CO_04786
CL2186Contig1	HCGP-HT-CO_04787
CL2187Contig1	HCGP-HT-CO_04788
CL2188Contig1	HCGP-HT-CO_04789
CL2189Contig1	HCGP-HT-CO_04790
CL218Contig1	HCGP-HT-CO_04791
CL2190Contig1	HCGP-HT-CO_04792
CL2191Contig1	HCGP-HT-CO_04793
CL2192Contig1	HCGP-HT-CO_04794
CL2193Contig1	HCGP-HT-CO_04795
CL2194Contig1	HCGP-HT-CO_04796
CL2195Contig1	HCGP-HT-CO_04797
CL2196Contig1	HCGP-HT-CO_04798
CL2197Contig1	HCGP-HT-CO_04799
CL2198Contig1	HCGP-HT-CO_04800
CL2199Contig1	HCGP-HT-CO_04801
CL219Contig1	HCGP-HT-CO_04802
CL21Contig1	HCGP-HT-CO_04803
CL21Contig2	HCGP-HT-CO_04804
CL21Contig3	HCGP-HT-CO_04805
CL21Contig4	HCGP-HT-CO_04806
CL21Contig5	HCGP-HT-CO_04807
CL2200Contig1	HCGP-HT-CO_04808
CL2201Contig1	HCGP-HT-CO_04809
CL2202Contig1	HCGP-HT-CO_04810
CL2204Contig1	HCGP-HT-CO_04811
CL2205Contig1	HCGP-HT-CO_04812
CL2206Contig1	HCGP-HT-CO_04813
CL2207Contig1	HCGP-HT-CO_04814
CL2208Contig1	HCGP-HT-CO_04815
CL2209Contig1	HCGP-HT-CO_04816
CL220Contig1	HCGP-HT-CO_04817
CL220Contig2	HCGP-HT-CO_04818
CL2210Contig1	HCGP-HT-CO_04819
CL2211Contig1	HCGP-HT-CO_04820
CL2212Contig1	HCGP-HT-CO_04821
CL2213Contig1	HCGP-HT-CO_04822
CL2214Contig1	HCGP-HT-CO_04823
CL2215Contig1	HCGP-HT-CO_04824
CL2217Contig1	HCGP-HT-CO_04825
CL2218Contig1	HCGP-HT-CO_04826
CL2219Contig1	HCGP-HT-CO_04827
CL221Contig1	HCGP-HT-CO_04828
CL2220Contig1	HCGP-HT-CO_04829
CL2221Contig1	HCGP-HT-CO_04830
CL2221Contig2	HCGP-HT-CO_04831
CL2223Contig1	HCGP-HT-CO_04832
CL2224Contig1	HCGP-HT-CO_04833
CL2225Contig1	HCGP-HT-CO_04834
CL2226Contig1	HCGP-HT-CO_04835
CL2227Contig1	HCGP-HT-CO_04836
CL2228Contig1	HCGP-HT-CO_04837
CL2229Contig1	HCGP-HT-CO_04838
CL222Contig1	HCGP-HT-CO_04839
CL222Contig2	HCGP-HT-CO_04840
CL2230Contig1	HCGP-HT-CO_04841
CL2231Contig1	HCGP-HT-CO_04842
CL2232Contig1	HCGP-HT-CO_04843
CL2233Contig1	HCGP-HT-CO_04844
CL2235Contig1	HCGP-HT-CO_04845
CL2237Contig1	HCGP-HT-CO_04846
CL2238Contig1	HCGP-HT-CO_04847
CL2239Contig1	HCGP-HT-CO_04848
CL223Contig1	HCGP-HT-CO_04849
CL223Contig2	HCGP-HT-CO_04850
CL2240Contig1	HCGP-HT-CO_04851
CL2241Contig1	HCGP-HT-CO_04852
CL2242Contig1	HCGP-HT-CO_04853
CL2243Contig1	HCGP-HT-CO_04854
CL2244Contig1	HCGP-HT-CO_04855
CL2245Contig1	HCGP-HT-CO_04856
CL2245Contig2	HCGP-HT-CO_04857
CL2246Contig1	HCGP-HT-CO_04858
CL2247Contig1	HCGP-HT-CO_04859
CL2248Contig1	HCGP-HT-CO_04860
CL224Contig1	HCGP-HT-CO_04861
CL224Contig2	HCGP-HT-CO_04862
CL2250Contig1	HCGP-HT-CO_04863
CL2250Contig2	HCGP-HT-CO_04864
CL2251Contig1	HCGP-HT-CO_04865
CL2252Contig1	HCGP-HT-CO_04866
CL2253Contig1	HCGP-HT-CO_04867
CL2254Contig1	HCGP-HT-CO_04868
CL2255Contig1	HCGP-HT-CO_04869
CL2256Contig1	HCGP-HT-CO_04870
CL2256Contig2	HCGP-HT-CO_04871
CL2257Contig1	HCGP-HT-CO_04872
CL2258Contig1	HCGP-HT-CO_04873
CL2259Contig1	HCGP-HT-CO_04874
CL225Contig1	HCGP-HT-CO_04875
CL2260Contig1	HCGP-HT-CO_04876
CL2261Contig1	HCGP-HT-CO_04877
CL2262Contig1	HCGP-HT-CO_04878
CL2263Contig1	HCGP-HT-CO_04879
CL2264Contig1	HCGP-HT-CO_04880
CL2265Contig1	HCGP-HT-CO_04881
CL2266Contig1	HCGP-HT-CO_04882
CL2267Contig1	HCGP-HT-CO_04883
CL2268Contig1	HCGP-HT-CO_04884
CL2269Contig1	HCGP-HT-CO_04885
CL226Contig1	HCGP-HT-CO_04886
CL226Contig2	HCGP-HT-CO_04887
CL226Contig3	HCGP-HT-CO_04888
CL2270Contig1	HCGP-HT-CO_04889
CL2271Contig1	HCGP-HT-CO_04890
CL2272Contig1	HCGP-HT-CO_04891
CL2273Contig1	HCGP-HT-CO_04892
CL2274Contig1	HCGP-HT-CO_04893
CL2275Contig1	HCGP-HT-CO_04894
CL2276Contig1	HCGP-HT-CO_04895
CL2277Contig1	HCGP-HT-CO_04896
CL2278Contig1	HCGP-HT-CO_04897
CL2279Contig1	HCGP-HT-CO_04898
CL227Contig1	HCGP-HT-CO_04899
CL2280Contig1	HCGP-HT-CO_04900
CL2281Contig1	HCGP-HT-CO_04901
CL2282Contig1	HCGP-HT-CO_04902
CL2283Contig1	HCGP-HT-CO_04903
CL2284Contig1	HCGP-HT-CO_04904
