#TGICL_NAME	CONTIG_NAME
CL7583Contig1	HCGP-HT-CO_10501
CL7585Contig1	HCGP-HT-CO_10502
CL7586Contig1	HCGP-HT-CO_10503
CL7587Contig1	HCGP-HT-CO_10504
CL7588Contig1	HCGP-HT-CO_10505
CL7589Contig1	HCGP-HT-CO_10506
CL758Contig1	HCGP-HT-CO_10507
CL7590Contig1	HCGP-HT-CO_10508
CL7592Contig1	HCGP-HT-CO_10509
CL7593Contig1	HCGP-HT-CO_10510
CL7594Contig1	HCGP-HT-CO_10511
CL7595Contig1	HCGP-HT-CO_10512
CL7596Contig1	HCGP-HT-CO_10513
CL7598Contig1	HCGP-HT-CO_10514
CL7599Contig1	HCGP-HT-CO_10515
CL759Contig1	HCGP-HT-CO_10516
CL75Contig1	HCGP-HT-CO_10517
CL75Contig2	HCGP-HT-CO_10518
CL7600Contig1	HCGP-HT-CO_10519
CL7602Contig1	HCGP-HT-CO_10520
CL7603Contig1	HCGP-HT-CO_10521
CL7605Contig1	HCGP-HT-CO_10522
CL7606Contig1	HCGP-HT-CO_10523
CL7607Contig1	HCGP-HT-CO_10524
CL760Contig1	HCGP-HT-CO_10525
CL7610Contig1	HCGP-HT-CO_10526
CL7611Contig1	HCGP-HT-CO_10527
CL7614Contig1	HCGP-HT-CO_10528
CL7617Contig1	HCGP-HT-CO_10529
CL7619Contig1	HCGP-HT-CO_10530
CL761Contig1	HCGP-HT-CO_10531
CL7620Contig1	HCGP-HT-CO_10532
CL7621Contig1	HCGP-HT-CO_10533
CL7623Contig1	HCGP-HT-CO_10534
CL7624Contig1	HCGP-HT-CO_10535
CL7627Contig1	HCGP-HT-CO_10536
CL7628Contig1	HCGP-HT-CO_10537
CL7629Contig1	HCGP-HT-CO_10538
CL762Contig1	HCGP-HT-CO_10539
CL7630Contig1	HCGP-HT-CO_10540
CL7632Contig1	HCGP-HT-CO_10541
CL7633Contig1	HCGP-HT-CO_10542
CL7634Contig1	HCGP-HT-CO_10543
CL7635Contig1	HCGP-HT-CO_10544
CL7636Contig1	HCGP-HT-CO_10545
CL7637Contig1	HCGP-HT-CO_10546
CL7638Contig1	HCGP-HT-CO_10547
CL7639Contig1	HCGP-HT-CO_10548
CL763Contig1	HCGP-HT-CO_10549
CL7640Contig1	HCGP-HT-CO_10550
CL7641Contig1	HCGP-HT-CO_10551
CL7642Contig1	HCGP-HT-CO_10552
CL7643Contig1	HCGP-HT-CO_10553
CL7644Contig1	HCGP-HT-CO_10554
CL7645Contig1	HCGP-HT-CO_10555
CL7646Contig1	HCGP-HT-CO_10556
CL7648Contig1	HCGP-HT-CO_10557
CL7649Contig1	HCGP-HT-CO_10558
CL764Contig1	HCGP-HT-CO_10559
CL764Contig2	HCGP-HT-CO_10560
CL7651Contig1	HCGP-HT-CO_10561
CL7652Contig1	HCGP-HT-CO_10562
CL7653Contig1	HCGP-HT-CO_10563
CL7655Contig1	HCGP-HT-CO_10564
CL7656Contig1	HCGP-HT-CO_10565
CL7657Contig1	HCGP-HT-CO_10566
CL7659Contig1	HCGP-HT-CO_10567
CL765Contig1	HCGP-HT-CO_10568
CL7660Contig1	HCGP-HT-CO_10569
CL7661Contig1	HCGP-HT-CO_10570
CL7662Contig1	HCGP-HT-CO_10571
CL7663Contig1	HCGP-HT-CO_10572
CL7664Contig1	HCGP-HT-CO_10573
CL7665Contig1	HCGP-HT-CO_10574
CL7666Contig1	HCGP-HT-CO_10575
CL7667Contig1	HCGP-HT-CO_10576
CL7668Contig1	HCGP-HT-CO_10577
CL766Contig1	HCGP-HT-CO_10578
CL7670Contig1	HCGP-HT-CO_10579
CL7671Contig1	HCGP-HT-CO_10580
CL7672Contig1	HCGP-HT-CO_10581
CL7673Contig1	HCGP-HT-CO_10582
CL7675Contig1	HCGP-HT-CO_10583
CL7676Contig1	HCGP-HT-CO_10584
CL7677Contig1	HCGP-HT-CO_10585
CL7679Contig1	HCGP-HT-CO_10586
CL767Contig1	HCGP-HT-CO_10587
CL7681Contig1	HCGP-HT-CO_10588
CL7682Contig1	HCGP-HT-CO_10589
CL7683Contig1	HCGP-HT-CO_10590
CL7684Contig1	HCGP-HT-CO_10591
CL7686Contig1	HCGP-HT-CO_10592
CL7688Contig1	HCGP-HT-CO_10593
CL7689Contig1	HCGP-HT-CO_10594
CL768Contig1	HCGP-HT-CO_10595
CL7690Contig1	HCGP-HT-CO_10596
CL7691Contig1	HCGP-HT-CO_10597
CL7692Contig1	HCGP-HT-CO_10598
CL7693Contig1	HCGP-HT-CO_10599
CL7694Contig1	HCGP-HT-CO_10600
CL7695Contig1	HCGP-HT-CO_10601
CL7696Contig1	HCGP-HT-CO_10602
CL7697Contig1	HCGP-HT-CO_10603
CL7699Contig1	HCGP-HT-CO_10604
CL769Contig1	HCGP-HT-CO_10605
CL7701Contig1	HCGP-HT-CO_10606
CL7702Contig1	HCGP-HT-CO_10607
CL7703Contig1	HCGP-HT-CO_10608
CL7704Contig1	HCGP-HT-CO_10609
CL7705Contig1	HCGP-HT-CO_10610
CL7707Contig1	HCGP-HT-CO_10611
CL7709Contig1	HCGP-HT-CO_10612
CL770Contig1	HCGP-HT-CO_10613
CL7710Contig1	HCGP-HT-CO_10614
CL7711Contig1	HCGP-HT-CO_10615
CL7712Contig1	HCGP-HT-CO_10616
CL7713Contig1	HCGP-HT-CO_10617
CL7714Contig1	HCGP-HT-CO_10618
CL7715Contig1	HCGP-HT-CO_10619
CL7716Contig1	HCGP-HT-CO_10620
CL7717Contig1	HCGP-HT-CO_10621
CL7718Contig1	HCGP-HT-CO_10622
CL771Contig1	HCGP-HT-CO_10623
CL7720Contig1	HCGP-HT-CO_10624
CL7721Contig1	HCGP-HT-CO_10625
CL7723Contig1	HCGP-HT-CO_10626
CL7724Contig1	HCGP-HT-CO_10627
CL7725Contig1	HCGP-HT-CO_10628
CL7726Contig1	HCGP-HT-CO_10629
CL7727Contig1	HCGP-HT-CO_10630
CL7728Contig1	HCGP-HT-CO_10631
CL7729Contig1	HCGP-HT-CO_10632
CL772Contig1	HCGP-HT-CO_10633
CL7730Contig1	HCGP-HT-CO_10634
CL7732Contig1	HCGP-HT-CO_10635
CL7733Contig1	HCGP-HT-CO_10636
CL7734Contig1	HCGP-HT-CO_10637
CL7736Contig1	HCGP-HT-CO_10638
CL7737Contig1	HCGP-HT-CO_10639
CL7738Contig1	HCGP-HT-CO_10640
CL773Contig1	HCGP-HT-CO_10641
CL7740Contig1	HCGP-HT-CO_10642
CL7741Contig1	HCGP-HT-CO_10643
CL7743Contig1	HCGP-HT-CO_10644
CL7744Contig1	HCGP-HT-CO_10645
CL7745Contig1	HCGP-HT-CO_10646
CL7747Contig1	HCGP-HT-CO_10647
CL7748Contig1	HCGP-HT-CO_10648
CL7749Contig1	HCGP-HT-CO_10649
CL774Contig1	HCGP-HT-CO_10650
CL7750Contig1	HCGP-HT-CO_10651
CL7752Contig1	HCGP-HT-CO_10652
CL7753Contig1	HCGP-HT-CO_10653
CL7755Contig1	HCGP-HT-CO_10654
CL7756Contig1	HCGP-HT-CO_10655
CL7758Contig1	HCGP-HT-CO_10656
CL775Contig1	HCGP-HT-CO_10657
CL7760Contig1	HCGP-HT-CO_10658
CL7761Contig1	HCGP-HT-CO_10659
CL7762Contig1	HCGP-HT-CO_10660
CL7763Contig1	HCGP-HT-CO_10661
CL7764Contig1	HCGP-HT-CO_10662
CL7766Contig1	HCGP-HT-CO_10663
CL7768Contig1	HCGP-HT-CO_10664
CL7769Contig1	HCGP-HT-CO_10665
CL776Contig1	HCGP-HT-CO_10666
CL7773Contig1	HCGP-HT-CO_10667
CL7775Contig1	HCGP-HT-CO_10668
CL7777Contig1	HCGP-HT-CO_10669
CL7778Contig1	HCGP-HT-CO_10670
CL7779Contig1	HCGP-HT-CO_10671
CL777Contig1	HCGP-HT-CO_10672
CL7780Contig1	HCGP-HT-CO_10673
CL7781Contig1	HCGP-HT-CO_10674
CL7782Contig1	HCGP-HT-CO_10675
CL7783Contig1	HCGP-HT-CO_10676
CL7784Contig1	HCGP-HT-CO_10677
CL7785Contig1	HCGP-HT-CO_10678
CL7786Contig1	HCGP-HT-CO_10679
CL7787Contig1	HCGP-HT-CO_10680
CL7788Contig1	HCGP-HT-CO_10681
CL7789Contig1	HCGP-HT-CO_10682
CL778Contig1	HCGP-HT-CO_10683
CL778Contig2	HCGP-HT-CO_10684
CL7790Contig1	HCGP-HT-CO_10685
CL7793Contig1	HCGP-HT-CO_10686
CL7794Contig1	HCGP-HT-CO_10687
CL7796Contig1	HCGP-HT-CO_10688
CL7797Contig1	HCGP-HT-CO_10689
CL7798Contig1	HCGP-HT-CO_10690
CL7799Contig1	HCGP-HT-CO_10691
CL779Contig1	HCGP-HT-CO_10692
CL77Contig1	HCGP-HT-CO_10693
CL77Contig2	HCGP-HT-CO_10694
CL7800Contig1	HCGP-HT-CO_10695
CL7801Contig1	HCGP-HT-CO_10696
CL7802Contig1	HCGP-HT-CO_10697
CL7804Contig1	HCGP-HT-CO_10698
CL7805Contig1	HCGP-HT-CO_10699
CL7806Contig1	HCGP-HT-CO_10700
CL7807Contig1	HCGP-HT-CO_10701
CL7809Contig1	HCGP-HT-CO_10702
CL780Contig1	HCGP-HT-CO_10703
CL7810Contig1	HCGP-HT-CO_10704
CL7811Contig1	HCGP-HT-CO_10705
CL7813Contig1	HCGP-HT-CO_10706
CL7814Contig1	HCGP-HT-CO_10707
CL7815Contig1	HCGP-HT-CO_10708
CL7816Contig1	HCGP-HT-CO_10709
CL7817Contig1	HCGP-HT-CO_10710
CL7818Contig1	HCGP-HT-CO_10711
CL7819Contig1	HCGP-HT-CO_10712
CL781Contig1	HCGP-HT-CO_10713
CL7820Contig1	HCGP-HT-CO_10714
CL7822Contig1	HCGP-HT-CO_10715
CL7823Contig1	HCGP-HT-CO_10716
CL7824Contig1	HCGP-HT-CO_10717
CL7825Contig1	HCGP-HT-CO_10718
CL7826Contig1	HCGP-HT-CO_10719
CL7827Contig1	HCGP-HT-CO_10720
CL7828Contig1	HCGP-HT-CO_10721
CL7829Contig1	HCGP-HT-CO_10722
CL782Contig1	HCGP-HT-CO_10723
CL7830Contig1	HCGP-HT-CO_10724
CL7832Contig1	HCGP-HT-CO_10725
CL7833Contig1	HCGP-HT-CO_10726
CL7834Contig1	HCGP-HT-CO_10727
CL7835Contig1	HCGP-HT-CO_10728
CL7836Contig1	HCGP-HT-CO_10729
CL7837Contig1	HCGP-HT-CO_10730
CL7838Contig1	HCGP-HT-CO_10731
CL7839Contig1	HCGP-HT-CO_10732
CL783Contig1	HCGP-HT-CO_10733
CL783Contig2	HCGP-HT-CO_10734
CL7840Contig1	HCGP-HT-CO_10735
CL7841Contig1	HCGP-HT-CO_10736
CL7842Contig1	HCGP-HT-CO_10737
CL7843Contig1	HCGP-HT-CO_10738
CL7845Contig1	HCGP-HT-CO_10739
CL7846Contig1	HCGP-HT-CO_10740
CL7847Contig1	HCGP-HT-CO_10741
CL7848Contig1	HCGP-HT-CO_10742
CL7849Contig1	HCGP-HT-CO_10743
CL784Contig1	HCGP-HT-CO_10744
CL7850Contig1	HCGP-HT-CO_10745
CL7851Contig1	HCGP-HT-CO_10746
CL7853Contig1	HCGP-HT-CO_10747
CL7854Contig1	HCGP-HT-CO_10748
CL7855Contig1	HCGP-HT-CO_10749
CL7856Contig1	HCGP-HT-CO_10750
CL7857Contig1	HCGP-HT-CO_10751
CL7858Contig1	HCGP-HT-CO_10752
CL7859Contig1	HCGP-HT-CO_10753
CL785Contig1	HCGP-HT-CO_10754
CL7860Contig1	HCGP-HT-CO_10755
CL7861Contig1	HCGP-HT-CO_10756
CL7864Contig1	HCGP-HT-CO_10757
CL7865Contig1	HCGP-HT-CO_10758
CL7867Contig1	HCGP-HT-CO_10759
CL7868Contig1	HCGP-HT-CO_10760
CL7869Contig1	HCGP-HT-CO_10761
CL786Contig1	HCGP-HT-CO_10762
CL7870Contig1	HCGP-HT-CO_10763
CL7871Contig1	HCGP-HT-CO_10764
CL7872Contig1	HCGP-HT-CO_10765
CL7873Contig1	HCGP-HT-CO_10766
CL7874Contig1	HCGP-HT-CO_10767
CL7875Contig1	HCGP-HT-CO_10768
CL7877Contig1	HCGP-HT-CO_10769
CL7878Contig1	HCGP-HT-CO_10770
CL7879Contig1	HCGP-HT-CO_10771
CL787Contig1	HCGP-HT-CO_10772
CL7882Contig1	HCGP-HT-CO_10773
CL7883Contig1	HCGP-HT-CO_10774
CL7884Contig1	HCGP-HT-CO_10775
CL7885Contig1	HCGP-HT-CO_10776
CL7886Contig1	HCGP-HT-CO_10777
CL7888Contig1	HCGP-HT-CO_10778
CL7889Contig1	HCGP-HT-CO_10779
CL788Contig1	HCGP-HT-CO_10780
CL7893Contig1	HCGP-HT-CO_10781
CL7894Contig1	HCGP-HT-CO_10782
CL7895Contig1	HCGP-HT-CO_10783
CL7896Contig1	HCGP-HT-CO_10784
CL7897Contig1	HCGP-HT-CO_10785
CL7898Contig1	HCGP-HT-CO_10786
CL7899Contig1	HCGP-HT-CO_10787
CL789Contig1	HCGP-HT-CO_10788
CL78Contig1	HCGP-HT-CO_10789
CL7903Contig1	HCGP-HT-CO_10790
CL7904Contig1	HCGP-HT-CO_10791
CL7905Contig1	HCGP-HT-CO_10792
CL7906Contig1	HCGP-HT-CO_10793
CL7907Contig1	HCGP-HT-CO_10794
CL7908Contig1	HCGP-HT-CO_10795
CL7909Contig1	HCGP-HT-CO_10796
CL790Contig1	HCGP-HT-CO_10797
CL7910Contig1	HCGP-HT-CO_10798
CL7912Contig1	HCGP-HT-CO_10799
CL7913Contig1	HCGP-HT-CO_10800
CL7914Contig1	HCGP-HT-CO_10801
CL7915Contig1	HCGP-HT-CO_10802
CL7916Contig1	HCGP-HT-CO_10803
CL7917Contig1	HCGP-HT-CO_10804
CL7918Contig1	HCGP-HT-CO_10805
CL791Contig1	HCGP-HT-CO_10806
CL7920Contig1	HCGP-HT-CO_10807
CL7921Contig1	HCGP-HT-CO_10808
CL7922Contig1	HCGP-HT-CO_10809
CL7923Contig1	HCGP-HT-CO_10810
CL7925Contig1	HCGP-HT-CO_10811
CL7926Contig1	HCGP-HT-CO_10812
CL7927Contig1	HCGP-HT-CO_10813
CL7928Contig1	HCGP-HT-CO_10814
CL7929Contig1	HCGP-HT-CO_10815
CL792Contig1	HCGP-HT-CO_10816
CL7930Contig1	HCGP-HT-CO_10817
CL7931Contig1	HCGP-HT-CO_10818
CL7932Contig1	HCGP-HT-CO_10819
CL7935Contig1	HCGP-HT-CO_10820
CL7936Contig1	HCGP-HT-CO_10821
CL7938Contig1	HCGP-HT-CO_10822
CL7939Contig1	HCGP-HT-CO_10823
CL793Contig1	HCGP-HT-CO_10824
CL7940Contig1	HCGP-HT-CO_10825
CL7941Contig1	HCGP-HT-CO_10826
CL7942Contig1	HCGP-HT-CO_10827
CL7943Contig1	HCGP-HT-CO_10828
CL7944Contig1	HCGP-HT-CO_10829
CL7946Contig1	HCGP-HT-CO_10830
CL7947Contig1	HCGP-HT-CO_10831
CL7948Contig1	HCGP-HT-CO_10832
CL794Contig1	HCGP-HT-CO_10833
CL794Contig2	HCGP-HT-CO_10834
CL7950Contig1	HCGP-HT-CO_10835
CL7951Contig1	HCGP-HT-CO_10836
CL7952Contig1	HCGP-HT-CO_10837
CL7953Contig1	HCGP-HT-CO_10838
CL7954Contig1	HCGP-HT-CO_10839
CL7955Contig1	HCGP-HT-CO_10840
CL7956Contig1	HCGP-HT-CO_10841
CL7957Contig1	HCGP-HT-CO_10842
CL7958Contig1	HCGP-HT-CO_10843
CL795Contig1	HCGP-HT-CO_10844
CL7960Contig1	HCGP-HT-CO_10845
CL7961Contig1	HCGP-HT-CO_10846
CL7963Contig1	HCGP-HT-CO_10847
CL7964Contig1	HCGP-HT-CO_10848
CL7965Contig1	HCGP-HT-CO_10849
CL7967Contig1	HCGP-HT-CO_10850
CL7968Contig1	HCGP-HT-CO_10851
CL7969Contig1	HCGP-HT-CO_10852
CL796Contig1	HCGP-HT-CO_10853
CL796Contig2	HCGP-HT-CO_10854
CL7970Contig1	HCGP-HT-CO_10855
CL7971Contig1	HCGP-HT-CO_10856
CL7972Contig1	HCGP-HT-CO_10857
CL7974Contig1	HCGP-HT-CO_10858
CL7975Contig1	HCGP-HT-CO_10859
CL7976Contig1	HCGP-HT-CO_10860
CL7978Contig1	HCGP-HT-CO_10861
CL7979Contig1	HCGP-HT-CO_10862
CL797Contig1	HCGP-HT-CO_10863
CL7980Contig1	HCGP-HT-CO_10864
CL7981Contig1	HCGP-HT-CO_10865
CL7982Contig1	HCGP-HT-CO_10866
CL7984Contig1	HCGP-HT-CO_10867
CL7985Contig1	HCGP-HT-CO_10868
CL7987Contig1	HCGP-HT-CO_10869
CL7988Contig1	HCGP-HT-CO_10870
CL7989Contig1	HCGP-HT-CO_10871
CL798Contig1	HCGP-HT-CO_10872
CL7991Contig1	HCGP-HT-CO_10873
CL7992Contig1	HCGP-HT-CO_10874
CL7994Contig1	HCGP-HT-CO_10875
CL7995Contig1	HCGP-HT-CO_10876
CL7996Contig1	HCGP-HT-CO_10877
CL7997Contig1	HCGP-HT-CO_10878
CL7999Contig1	HCGP-HT-CO_10879
CL79Contig1	HCGP-HT-CO_10880
CL79Contig2	HCGP-HT-CO_10881
CL7Contig1	HCGP-HT-CO_10882
CL7Contig2	HCGP-HT-CO_10883
CL7Contig3	HCGP-HT-CO_10884
CL8000Contig1	HCGP-HT-CO_10885
CL8001Contig1	HCGP-HT-CO_10886
CL8003Contig1	HCGP-HT-CO_10887
CL8004Contig1	HCGP-HT-CO_10888
CL8005Contig1	HCGP-HT-CO_10889
CL8009Contig1	HCGP-HT-CO_10890
CL800Contig1	HCGP-HT-CO_10891
CL8010Contig1	HCGP-HT-CO_10892
CL8011Contig1	HCGP-HT-CO_10893
CL8012Contig1	HCGP-HT-CO_10894
CL8013Contig1	HCGP-HT-CO_10895
CL8014Contig1	HCGP-HT-CO_10896
CL8015Contig1	HCGP-HT-CO_10897
CL8016Contig1	HCGP-HT-CO_10898
CL8017Contig1	HCGP-HT-CO_10899
CL8018Contig1	HCGP-HT-CO_10900
CL8019Contig1	HCGP-HT-CO_10901
CL801Contig1	HCGP-HT-CO_10902
CL8020Contig1	HCGP-HT-CO_10903
CL8021Contig1	HCGP-HT-CO_10904
CL8023Contig1	HCGP-HT-CO_10905
CL8024Contig1	HCGP-HT-CO_10906
CL8025Contig1	HCGP-HT-CO_10907
CL8026Contig1	HCGP-HT-CO_10908
CL8028Contig1	HCGP-HT-CO_10909
CL8029Contig1	HCGP-HT-CO_10910
CL802Contig1	HCGP-HT-CO_10911
CL8030Contig1	HCGP-HT-CO_10912
CL8031Contig1	HCGP-HT-CO_10913
CL8033Contig1	HCGP-HT-CO_10914
CL8034Contig1	HCGP-HT-CO_10915
CL8035Contig1	HCGP-HT-CO_10916
CL8036Contig1	HCGP-HT-CO_10917
CL8037Contig1	HCGP-HT-CO_10918
CL8038Contig1	HCGP-HT-CO_10919
CL8039Contig1	HCGP-HT-CO_10920
CL803Contig1	HCGP-HT-CO_10921
CL803Contig2	HCGP-HT-CO_10922
CL8040Contig1	HCGP-HT-CO_10923
CL8041Contig1	HCGP-HT-CO_10924
CL8042Contig1	HCGP-HT-CO_10925
CL8043Contig1	HCGP-HT-CO_10926
CL8044Contig1	HCGP-HT-CO_10927
CL8045Contig1	HCGP-HT-CO_10928
CL8046Contig1	HCGP-HT-CO_10929
CL8047Contig1	HCGP-HT-CO_10930
CL8048Contig1	HCGP-HT-CO_10931
CL8049Contig1	HCGP-HT-CO_10932
CL804Contig1	HCGP-HT-CO_10933
CL8050Contig1	HCGP-HT-CO_10934
CL8051Contig1	HCGP-HT-CO_10935
CL8052Contig1	HCGP-HT-CO_10936
CL8053Contig1	HCGP-HT-CO_10937
CL8054Contig1	HCGP-HT-CO_10938
CL8055Contig1	HCGP-HT-CO_10939
CL8056Contig1	HCGP-HT-CO_10940
CL8057Contig1	HCGP-HT-CO_10941
CL8058Contig1	HCGP-HT-CO_10942
CL8059Contig1	HCGP-HT-CO_10943
CL805Contig1	HCGP-HT-CO_10944
CL805Contig2	HCGP-HT-CO_10945
CL8060Contig1	HCGP-HT-CO_10946
CL8062Contig1	HCGP-HT-CO_10947
CL8063Contig1	HCGP-HT-CO_10948
CL8064Contig1	HCGP-HT-CO_10949
CL8065Contig1	HCGP-HT-CO_10950
CL8067Contig1	HCGP-HT-CO_10951
CL8068Contig1	HCGP-HT-CO_10952
CL8069Contig1	HCGP-HT-CO_10953
CL806Contig1	HCGP-HT-CO_10954
CL806Contig2	HCGP-HT-CO_10955
CL8070Contig1	HCGP-HT-CO_10956
CL8071Contig1	HCGP-HT-CO_10957
CL8072Contig1	HCGP-HT-CO_10958
CL8074Contig1	HCGP-HT-CO_10959
CL8075Contig1	HCGP-HT-CO_10960
CL8078Contig1	HCGP-HT-CO_10961
CL807Contig1	HCGP-HT-CO_10962
CL807Contig2	HCGP-HT-CO_10963
CL8080Contig1	HCGP-HT-CO_10964
CL8081Contig1	HCGP-HT-CO_10965
CL8082Contig1	HCGP-HT-CO_10966
CL8083Contig1	HCGP-HT-CO_10967
CL8084Contig1	HCGP-HT-CO_10968
CL8085Contig1	HCGP-HT-CO_10969
CL8087Contig1	HCGP-HT-CO_10970
CL8088Contig1	HCGP-HT-CO_10971
CL8089Contig1	HCGP-HT-CO_10972
CL808Contig1	HCGP-HT-CO_10973
CL8090Contig1	HCGP-HT-CO_10974
CL8091Contig1	HCGP-HT-CO_10975
CL8092Contig1	HCGP-HT-CO_10976
CL8094Contig1	HCGP-HT-CO_10977
CL8096Contig1	HCGP-HT-CO_10978
CL8097Contig1	HCGP-HT-CO_10979
CL8099Contig1	HCGP-HT-CO_10980
CL809Contig1	HCGP-HT-CO_10981
CL809Contig2	HCGP-HT-CO_10982
CL80Contig1	HCGP-HT-CO_10983
CL8100Contig1	HCGP-HT-CO_10984
CL8101Contig1	HCGP-HT-CO_10985
CL8102Contig1	HCGP-HT-CO_10986
CL8103Contig1	HCGP-HT-CO_10987
CL8104Contig1	HCGP-HT-CO_10988
CL8105Contig1	HCGP-HT-CO_10989
CL8106Contig1	HCGP-HT-CO_10990
CL8107Contig1	HCGP-HT-CO_10991
CL8108Contig1	HCGP-HT-CO_10992
CL8109Contig1	HCGP-HT-CO_10993
CL810Contig1	HCGP-HT-CO_10994
CL8110Contig1	HCGP-HT-CO_10995
CL8111Contig1	HCGP-HT-CO_10996
CL8112Contig1	HCGP-HT-CO_10997
CL8113Contig1	HCGP-HT-CO_10998
CL8114Contig1	HCGP-HT-CO_10999
CL8115Contig1	HCGP-HT-CO_11000
CL8116Contig1	HCGP-HT-CO_11001
CL8118Contig1	HCGP-HT-CO_11002
CL811Contig1	HCGP-HT-CO_11003
CL8120Contig1	HCGP-HT-CO_11004
CL8121Contig1	HCGP-HT-CO_11005
CL8122Contig1	HCGP-HT-CO_11006
CL8123Contig1	HCGP-HT-CO_11007
CL8124Contig1	HCGP-HT-CO_11008
CL8126Contig1	HCGP-HT-CO_11009
CL8127Contig1	HCGP-HT-CO_11010
CL812Contig1	HCGP-HT-CO_11011
CL8130Contig1	HCGP-HT-CO_11012
CL8132Contig1	HCGP-HT-CO_11013
CL8133Contig1	HCGP-HT-CO_11014
CL8134Contig1	HCGP-HT-CO_11015
CL8135Contig1	HCGP-HT-CO_11016
CL8137Contig1	HCGP-HT-CO_11017
CL8138Contig1	HCGP-HT-CO_11018
CL8139Contig1	HCGP-HT-CO_11019
CL813Contig1	HCGP-HT-CO_11020
CL8140Contig1	HCGP-HT-CO_11021
CL8141Contig1	HCGP-HT-CO_11022
CL8142Contig1	HCGP-HT-CO_11023
CL8143Contig1	HCGP-HT-CO_11024
CL8144Contig1	HCGP-HT-CO_11025
CL8146Contig1	HCGP-HT-CO_11026
CL8147Contig1	HCGP-HT-CO_11027
CL8148Contig1	HCGP-HT-CO_11028
CL8149Contig1	HCGP-HT-CO_11029
CL814Contig1	HCGP-HT-CO_11030
CL8150Contig1	HCGP-HT-CO_11031
CL8152Contig1	HCGP-HT-CO_11032
CL8153Contig1	HCGP-HT-CO_11033
CL8155Contig1	HCGP-HT-CO_11034
CL8156Contig1	HCGP-HT-CO_11035
CL8157Contig1	HCGP-HT-CO_11036
CL815Contig1	HCGP-HT-CO_11037
CL8160Contig1	HCGP-HT-CO_11038
CL8161Contig1	HCGP-HT-CO_11039
CL8162Contig1	HCGP-HT-CO_11040
CL8163Contig1	HCGP-HT-CO_11041
CL8165Contig1	HCGP-HT-CO_11042
CL8166Contig1	HCGP-HT-CO_11043
CL8168Contig1	HCGP-HT-CO_11044
CL816Contig1	HCGP-HT-CO_11045
CL816Contig2	HCGP-HT-CO_11046
CL8171Contig1	HCGP-HT-CO_11047
CL8172Contig1	HCGP-HT-CO_11048
CL8173Contig1	HCGP-HT-CO_11049
CL8174Contig1	HCGP-HT-CO_11050
CL8176Contig1	HCGP-HT-CO_11051
CL8178Contig1	HCGP-HT-CO_11052
CL8179Contig1	HCGP-HT-CO_11053
CL817Contig1	HCGP-HT-CO_11054
CL8180Contig1	HCGP-HT-CO_11055
CL8181Contig1	HCGP-HT-CO_11056
CL8182Contig1	HCGP-HT-CO_11057
CL8183Contig1	HCGP-HT-CO_11058
CL8185Contig1	HCGP-HT-CO_11059
CL8186Contig1	HCGP-HT-CO_11060
CL8187Contig1	HCGP-HT-CO_11061
CL8188Contig1	HCGP-HT-CO_11062
CL8189Contig1	HCGP-HT-CO_11063
CL818Contig1	HCGP-HT-CO_11064
CL8190Contig1	HCGP-HT-CO_11065
CL8191Contig1	HCGP-HT-CO_11066
CL8192Contig1	HCGP-HT-CO_11067
CL8193Contig1	HCGP-HT-CO_11068
CL8194Contig1	HCGP-HT-CO_11069
CL8196Contig1	HCGP-HT-CO_11070
CL8197Contig1	HCGP-HT-CO_11071
CL8199Contig1	HCGP-HT-CO_11072
CL819Contig1	HCGP-HT-CO_11073
CL81Contig1	HCGP-HT-CO_11074
CL8200Contig1	HCGP-HT-CO_11075
CL8201Contig1	HCGP-HT-CO_11076
CL8202Contig1	HCGP-HT-CO_11077
CL8203Contig1	HCGP-HT-CO_11078
CL8204Contig1	HCGP-HT-CO_11079
CL8205Contig1	HCGP-HT-CO_11080
CL8206Contig1	HCGP-HT-CO_11081
CL8207Contig1	HCGP-HT-CO_11082
CL8208Contig1	HCGP-HT-CO_11083
CL8209Contig1	HCGP-HT-CO_11084
CL8211Contig1	HCGP-HT-CO_11085
CL8213Contig1	HCGP-HT-CO_11086
CL8215Contig1	HCGP-HT-CO_11087
CL8216Contig1	HCGP-HT-CO_11088
CL8217Contig1	HCGP-HT-CO_11089
CL8218Contig1	HCGP-HT-CO_11090
CL821Contig1	HCGP-HT-CO_11091
CL8220Contig1	HCGP-HT-CO_11092
CL8221Contig1	HCGP-HT-CO_11093
CL8223Contig1	HCGP-HT-CO_11094
CL8224Contig1	HCGP-HT-CO_11095
CL8225Contig1	HCGP-HT-CO_11096
CL8226Contig1	HCGP-HT-CO_11097
CL8228Contig1	HCGP-HT-CO_11098
CL8229Contig1	HCGP-HT-CO_11099
CL822Contig1	HCGP-HT-CO_11100
CL8230Contig1	HCGP-HT-CO_11101
CL8231Contig1	HCGP-HT-CO_11102
CL8232Contig1	HCGP-HT-CO_11103
CL8233Contig1	HCGP-HT-CO_11104
CL8235Contig1	HCGP-HT-CO_11105
CL8237Contig1	HCGP-HT-CO_11106
CL8238Contig1	HCGP-HT-CO_11107
CL8239Contig1	HCGP-HT-CO_11108
CL823Contig1	HCGP-HT-CO_11109
CL8240Contig1	HCGP-HT-CO_11110
CL8241Contig1	HCGP-HT-CO_11111
