#TGICL_NAME	CONTIG_NAME
CL2762Contig1	HCGP-NN-CO_02259
CL2763Contig1	HCGP-NN-CO_02260
CL2765Contig1	HCGP-NN-CO_02261
CL2766Contig1	HCGP-NN-CO_02262
CL2767Contig1	HCGP-NN-CO_02263
CL2768Contig1	HCGP-NN-CO_02264
CL2769Contig1	HCGP-NN-CO_02265
CL276Contig1	HCGP-NN-CO_02266
CL2770Contig1	HCGP-NN-CO_02267
CL2771Contig1	HCGP-NN-CO_02268
CL2772Contig1	HCGP-NN-CO_02269
CL2773Contig1	HCGP-NN-CO_02270
CL2775Contig1	HCGP-NN-CO_02271
CL2776Contig1	HCGP-NN-CO_02272
CL2777Contig1	HCGP-NN-CO_02273
CL2778Contig1	HCGP-NN-CO_02274
CL2779Contig1	HCGP-NN-CO_02275
CL277Contig1	HCGP-NN-CO_02276
CL2780Contig1	HCGP-NN-CO_02277
CL2782Contig1	HCGP-NN-CO_02278
CL2783Contig1	HCGP-NN-CO_02279
CL2784Contig1	HCGP-NN-CO_02280
CL2785Contig1	HCGP-NN-CO_02281
CL2786Contig1	HCGP-NN-CO_02282
CL2787Contig1	HCGP-NN-CO_02283
CL2788Contig1	HCGP-NN-CO_02284
CL2789Contig1	HCGP-NN-CO_02285
CL278Contig1	HCGP-NN-CO_02286
CL2790Contig1	HCGP-NN-CO_02287
CL2791Contig1	HCGP-NN-CO_02288
CL2792Contig1	HCGP-NN-CO_02289
CL2793Contig1	HCGP-NN-CO_02290
CL2794Contig1	HCGP-NN-CO_02291
CL2795Contig1	HCGP-NN-CO_02292
CL2796Contig1	HCGP-NN-CO_02293
CL2797Contig1	HCGP-NN-CO_02294
CL2798Contig1	HCGP-NN-CO_02295
CL2799Contig1	HCGP-NN-CO_02296
CL279Contig1	HCGP-NN-CO_02297
CL27Contig1	HCGP-NN-CO_02298
CL27Contig2	HCGP-NN-CO_02299
CL27Contig3	HCGP-NN-CO_02300
CL27Contig4	HCGP-NN-CO_02301
CL27Contig5	HCGP-NN-CO_02302
CL2800Contig1	HCGP-NN-CO_02303
CL2801Contig1	HCGP-NN-CO_02304
CL2802Contig1	HCGP-NN-CO_02305
CL2804Contig1	HCGP-NN-CO_02306
CL2805Contig1	HCGP-NN-CO_02307
CL2806Contig1	HCGP-NN-CO_02308
CL2807Contig1	HCGP-NN-CO_02309
CL2808Contig1	HCGP-NN-CO_02310
CL2809Contig1	HCGP-NN-CO_02311
CL280Contig1	HCGP-NN-CO_02312
CL2810Contig1	HCGP-NN-CO_02313
CL2811Contig1	HCGP-NN-CO_02314
CL2812Contig1	HCGP-NN-CO_02315
CL2813Contig1	HCGP-NN-CO_02316
CL2814Contig1	HCGP-NN-CO_02317
CL2815Contig1	HCGP-NN-CO_02318
CL2816Contig1	HCGP-NN-CO_02319
CL2817Contig1	HCGP-NN-CO_02320
CL2818Contig1	HCGP-NN-CO_02321
CL2819Contig1	HCGP-NN-CO_02322
CL2820Contig1	HCGP-NN-CO_02323
CL2821Contig1	HCGP-NN-CO_02324
CL2822Contig1	HCGP-NN-CO_02325
CL2823Contig1	HCGP-NN-CO_02326
CL2824Contig1	HCGP-NN-CO_02327
CL2825Contig1	HCGP-NN-CO_02328
CL2826Contig1	HCGP-NN-CO_02329
CL2827Contig1	HCGP-NN-CO_02330
CL2829Contig1	HCGP-NN-CO_02331
CL282Contig1	HCGP-NN-CO_02332
CL2830Contig1	HCGP-NN-CO_02333
CL2831Contig1	HCGP-NN-CO_02334
CL2832Contig1	HCGP-NN-CO_02335
CL2833Contig1	HCGP-NN-CO_02336
CL2834Contig1	HCGP-NN-CO_02337
CL2835Contig1	HCGP-NN-CO_02338
CL2836Contig1	HCGP-NN-CO_02339
CL2837Contig1	HCGP-NN-CO_02340
CL2838Contig1	HCGP-NN-CO_02341
CL2839Contig1	HCGP-NN-CO_02342
CL283Contig1	HCGP-NN-CO_02343
CL2840Contig1	HCGP-NN-CO_02344
CL2841Contig1	HCGP-NN-CO_02345
CL2842Contig1	HCGP-NN-CO_02346
CL2843Contig1	HCGP-NN-CO_02347
CL2844Contig1	HCGP-NN-CO_02348
CL2845Contig1	HCGP-NN-CO_02349
CL2846Contig1	HCGP-NN-CO_02350
CL2847Contig1	HCGP-NN-CO_02351
CL2848Contig1	HCGP-NN-CO_02352
CL2849Contig1	HCGP-NN-CO_02353
CL284Contig1	HCGP-NN-CO_02354
CL284Contig2	HCGP-NN-CO_02355
CL2850Contig1	HCGP-NN-CO_02356
CL2851Contig1	HCGP-NN-CO_02357
CL2852Contig1	HCGP-NN-CO_02358
CL2853Contig1	HCGP-NN-CO_02359
CL2854Contig1	HCGP-NN-CO_02360
CL2855Contig1	HCGP-NN-CO_02361
CL2856Contig1	HCGP-NN-CO_02362
CL2857Contig1	HCGP-NN-CO_02363
CL2858Contig1	HCGP-NN-CO_02364
CL2859Contig1	HCGP-NN-CO_02365
CL285Contig1	HCGP-NN-CO_02366
CL2860Contig1	HCGP-NN-CO_02367
CL2861Contig1	HCGP-NN-CO_02368
CL2862Contig1	HCGP-NN-CO_02369
CL2863Contig1	HCGP-NN-CO_02370
CL2864Contig1	HCGP-NN-CO_02371
CL2865Contig1	HCGP-NN-CO_02372
CL2866Contig1	HCGP-NN-CO_02373
CL2867Contig1	HCGP-NN-CO_02374
CL2868Contig1	HCGP-NN-CO_02375
CL2869Contig1	HCGP-NN-CO_02376
CL286Contig1	HCGP-NN-CO_02377
CL2870Contig1	HCGP-NN-CO_02378
CL2871Contig1	HCGP-NN-CO_02379
CL2872Contig1	HCGP-NN-CO_02380
CL2873Contig1	HCGP-NN-CO_02381
CL2874Contig1	HCGP-NN-CO_02382
CL2875Contig1	HCGP-NN-CO_02383
CL2876Contig1	HCGP-NN-CO_02384
CL2877Contig1	HCGP-NN-CO_02385
CL2879Contig1	HCGP-NN-CO_02386
CL287Contig1	HCGP-NN-CO_02387
CL2880Contig1	HCGP-NN-CO_02388
CL2882Contig1	HCGP-NN-CO_02389
CL2883Contig1	HCGP-NN-CO_02390
CL2884Contig1	HCGP-NN-CO_02391
CL2885Contig1	HCGP-NN-CO_02392
CL2886Contig1	HCGP-NN-CO_02393
CL2887Contig1	HCGP-NN-CO_02394
CL2888Contig1	HCGP-NN-CO_02395
CL2889Contig1	HCGP-NN-CO_02396
CL288Contig1	HCGP-NN-CO_02397
CL288Contig2	HCGP-NN-CO_02398
CL288Contig3	HCGP-NN-CO_02399
CL288Contig4	HCGP-NN-CO_02400
CL2890Contig1	HCGP-NN-CO_02401
CL2891Contig1	HCGP-NN-CO_02402
CL2893Contig1	HCGP-NN-CO_02403
CL2894Contig1	HCGP-NN-CO_02404
CL2895Contig1	HCGP-NN-CO_02405
CL2896Contig1	HCGP-NN-CO_02406
CL2897Contig1	HCGP-NN-CO_02407
CL2898Contig1	HCGP-NN-CO_02408
CL2899Contig1	HCGP-NN-CO_02409
CL289Contig1	HCGP-NN-CO_02410
CL28Contig1	HCGP-NN-CO_02411
CL2900Contig1	HCGP-NN-CO_02412
CL2901Contig1	HCGP-NN-CO_02413
CL2902Contig1	HCGP-NN-CO_02414
CL2903Contig1	HCGP-NN-CO_02415
CL2904Contig1	HCGP-NN-CO_02416
CL2905Contig1	HCGP-NN-CO_02417
CL2906Contig1	HCGP-NN-CO_02418
CL2907Contig1	HCGP-NN-CO_02419
CL2908Contig1	HCGP-NN-CO_02420
CL290Contig1	HCGP-NN-CO_02421
CL2910Contig1	HCGP-NN-CO_02422
CL2911Contig1	HCGP-NN-CO_02423
CL2912Contig1	HCGP-NN-CO_02424
CL2913Contig1	HCGP-NN-CO_02425
CL2914Contig1	HCGP-NN-CO_02426
CL2915Contig1	HCGP-NN-CO_02427
CL2916Contig1	HCGP-NN-CO_02428
CL2917Contig1	HCGP-NN-CO_02429
CL2918Contig1	HCGP-NN-CO_02430
CL2919Contig1	HCGP-NN-CO_02431
CL291Contig1	HCGP-NN-CO_02432
CL2920Contig1	HCGP-NN-CO_02433
CL2921Contig1	HCGP-NN-CO_02434
CL2922Contig1	HCGP-NN-CO_02435
CL2923Contig1	HCGP-NN-CO_02436
CL2924Contig1	HCGP-NN-CO_02437
CL2925Contig1	HCGP-NN-CO_02438
CL2926Contig1	HCGP-NN-CO_02439
CL2927Contig1	HCGP-NN-CO_02440
CL2928Contig1	HCGP-NN-CO_02441
CL2929Contig1	HCGP-NN-CO_02442
CL292Contig1	HCGP-NN-CO_02443
CL2930Contig1	HCGP-NN-CO_02444
CL2931Contig1	HCGP-NN-CO_02445
CL2933Contig1	HCGP-NN-CO_02446
CL2935Contig1	HCGP-NN-CO_02447
CL2937Contig1	HCGP-NN-CO_02448
CL2938Contig1	HCGP-NN-CO_02449
CL2939Contig1	HCGP-NN-CO_02450
CL293Contig1	HCGP-NN-CO_02451
CL2940Contig1	HCGP-NN-CO_02452
CL2941Contig1	HCGP-NN-CO_02453
CL2942Contig1	HCGP-NN-CO_02454
CL2943Contig1	HCGP-NN-CO_02455
CL2944Contig1	HCGP-NN-CO_02456
CL2945Contig1	HCGP-NN-CO_02457
CL2947Contig1	HCGP-NN-CO_02458
CL2948Contig1	HCGP-NN-CO_02459
CL2949Contig1	HCGP-NN-CO_02460
CL294Contig1	HCGP-NN-CO_02461
CL294Contig2	HCGP-NN-CO_02462
CL2953Contig1	HCGP-NN-CO_02463
CL2954Contig1	HCGP-NN-CO_02464
CL2955Contig1	HCGP-NN-CO_02465
CL2956Contig1	HCGP-NN-CO_02466
CL2957Contig1	HCGP-NN-CO_02467
CL2958Contig1	HCGP-NN-CO_02468
CL2959Contig1	HCGP-NN-CO_02469
CL295Contig1	HCGP-NN-CO_02470
CL2960Contig1	HCGP-NN-CO_02471
CL2961Contig1	HCGP-NN-CO_02472
CL2962Contig1	HCGP-NN-CO_02473
CL2963Contig1	HCGP-NN-CO_02474
CL2964Contig1	HCGP-NN-CO_02475
CL2965Contig1	HCGP-NN-CO_02476
CL2966Contig1	HCGP-NN-CO_02477
CL2967Contig1	HCGP-NN-CO_02478
CL2969Contig1	HCGP-NN-CO_02479
CL296Contig1	HCGP-NN-CO_02480
CL296Contig2	HCGP-NN-CO_02481
CL2971Contig1	HCGP-NN-CO_02482
CL2972Contig1	HCGP-NN-CO_02483
CL2973Contig1	HCGP-NN-CO_02484
CL2974Contig1	HCGP-NN-CO_02485
CL2975Contig1	HCGP-NN-CO_02486
CL2976Contig1	HCGP-NN-CO_02487
CL2978Contig1	HCGP-NN-CO_02488
CL2979Contig1	HCGP-NN-CO_02489
CL297Contig1	HCGP-NN-CO_02490
CL297Contig2	HCGP-NN-CO_02491
CL2980Contig1	HCGP-NN-CO_02492
CL2981Contig1	HCGP-NN-CO_02493
CL2982Contig1	HCGP-NN-CO_02494
CL2983Contig1	HCGP-NN-CO_02495
CL2984Contig1	HCGP-NN-CO_02496
CL2985Contig1	HCGP-NN-CO_02497
CL2986Contig1	HCGP-NN-CO_02498
CL2987Contig1	HCGP-NN-CO_02499
CL2988Contig1	HCGP-NN-CO_02500
CL298Contig1	HCGP-NN-CO_02501
CL298Contig2	HCGP-NN-CO_02502
CL2990Contig1	HCGP-NN-CO_02503
CL2991Contig1	HCGP-NN-CO_02504
CL2992Contig1	HCGP-NN-CO_02505
CL2993Contig1	HCGP-NN-CO_02506
CL2994Contig1	HCGP-NN-CO_02507
CL2995Contig1	HCGP-NN-CO_02508
CL2996Contig1	HCGP-NN-CO_02509
CL2997Contig1	HCGP-NN-CO_02510
CL2998Contig1	HCGP-NN-CO_02511
CL2999Contig1	HCGP-NN-CO_02512
CL299Contig1	HCGP-NN-CO_02513
CL29Contig1	HCGP-NN-CO_02514
CL2Contig1	HCGP-NN-CO_02515
CL2Contig2	HCGP-NN-CO_02516
CL2Contig3	HCGP-NN-CO_02517
CL2Contig4	HCGP-NN-CO_02518
CL2Contig5	HCGP-NN-CO_02519
CL3000Contig1	HCGP-NN-CO_02520
CL3001Contig1	HCGP-NN-CO_02521
CL3002Contig1	HCGP-NN-CO_02522
CL3003Contig1	HCGP-NN-CO_02523
CL3004Contig1	HCGP-NN-CO_02524
CL3005Contig1	HCGP-NN-CO_02525
CL3006Contig1	HCGP-NN-CO_02526
CL3007Contig1	HCGP-NN-CO_02527
CL3008Contig1	HCGP-NN-CO_02528
CL3009Contig1	HCGP-NN-CO_02529
CL300Contig1	HCGP-NN-CO_02530
CL3010Contig1	HCGP-NN-CO_02531
CL3011Contig1	HCGP-NN-CO_02532
CL3012Contig1	HCGP-NN-CO_02533
CL3013Contig1	HCGP-NN-CO_02534
CL3014Contig1	HCGP-NN-CO_02535
CL3015Contig1	HCGP-NN-CO_02536
CL3016Contig1	HCGP-NN-CO_02537
CL3017Contig1	HCGP-NN-CO_02538
CL3018Contig1	HCGP-NN-CO_02539
CL3019Contig1	HCGP-NN-CO_02540
CL301Contig1	HCGP-NN-CO_02541
CL301Contig2	HCGP-NN-CO_02542
CL3020Contig1	HCGP-NN-CO_02543
CL3021Contig1	HCGP-NN-CO_02544
CL3022Contig1	HCGP-NN-CO_02545
CL3023Contig1	HCGP-NN-CO_02546
CL3024Contig1	HCGP-NN-CO_02547
CL3025Contig1	HCGP-NN-CO_02548
CL3026Contig1	HCGP-NN-CO_02549
CL3027Contig1	HCGP-NN-CO_02550
CL3028Contig1	HCGP-NN-CO_02551
CL3029Contig1	HCGP-NN-CO_02552
CL302Contig1	HCGP-NN-CO_02553
CL3030Contig1	HCGP-NN-CO_02554
CL3031Contig1	HCGP-NN-CO_02555
CL3032Contig1	HCGP-NN-CO_02556
CL3033Contig1	HCGP-NN-CO_02557
CL3034Contig1	HCGP-NN-CO_02558
CL3035Contig1	HCGP-NN-CO_02559
CL3036Contig1	HCGP-NN-CO_02560
CL3037Contig1	HCGP-NN-CO_02561
CL3038Contig1	HCGP-NN-CO_02562
CL3039Contig1	HCGP-NN-CO_02563
CL303Contig1	HCGP-NN-CO_02564
CL3040Contig1	HCGP-NN-CO_02565
CL3041Contig1	HCGP-NN-CO_02566
CL3042Contig1	HCGP-NN-CO_02567
CL3043Contig1	HCGP-NN-CO_02568
CL3044Contig1	HCGP-NN-CO_02569
CL3045Contig1	HCGP-NN-CO_02570
CL3047Contig1	HCGP-NN-CO_02571
CL3048Contig1	HCGP-NN-CO_02572
CL3049Contig1	HCGP-NN-CO_02573
CL3050Contig1	HCGP-NN-CO_02574
CL3051Contig1	HCGP-NN-CO_02575
CL3052Contig1	HCGP-NN-CO_02576
CL3053Contig1	HCGP-NN-CO_02577
CL3054Contig1	HCGP-NN-CO_02578
CL3055Contig1	HCGP-NN-CO_02579
CL3056Contig1	HCGP-NN-CO_02580
CL3057Contig1	HCGP-NN-CO_02581
CL3058Contig1	HCGP-NN-CO_02582
CL3059Contig1	HCGP-NN-CO_02583
CL305Contig1	HCGP-NN-CO_02584
CL305Contig2	HCGP-NN-CO_02585
CL3060Contig1	HCGP-NN-CO_02586
CL3062Contig1	HCGP-NN-CO_02587
CL3063Contig1	HCGP-NN-CO_02588
CL3064Contig1	HCGP-NN-CO_02589
CL3065Contig1	HCGP-NN-CO_02590
CL3066Contig1	HCGP-NN-CO_02591
CL3067Contig1	HCGP-NN-CO_02592
CL3068Contig1	HCGP-NN-CO_02593
CL3069Contig1	HCGP-NN-CO_02594
CL306Contig1	HCGP-NN-CO_02595
CL3070Contig1	HCGP-NN-CO_02596
CL3071Contig1	HCGP-NN-CO_02597
CL3072Contig1	HCGP-NN-CO_02598
CL3073Contig1	HCGP-NN-CO_02599
CL3074Contig1	HCGP-NN-CO_02600
CL3075Contig1	HCGP-NN-CO_02601
CL3076Contig1	HCGP-NN-CO_02602
CL3077Contig1	HCGP-NN-CO_02603
CL3078Contig1	HCGP-NN-CO_02604
CL3079Contig1	HCGP-NN-CO_02605
CL307Contig1	HCGP-NN-CO_02606
CL3080Contig1	HCGP-NN-CO_02607
CL3081Contig1	HCGP-NN-CO_02608
CL3082Contig1	HCGP-NN-CO_02609
CL3083Contig1	HCGP-NN-CO_02610
CL3084Contig1	HCGP-NN-CO_02611
CL3085Contig1	HCGP-NN-CO_02612
CL3086Contig1	HCGP-NN-CO_02613
CL3087Contig1	HCGP-NN-CO_02614
CL3088Contig1	HCGP-NN-CO_02615
CL3089Contig1	HCGP-NN-CO_02616
CL308Contig1	HCGP-NN-CO_02617
CL3090Contig1	HCGP-NN-CO_02618
CL3091Contig1	HCGP-NN-CO_02619
CL3092Contig1	HCGP-NN-CO_02620
CL3093Contig1	HCGP-NN-CO_02621
CL3094Contig1	HCGP-NN-CO_02622
CL3095Contig1	HCGP-NN-CO_02623
CL3096Contig1	HCGP-NN-CO_02624
CL3097Contig1	HCGP-NN-CO_02625
CL3098Contig1	HCGP-NN-CO_02626
CL3099Contig1	HCGP-NN-CO_02627
CL309Contig1	HCGP-NN-CO_02628
CL30Contig1	HCGP-NN-CO_02629
CL30Contig2	HCGP-NN-CO_02630
CL30Contig3	HCGP-NN-CO_02631
CL3100Contig1	HCGP-NN-CO_02632
CL3101Contig1	HCGP-NN-CO_02633
CL3102Contig1	HCGP-NN-CO_02634
CL3103Contig1	HCGP-NN-CO_02635
CL3105Contig1	HCGP-NN-CO_02636
CL3107Contig1	HCGP-NN-CO_02637
CL3108Contig1	HCGP-NN-CO_02638
CL3109Contig1	HCGP-NN-CO_02639
CL310Contig1	HCGP-NN-CO_02640
CL3110Contig1	HCGP-NN-CO_02641
CL3111Contig1	HCGP-NN-CO_02642
CL3113Contig1	HCGP-NN-CO_02643
CL3114Contig1	HCGP-NN-CO_02644
CL3115Contig1	HCGP-NN-CO_02645
CL3116Contig1	HCGP-NN-CO_02646
CL3117Contig1	HCGP-NN-CO_02647
CL3118Contig1	HCGP-NN-CO_02648
CL3119Contig1	HCGP-NN-CO_02649
CL311Contig1	HCGP-NN-CO_02650
CL3120Contig1	HCGP-NN-CO_02651
CL3121Contig1	HCGP-NN-CO_02652
CL3122Contig1	HCGP-NN-CO_02653
CL3123Contig1	HCGP-NN-CO_02654
CL3124Contig1	HCGP-NN-CO_02655
CL3125Contig1	HCGP-NN-CO_02656
CL3126Contig1	HCGP-NN-CO_02657
CL3127Contig1	HCGP-NN-CO_02658
CL3128Contig1	HCGP-NN-CO_02659
CL3129Contig1	HCGP-NN-CO_02660
CL312Contig1	HCGP-NN-CO_02661
CL3130Contig1	HCGP-NN-CO_02662
CL3131Contig1	HCGP-NN-CO_02663
CL3132Contig1	HCGP-NN-CO_02664
CL3133Contig1	HCGP-NN-CO_02665
CL3134Contig1	HCGP-NN-CO_02666
CL3135Contig1	HCGP-NN-CO_02667
CL3136Contig1	HCGP-NN-CO_02668
CL3137Contig1	HCGP-NN-CO_02669
CL3139Contig1	HCGP-NN-CO_02670
CL313Contig1	HCGP-NN-CO_02671
CL3140Contig1	HCGP-NN-CO_02672
CL3141Contig1	HCGP-NN-CO_02673
CL3142Contig1	HCGP-NN-CO_02674
CL3143Contig1	HCGP-NN-CO_02675
CL3144Contig1	HCGP-NN-CO_02676
CL3145Contig1	HCGP-NN-CO_02677
CL3146Contig1	HCGP-NN-CO_02678
CL3147Contig1	HCGP-NN-CO_02679
CL3148Contig1	HCGP-NN-CO_02680
CL3149Contig1	HCGP-NN-CO_02681
CL314Contig1	HCGP-NN-CO_02682
CL3150Contig1	HCGP-NN-CO_02683
CL3151Contig1	HCGP-NN-CO_02684
CL3152Contig1	HCGP-NN-CO_02685
CL3153Contig1	HCGP-NN-CO_02686
CL3154Contig1	HCGP-NN-CO_02687
CL3155Contig1	HCGP-NN-CO_02688
CL3156Contig1	HCGP-NN-CO_02689
CL3157Contig1	HCGP-NN-CO_02690
CL3158Contig1	HCGP-NN-CO_02691
CL3159Contig1	HCGP-NN-CO_02692
CL315Contig1	HCGP-NN-CO_02693
CL3160Contig1	HCGP-NN-CO_02694
CL3161Contig1	HCGP-NN-CO_02695
CL3162Contig1	HCGP-NN-CO_02696
CL3163Contig1	HCGP-NN-CO_02697
CL3164Contig1	HCGP-NN-CO_02698
CL3165Contig1	HCGP-NN-CO_02699
CL3166Contig1	HCGP-NN-CO_02700
CL3167Contig1	HCGP-NN-CO_02701
CL3168Contig1	HCGP-NN-CO_02702
CL3169Contig1	HCGP-NN-CO_02703
CL316Contig1	HCGP-NN-CO_02704
CL316Contig2	HCGP-NN-CO_02705
CL3170Contig1	HCGP-NN-CO_02706
CL3171Contig1	HCGP-NN-CO_02707
CL3172Contig1	HCGP-NN-CO_02708
CL3174Contig1	HCGP-NN-CO_02709
CL3175Contig1	HCGP-NN-CO_02710
CL3176Contig1	HCGP-NN-CO_02711
CL3177Contig1	HCGP-NN-CO_02712
CL3178Contig1	HCGP-NN-CO_02713
CL3179Contig1	HCGP-NN-CO_02714
CL317Contig1	HCGP-NN-CO_02715
CL3180Contig1	HCGP-NN-CO_02716
CL3181Contig1	HCGP-NN-CO_02717
CL3182Contig1	HCGP-NN-CO_02718
CL3183Contig1	HCGP-NN-CO_02719
CL3184Contig1	HCGP-NN-CO_02720
CL3185Contig1	HCGP-NN-CO_02721
CL3186Contig1	HCGP-NN-CO_02722
CL3187Contig1	HCGP-NN-CO_02723
CL3188Contig1	HCGP-NN-CO_02724
CL3189Contig1	HCGP-NN-CO_02725
CL318Contig1	HCGP-NN-CO_02726
CL3190Contig1	HCGP-NN-CO_02727
CL3192Contig1	HCGP-NN-CO_02728
CL3193Contig1	HCGP-NN-CO_02729
CL3194Contig1	HCGP-NN-CO_02730
CL3195Contig1	HCGP-NN-CO_02731
CL3196Contig1	HCGP-NN-CO_02732
CL3197Contig1	HCGP-NN-CO_02733
CL3199Contig1	HCGP-NN-CO_02734
CL319Contig1	HCGP-NN-CO_02735
CL31Contig1	HCGP-NN-CO_02736
CL31Contig2	HCGP-NN-CO_02737
CL3200Contig1	HCGP-NN-CO_02738
CL3201Contig1	HCGP-NN-CO_02739
CL3202Contig1	HCGP-NN-CO_02740
CL3203Contig1	HCGP-NN-CO_02741
CL3205Contig1	HCGP-NN-CO_02742
CL3206Contig1	HCGP-NN-CO_02743
CL3207Contig1	HCGP-NN-CO_02744
CL3208Contig1	HCGP-NN-CO_02745
CL3209Contig1	HCGP-NN-CO_02746
CL320Contig1	HCGP-NN-CO_02747
CL320Contig2	HCGP-NN-CO_02748
CL3210Contig1	HCGP-NN-CO_02749
CL3212Contig1	HCGP-NN-CO_02750
CL3213Contig1	HCGP-NN-CO_02751
CL3215Contig1	HCGP-NN-CO_02752
CL3216Contig1	HCGP-NN-CO_02753
CL3218Contig1	HCGP-NN-CO_02754
CL3219Contig1	HCGP-NN-CO_02755
CL321Contig1	HCGP-NN-CO_02756
CL3220Contig1	HCGP-NN-CO_02757
CL3221Contig1	HCGP-NN-CO_02758
CL3222Contig1	HCGP-NN-CO_02759
CL3223Contig1	HCGP-NN-CO_02760
CL3224Contig1	HCGP-NN-CO_02761
CL3225Contig1	HCGP-NN-CO_02762
CL3226Contig1	HCGP-NN-CO_02763
CL3227Contig1	HCGP-NN-CO_02764
CL3228Contig1	HCGP-NN-CO_02765
CL3229Contig1	HCGP-NN-CO_02766
CL322Contig1	HCGP-NN-CO_02767
CL3230Contig1	HCGP-NN-CO_02768
CL3231Contig1	HCGP-NN-CO_02769
CL3232Contig1	HCGP-NN-CO_02770
CL3233Contig1	HCGP-NN-CO_02771
CL3234Contig1	HCGP-NN-CO_02772
CL3235Contig1	HCGP-NN-CO_02773
CL3236Contig1	HCGP-NN-CO_02774
CL3237Contig1	HCGP-NN-CO_02775
CL3238Contig1	HCGP-NN-CO_02776
CL3239Contig1	HCGP-NN-CO_02777
CL323Contig1	HCGP-NN-CO_02778
CL3240Contig1	HCGP-NN-CO_02779
CL3241Contig1	HCGP-NN-CO_02780
CL3242Contig1	HCGP-NN-CO_02781
CL3243Contig1	HCGP-NN-CO_02782
CL3244Contig1	HCGP-NN-CO_02783
CL3245Contig1	HCGP-NN-CO_02784
CL3246Contig1	HCGP-NN-CO_02785
CL3247Contig1	HCGP-NN-CO_02786
CL3248Contig1	HCGP-NN-CO_02787
CL3249Contig1	HCGP-NN-CO_02788
CL324Contig1	HCGP-NN-CO_02789
CL3250Contig1	HCGP-NN-CO_02790
CL3251Contig1	HCGP-NN-CO_02791
CL3252Contig1	HCGP-NN-CO_02792
CL3253Contig1	HCGP-NN-CO_02793
CL3254Contig1	HCGP-NN-CO_02794
CL3255Contig1	HCGP-NN-CO_02795
CL3256Contig1	HCGP-NN-CO_02796
CL3257Contig1	HCGP-NN-CO_02797
CL3258Contig1	HCGP-NN-CO_02798
CL3259Contig1	HCGP-NN-CO_02799
CL325Contig1	HCGP-NN-CO_02800
CL3261Contig1	HCGP-NN-CO_02801
CL3262Contig1	HCGP-NN-CO_02802
CL3264Contig1	HCGP-NN-CO_02803
CL3265Contig1	HCGP-NN-CO_02804
CL3267Contig1	HCGP-NN-CO_02805
CL3268Contig1	HCGP-NN-CO_02806
CL3269Contig1	HCGP-NN-CO_02807
CL326Contig1	HCGP-NN-CO_02808
CL3271Contig1	HCGP-NN-CO_02809
CL3272Contig1	HCGP-NN-CO_02810
CL3273Contig1	HCGP-NN-CO_02811
CL3274Contig1	HCGP-NN-CO_02812
CL3275Contig1	HCGP-NN-CO_02813
CL3276Contig1	HCGP-NN-CO_02814
CL3277Contig1	HCGP-NN-CO_02815
CL3279Contig1	HCGP-NN-CO_02816
CL327Contig1	HCGP-NN-CO_02817
CL3281Contig1	HCGP-NN-CO_02818
CL3282Contig1	HCGP-NN-CO_02819
CL3283Contig1	HCGP-NN-CO_02820
CL3284Contig1	HCGP-NN-CO_02821
CL3285Contig1	HCGP-NN-CO_02822
CL3287Contig1	HCGP-NN-CO_02823
CL3288Contig1	HCGP-NN-CO_02824
CL3289Contig1	HCGP-NN-CO_02825
CL328Contig1	HCGP-NN-CO_02826
CL3290Contig1	HCGP-NN-CO_02827
CL3291Contig1	HCGP-NN-CO_02828
CL3292Contig1	HCGP-NN-CO_02829
CL3293Contig1	HCGP-NN-CO_02830
CL3294Contig1	HCGP-NN-CO_02831
CL3295Contig1	HCGP-NN-CO_02832
CL3296Contig1	HCGP-NN-CO_02833
CL3297Contig1	HCGP-NN-CO_02834
CL3299Contig1	HCGP-NN-CO_02835
CL329Contig1	HCGP-NN-CO_02836
CL32Contig1	HCGP-NN-CO_02837
CL3300Contig1	HCGP-NN-CO_02838
CL3302Contig1	HCGP-NN-CO_02839
CL3304Contig1	HCGP-NN-CO_02840
CL3306Contig1	HCGP-NN-CO_02841
CL3307Contig1	HCGP-NN-CO_02842
CL3308Contig1	HCGP-NN-CO_02843
CL3309Contig1	HCGP-NN-CO_02844
CL3310Contig1	HCGP-NN-CO_02845
CL3312Contig1	HCGP-NN-CO_02846
CL3313Contig1	HCGP-NN-CO_02847
CL3314Contig1	HCGP-NN-CO_02848
CL3315Contig1	HCGP-NN-CO_02849
CL3316Contig1	HCGP-NN-CO_02850
CL3317Contig1	HCGP-NN-CO_02851
CL3318Contig1	HCGP-NN-CO_02852
CL3319Contig1	HCGP-NN-CO_02853
CL331Contig1	HCGP-NN-CO_02854
CL331Contig2	HCGP-NN-CO_02855
CL3322Contig1	HCGP-NN-CO_02856
CL3323Contig1	HCGP-NN-CO_02857
CL3324Contig1	HCGP-NN-CO_02858
CL3325Contig1	HCGP-NN-CO_02859
CL3326Contig1	HCGP-NN-CO_02860
CL3327Contig1	HCGP-NN-CO_02861
CL3328Contig1	HCGP-NN-CO_02862
CL3329Contig1	HCGP-NN-CO_02863
CL3330Contig1	HCGP-NN-CO_02864
CL3331Contig1	HCGP-NN-CO_02865
CL3332Contig1	HCGP-NN-CO_02866
CL3333Contig1	HCGP-NN-CO_02867
CL3334Contig1	HCGP-NN-CO_02868
CL3336Contig1	HCGP-NN-CO_02869
