#TGICL_NAME	CONTIG_NAME
CL5878Contig1	HCGP-NN-CO_05388
CL5879Contig1	HCGP-NN-CO_05389
CL587Contig1	HCGP-NN-CO_05390
CL5881Contig1	HCGP-NN-CO_05391
CL5882Contig1	HCGP-NN-CO_05392
CL5883Contig1	HCGP-NN-CO_05393
CL5884Contig1	HCGP-NN-CO_05394
CL5885Contig1	HCGP-NN-CO_05395
CL5886Contig1	HCGP-NN-CO_05396
CL5887Contig1	HCGP-NN-CO_05397
CL5888Contig1	HCGP-NN-CO_05398
CL5889Contig1	HCGP-NN-CO_05399
CL588Contig1	HCGP-NN-CO_05400
CL5890Contig1	HCGP-NN-CO_05401
CL5891Contig1	HCGP-NN-CO_05402
CL5892Contig1	HCGP-NN-CO_05403
CL5893Contig1	HCGP-NN-CO_05404
CL5894Contig1	HCGP-NN-CO_05405
CL5895Contig1	HCGP-NN-CO_05406
CL5896Contig1	HCGP-NN-CO_05407
CL5897Contig1	HCGP-NN-CO_05408
CL5898Contig1	HCGP-NN-CO_05409
CL5899Contig1	HCGP-NN-CO_05410
CL589Contig1	HCGP-NN-CO_05411
CL58Contig1	HCGP-NN-CO_05412
CL58Contig2	HCGP-NN-CO_05413
CL5900Contig1	HCGP-NN-CO_05414
CL5901Contig1	HCGP-NN-CO_05415
CL5902Contig1	HCGP-NN-CO_05416
CL5903Contig1	HCGP-NN-CO_05417
CL5904Contig1	HCGP-NN-CO_05418
CL5905Contig1	HCGP-NN-CO_05419
CL5906Contig1	HCGP-NN-CO_05420
CL5907Contig1	HCGP-NN-CO_05421
CL5909Contig1	HCGP-NN-CO_05422
CL590Contig1	HCGP-NN-CO_05423
CL5910Contig1	HCGP-NN-CO_05424
CL5911Contig1	HCGP-NN-CO_05425
CL5912Contig1	HCGP-NN-CO_05426
CL5913Contig1	HCGP-NN-CO_05427
CL5914Contig1	HCGP-NN-CO_05428
CL5915Contig1	HCGP-NN-CO_05429
CL5916Contig1	HCGP-NN-CO_05430
CL5917Contig1	HCGP-NN-CO_05431
CL5918Contig1	HCGP-NN-CO_05432
CL5919Contig1	HCGP-NN-CO_05433
CL591Contig1	HCGP-NN-CO_05434
CL5920Contig1	HCGP-NN-CO_05435
CL5921Contig1	HCGP-NN-CO_05436
CL5922Contig1	HCGP-NN-CO_05437
CL5923Contig1	HCGP-NN-CO_05438
CL5924Contig1	HCGP-NN-CO_05439
CL5925Contig1	HCGP-NN-CO_05440
CL5926Contig1	HCGP-NN-CO_05441
CL5927Contig1	HCGP-NN-CO_05442
CL5928Contig1	HCGP-NN-CO_05443
CL5929Contig1	HCGP-NN-CO_05444
CL592Contig1	HCGP-NN-CO_05445
CL5930Contig1	HCGP-NN-CO_05446
CL5931Contig1	HCGP-NN-CO_05447
CL5932Contig1	HCGP-NN-CO_05448
CL5933Contig1	HCGP-NN-CO_05449
CL5934Contig1	HCGP-NN-CO_05450
CL5935Contig1	HCGP-NN-CO_05451
CL5936Contig1	HCGP-NN-CO_05452
CL5937Contig1	HCGP-NN-CO_05453
CL5938Contig1	HCGP-NN-CO_05454
CL5939Contig1	HCGP-NN-CO_05455
CL593Contig1	HCGP-NN-CO_05456
CL5940Contig1	HCGP-NN-CO_05457
CL5941Contig1	HCGP-NN-CO_05458
CL5942Contig1	HCGP-NN-CO_05459
CL5943Contig1	HCGP-NN-CO_05460
CL5944Contig1	HCGP-NN-CO_05461
CL5945Contig1	HCGP-NN-CO_05462
CL5946Contig1	HCGP-NN-CO_05463
CL5947Contig1	HCGP-NN-CO_05464
CL5948Contig1	HCGP-NN-CO_05465
CL5949Contig1	HCGP-NN-CO_05466
CL594Contig1	HCGP-NN-CO_05467
CL5950Contig1	HCGP-NN-CO_05468
CL5951Contig1	HCGP-NN-CO_05469
CL5952Contig1	HCGP-NN-CO_05470
CL5953Contig1	HCGP-NN-CO_05471
CL5954Contig1	HCGP-NN-CO_05472
CL5955Contig1	HCGP-NN-CO_05473
CL5958Contig1	HCGP-NN-CO_05474
CL5959Contig1	HCGP-NN-CO_05475
CL595Contig1	HCGP-NN-CO_05476
CL5960Contig1	HCGP-NN-CO_05477
CL5961Contig1	HCGP-NN-CO_05478
CL5962Contig1	HCGP-NN-CO_05479
CL5963Contig1	HCGP-NN-CO_05480
CL5964Contig1	HCGP-NN-CO_05481
CL5965Contig1	HCGP-NN-CO_05482
CL5966Contig1	HCGP-NN-CO_05483
CL5967Contig1	HCGP-NN-CO_05484
CL5968Contig1	HCGP-NN-CO_05485
CL5969Contig1	HCGP-NN-CO_05486
CL596Contig1	HCGP-NN-CO_05487
CL5970Contig1	HCGP-NN-CO_05488
CL5971Contig1	HCGP-NN-CO_05489
CL5972Contig1	HCGP-NN-CO_05490
CL5973Contig1	HCGP-NN-CO_05491
CL5974Contig1	HCGP-NN-CO_05492
CL5975Contig1	HCGP-NN-CO_05493
CL5976Contig1	HCGP-NN-CO_05494
CL5977Contig1	HCGP-NN-CO_05495
CL5978Contig1	HCGP-NN-CO_05496
CL5979Contig1	HCGP-NN-CO_05497
CL597Contig1	HCGP-NN-CO_05498
CL5980Contig1	HCGP-NN-CO_05499
CL5981Contig1	HCGP-NN-CO_05500
CL5982Contig1	HCGP-NN-CO_05501
CL5983Contig1	HCGP-NN-CO_05502
CL5984Contig1	HCGP-NN-CO_05503
CL5985Contig1	HCGP-NN-CO_05504
CL5986Contig1	HCGP-NN-CO_05505
CL5987Contig1	HCGP-NN-CO_05506
CL5988Contig1	HCGP-NN-CO_05507
CL598Contig1	HCGP-NN-CO_05508
CL5990Contig1	HCGP-NN-CO_05509
CL5991Contig1	HCGP-NN-CO_05510
CL5992Contig1	HCGP-NN-CO_05511
CL5993Contig1	HCGP-NN-CO_05512
CL5994Contig1	HCGP-NN-CO_05513
CL5995Contig1	HCGP-NN-CO_05514
CL5996Contig1	HCGP-NN-CO_05515
CL5997Contig1	HCGP-NN-CO_05516
CL5998Contig1	HCGP-NN-CO_05517
CL5999Contig1	HCGP-NN-CO_05518
CL599Contig1	HCGP-NN-CO_05519
CL59Contig1	HCGP-NN-CO_05520
CL5Contig1	HCGP-NN-CO_05521
CL5Contig10	HCGP-NN-CO_05522
CL5Contig11	HCGP-NN-CO_05523
CL5Contig12	HCGP-NN-CO_05524
CL5Contig2	HCGP-NN-CO_05525
CL5Contig3	HCGP-NN-CO_05526
CL5Contig4	HCGP-NN-CO_05527
CL5Contig5	HCGP-NN-CO_05528
CL5Contig6	HCGP-NN-CO_05529
CL5Contig7	HCGP-NN-CO_05530
CL5Contig8	HCGP-NN-CO_05531
CL5Contig9	HCGP-NN-CO_05532
CL6000Contig1	HCGP-NN-CO_05533
CL6001Contig1	HCGP-NN-CO_05534
CL6002Contig1	HCGP-NN-CO_05535
CL6003Contig1	HCGP-NN-CO_05536
CL6004Contig1	HCGP-NN-CO_05537
CL6005Contig1	HCGP-NN-CO_05538
CL6006Contig1	HCGP-NN-CO_05539
CL6007Contig1	HCGP-NN-CO_05540
CL6009Contig1	HCGP-NN-CO_05541
CL600Contig1	HCGP-NN-CO_05542
CL6010Contig1	HCGP-NN-CO_05543
CL6011Contig1	HCGP-NN-CO_05544
CL6012Contig1	HCGP-NN-CO_05545
CL6013Contig1	HCGP-NN-CO_05546
CL6014Contig1	HCGP-NN-CO_05547
CL6015Contig1	HCGP-NN-CO_05548
CL6016Contig1	HCGP-NN-CO_05549
CL6017Contig1	HCGP-NN-CO_05550
CL6018Contig1	HCGP-NN-CO_05551
CL6019Contig1	HCGP-NN-CO_05552
CL601Contig1	HCGP-NN-CO_05553
CL6020Contig1	HCGP-NN-CO_05554
CL6021Contig1	HCGP-NN-CO_05555
CL6022Contig1	HCGP-NN-CO_05556
CL6023Contig1	HCGP-NN-CO_05557
CL6024Contig1	HCGP-NN-CO_05558
CL6025Contig1	HCGP-NN-CO_05559
CL6026Contig1	HCGP-NN-CO_05560
CL6027Contig1	HCGP-NN-CO_05561
CL6028Contig1	HCGP-NN-CO_05562
CL6029Contig1	HCGP-NN-CO_05563
CL602Contig1	HCGP-NN-CO_05564
CL6030Contig1	HCGP-NN-CO_05565
CL6031Contig1	HCGP-NN-CO_05566
CL6032Contig1	HCGP-NN-CO_05567
CL6033Contig1	HCGP-NN-CO_05568
CL6034Contig1	HCGP-NN-CO_05569
CL6036Contig1	HCGP-NN-CO_05570
CL6037Contig1	HCGP-NN-CO_05571
CL6038Contig1	HCGP-NN-CO_05572
CL6039Contig1	HCGP-NN-CO_05573
CL603Contig1	HCGP-NN-CO_05574
CL6040Contig1	HCGP-NN-CO_05575
CL6041Contig1	HCGP-NN-CO_05576
CL6042Contig1	HCGP-NN-CO_05577
CL6043Contig1	HCGP-NN-CO_05578
CL6044Contig1	HCGP-NN-CO_05579
CL6045Contig1	HCGP-NN-CO_05580
CL6046Contig1	HCGP-NN-CO_05581
CL6047Contig1	HCGP-NN-CO_05582
CL6049Contig1	HCGP-NN-CO_05583
CL6050Contig1	HCGP-NN-CO_05584
CL6051Contig1	HCGP-NN-CO_05585
CL6052Contig1	HCGP-NN-CO_05586
CL6053Contig1	HCGP-NN-CO_05587
CL6054Contig1	HCGP-NN-CO_05588
CL6055Contig1	HCGP-NN-CO_05589
CL6057Contig1	HCGP-NN-CO_05590
CL6058Contig1	HCGP-NN-CO_05591
CL6059Contig1	HCGP-NN-CO_05592
CL605Contig1	HCGP-NN-CO_05593
CL6060Contig1	HCGP-NN-CO_05594
CL6061Contig1	HCGP-NN-CO_05595
CL6062Contig1	HCGP-NN-CO_05596
CL6063Contig1	HCGP-NN-CO_05597
CL6064Contig1	HCGP-NN-CO_05598
CL6065Contig1	HCGP-NN-CO_05599
CL6066Contig1	HCGP-NN-CO_05600
CL6067Contig1	HCGP-NN-CO_05601
CL6068Contig1	HCGP-NN-CO_05602
CL6069Contig1	HCGP-NN-CO_05603
CL606Contig1	HCGP-NN-CO_05604
CL6070Contig1	HCGP-NN-CO_05605
CL6071Contig1	HCGP-NN-CO_05606
CL6072Contig1	HCGP-NN-CO_05607
CL6073Contig1	HCGP-NN-CO_05608
CL6074Contig1	HCGP-NN-CO_05609
CL6075Contig1	HCGP-NN-CO_05610
CL6076Contig1	HCGP-NN-CO_05611
CL6077Contig1	HCGP-NN-CO_05612
CL6079Contig1	HCGP-NN-CO_05613
CL607Contig1	HCGP-NN-CO_05614
CL6080Contig1	HCGP-NN-CO_05615
CL6081Contig1	HCGP-NN-CO_05616
CL6082Contig1	HCGP-NN-CO_05617
CL6083Contig1	HCGP-NN-CO_05618
CL6084Contig1	HCGP-NN-CO_05619
CL6085Contig1	HCGP-NN-CO_05620
CL6086Contig1	HCGP-NN-CO_05621
CL6087Contig1	HCGP-NN-CO_05622
CL6088Contig1	HCGP-NN-CO_05623
CL6089Contig1	HCGP-NN-CO_05624
CL608Contig1	HCGP-NN-CO_05625
CL6090Contig1	HCGP-NN-CO_05626
CL6091Contig1	HCGP-NN-CO_05627
CL6092Contig1	HCGP-NN-CO_05628
CL6093Contig1	HCGP-NN-CO_05629
CL6095Contig1	HCGP-NN-CO_05630
CL6096Contig1	HCGP-NN-CO_05631
CL6097Contig1	HCGP-NN-CO_05632
CL6098Contig1	HCGP-NN-CO_05633
CL6099Contig1	HCGP-NN-CO_05634
CL609Contig1	HCGP-NN-CO_05635
CL60Contig1	HCGP-NN-CO_05636
CL6101Contig1	HCGP-NN-CO_05637
CL6102Contig1	HCGP-NN-CO_05638
CL6103Contig1	HCGP-NN-CO_05639
CL6104Contig1	HCGP-NN-CO_05640
CL6105Contig1	HCGP-NN-CO_05641
CL6106Contig1	HCGP-NN-CO_05642
CL6108Contig1	HCGP-NN-CO_05643
CL6109Contig1	HCGP-NN-CO_05644
CL610Contig1	HCGP-NN-CO_05645
CL6110Contig1	HCGP-NN-CO_05646
CL6111Contig1	HCGP-NN-CO_05647
CL6112Contig1	HCGP-NN-CO_05648
CL6113Contig1	HCGP-NN-CO_05649
CL6114Contig1	HCGP-NN-CO_05650
CL6115Contig1	HCGP-NN-CO_05651
CL6116Contig1	HCGP-NN-CO_05652
CL6117Contig1	HCGP-NN-CO_05653
CL6118Contig1	HCGP-NN-CO_05654
CL6119Contig1	HCGP-NN-CO_05655
CL611Contig1	HCGP-NN-CO_05656
CL611Contig2	HCGP-NN-CO_05657
CL6120Contig1	HCGP-NN-CO_05658
CL6122Contig1	HCGP-NN-CO_05659
CL6123Contig1	HCGP-NN-CO_05660
CL6124Contig1	HCGP-NN-CO_05661
CL6125Contig1	HCGP-NN-CO_05662
CL6126Contig1	HCGP-NN-CO_05663
CL6127Contig1	HCGP-NN-CO_05664
CL6128Contig1	HCGP-NN-CO_05665
CL6129Contig1	HCGP-NN-CO_05666
CL612Contig1	HCGP-NN-CO_05667
CL6130Contig1	HCGP-NN-CO_05668
CL6131Contig1	HCGP-NN-CO_05669
CL6132Contig1	HCGP-NN-CO_05670
CL6133Contig1	HCGP-NN-CO_05671
CL6134Contig1	HCGP-NN-CO_05672
CL6135Contig1	HCGP-NN-CO_05673
CL6136Contig1	HCGP-NN-CO_05674
CL6138Contig1	HCGP-NN-CO_05675
CL6139Contig1	HCGP-NN-CO_05676
CL613Contig1	HCGP-NN-CO_05677
CL6140Contig1	HCGP-NN-CO_05678
CL6141Contig1	HCGP-NN-CO_05679
CL6142Contig1	HCGP-NN-CO_05680
CL6144Contig1	HCGP-NN-CO_05681
CL6146Contig1	HCGP-NN-CO_05682
CL6147Contig1	HCGP-NN-CO_05683
CL6148Contig1	HCGP-NN-CO_05684
CL6149Contig1	HCGP-NN-CO_05685
CL614Contig1	HCGP-NN-CO_05686
CL614Contig2	HCGP-NN-CO_05687
CL6150Contig1	HCGP-NN-CO_05688
CL6151Contig1	HCGP-NN-CO_05689
CL6153Contig1	HCGP-NN-CO_05690
CL6154Contig1	HCGP-NN-CO_05691
CL6155Contig1	HCGP-NN-CO_05692
CL6156Contig1	HCGP-NN-CO_05693
CL6157Contig1	HCGP-NN-CO_05694
CL6158Contig1	HCGP-NN-CO_05695
CL6159Contig1	HCGP-NN-CO_05696
CL615Contig1	HCGP-NN-CO_05697
CL6160Contig1	HCGP-NN-CO_05698
CL6161Contig1	HCGP-NN-CO_05699
CL6164Contig1	HCGP-NN-CO_05700
CL6165Contig1	HCGP-NN-CO_05701
CL6166Contig1	HCGP-NN-CO_05702
CL6167Contig1	HCGP-NN-CO_05703
CL6168Contig1	HCGP-NN-CO_05704
CL6169Contig1	HCGP-NN-CO_05705
CL616Contig1	HCGP-NN-CO_05706
CL616Contig2	HCGP-NN-CO_05707
CL6170Contig1	HCGP-NN-CO_05708
CL6171Contig1	HCGP-NN-CO_05709
CL6172Contig1	HCGP-NN-CO_05710
CL6174Contig1	HCGP-NN-CO_05711
CL6175Contig1	HCGP-NN-CO_05712
CL6176Contig1	HCGP-NN-CO_05713
CL6177Contig1	HCGP-NN-CO_05714
CL6178Contig1	HCGP-NN-CO_05715
CL6179Contig1	HCGP-NN-CO_05716
CL6180Contig1	HCGP-NN-CO_05717
CL6181Contig1	HCGP-NN-CO_05718
CL6182Contig1	HCGP-NN-CO_05719
CL6183Contig1	HCGP-NN-CO_05720
CL6184Contig1	HCGP-NN-CO_05721
CL6185Contig1	HCGP-NN-CO_05722
CL6186Contig1	HCGP-NN-CO_05723
CL6187Contig1	HCGP-NN-CO_05724
CL6188Contig1	HCGP-NN-CO_05725
CL6189Contig1	HCGP-NN-CO_05726
CL618Contig1	HCGP-NN-CO_05727
CL6190Contig1	HCGP-NN-CO_05728
CL6191Contig1	HCGP-NN-CO_05729
CL6192Contig1	HCGP-NN-CO_05730
CL6193Contig1	HCGP-NN-CO_05731
CL6194Contig1	HCGP-NN-CO_05732
CL6196Contig1	HCGP-NN-CO_05733
CL6197Contig1	HCGP-NN-CO_05734
CL6198Contig1	HCGP-NN-CO_05735
CL6199Contig1	HCGP-NN-CO_05736
CL619Contig1	HCGP-NN-CO_05737
CL61Contig1	HCGP-NN-CO_05738
CL6200Contig1	HCGP-NN-CO_05739
CL6201Contig1	HCGP-NN-CO_05740
CL6202Contig1	HCGP-NN-CO_05741
CL6203Contig1	HCGP-NN-CO_05742
CL6204Contig1	HCGP-NN-CO_05743
CL6205Contig1	HCGP-NN-CO_05744
CL6206Contig1	HCGP-NN-CO_05745
CL6207Contig1	HCGP-NN-CO_05746
CL6208Contig1	HCGP-NN-CO_05747
CL620Contig1	HCGP-NN-CO_05748
CL6210Contig1	HCGP-NN-CO_05749
CL6212Contig1	HCGP-NN-CO_05750
CL6213Contig1	HCGP-NN-CO_05751
CL6214Contig1	HCGP-NN-CO_05752
CL6215Contig1	HCGP-NN-CO_05753
CL6216Contig1	HCGP-NN-CO_05754
CL6217Contig1	HCGP-NN-CO_05755
CL6218Contig1	HCGP-NN-CO_05756
CL621Contig1	HCGP-NN-CO_05757
CL6220Contig1	HCGP-NN-CO_05758
CL6221Contig1	HCGP-NN-CO_05759
CL6222Contig1	HCGP-NN-CO_05760
CL6223Contig1	HCGP-NN-CO_05761
CL6224Contig1	HCGP-NN-CO_05762
CL6225Contig1	HCGP-NN-CO_05763
CL6226Contig1	HCGP-NN-CO_05764
CL6227Contig1	HCGP-NN-CO_05765
CL6228Contig1	HCGP-NN-CO_05766
CL6229Contig1	HCGP-NN-CO_05767
CL622Contig1	HCGP-NN-CO_05768
CL6231Contig1	HCGP-NN-CO_05769
CL6232Contig1	HCGP-NN-CO_05770
CL6233Contig1	HCGP-NN-CO_05771
CL6234Contig1	HCGP-NN-CO_05772
CL6235Contig1	HCGP-NN-CO_05773
CL6237Contig1	HCGP-NN-CO_05774
CL6239Contig1	HCGP-NN-CO_05775
CL623Contig1	HCGP-NN-CO_05776
CL6241Contig1	HCGP-NN-CO_05777
CL6242Contig1	HCGP-NN-CO_05778
CL6243Contig1	HCGP-NN-CO_05779
CL6244Contig1	HCGP-NN-CO_05780
CL6245Contig1	HCGP-NN-CO_05781
CL6247Contig1	HCGP-NN-CO_05782
CL6248Contig1	HCGP-NN-CO_05783
CL6249Contig1	HCGP-NN-CO_05784
CL624Contig1	HCGP-NN-CO_05785
CL6250Contig1	HCGP-NN-CO_05786
CL6251Contig1	HCGP-NN-CO_05787
CL6252Contig1	HCGP-NN-CO_05788
CL6253Contig1	HCGP-NN-CO_05789
CL6254Contig1	HCGP-NN-CO_05790
CL6255Contig1	HCGP-NN-CO_05791
CL6256Contig1	HCGP-NN-CO_05792
CL6257Contig1	HCGP-NN-CO_05793
CL6258Contig1	HCGP-NN-CO_05794
CL6259Contig1	HCGP-NN-CO_05795
CL625Contig1	HCGP-NN-CO_05796
CL6260Contig1	HCGP-NN-CO_05797
CL6261Contig1	HCGP-NN-CO_05798
CL6262Contig1	HCGP-NN-CO_05799
CL6263Contig1	HCGP-NN-CO_05800
CL6264Contig1	HCGP-NN-CO_05801
CL6265Contig1	HCGP-NN-CO_05802
CL6266Contig1	HCGP-NN-CO_05803
CL6267Contig1	HCGP-NN-CO_05804
CL6268Contig1	HCGP-NN-CO_05805
CL6269Contig1	HCGP-NN-CO_05806
CL626Contig1	HCGP-NN-CO_05807
CL6270Contig1	HCGP-NN-CO_05808
CL6271Contig1	HCGP-NN-CO_05809
CL6272Contig1	HCGP-NN-CO_05810
CL6273Contig1	HCGP-NN-CO_05811
CL6275Contig1	HCGP-NN-CO_05812
CL6278Contig1	HCGP-NN-CO_05813
CL6279Contig1	HCGP-NN-CO_05814
CL627Contig1	HCGP-NN-CO_05815
CL6280Contig1	HCGP-NN-CO_05816
CL6281Contig1	HCGP-NN-CO_05817
CL6283Contig1	HCGP-NN-CO_05818
CL6284Contig1	HCGP-NN-CO_05819
CL6286Contig1	HCGP-NN-CO_05820
CL6287Contig1	HCGP-NN-CO_05821
CL6288Contig1	HCGP-NN-CO_05822
CL6289Contig1	HCGP-NN-CO_05823
CL628Contig1	HCGP-NN-CO_05824
CL6290Contig1	HCGP-NN-CO_05825
CL6291Contig1	HCGP-NN-CO_05826
CL6292Contig1	HCGP-NN-CO_05827
CL6293Contig1	HCGP-NN-CO_05828
CL6294Contig1	HCGP-NN-CO_05829
CL6295Contig1	HCGP-NN-CO_05830
CL6296Contig1	HCGP-NN-CO_05831
CL6297Contig1	HCGP-NN-CO_05832
CL6298Contig1	HCGP-NN-CO_05833
CL6299Contig1	HCGP-NN-CO_05834
CL629Contig1	HCGP-NN-CO_05835
CL62Contig1	HCGP-NN-CO_05836
CL6300Contig1	HCGP-NN-CO_05837
CL6302Contig1	HCGP-NN-CO_05838
CL6303Contig1	HCGP-NN-CO_05839
CL6304Contig1	HCGP-NN-CO_05840
CL6305Contig1	HCGP-NN-CO_05841
CL6306Contig1	HCGP-NN-CO_05842
CL6307Contig1	HCGP-NN-CO_05843
CL6308Contig1	HCGP-NN-CO_05844
CL6309Contig1	HCGP-NN-CO_05845
CL630Contig1	HCGP-NN-CO_05846
CL630Contig2	HCGP-NN-CO_05847
CL6310Contig1	HCGP-NN-CO_05848
CL6311Contig1	HCGP-NN-CO_05849
CL6312Contig1	HCGP-NN-CO_05850
CL6313Contig1	HCGP-NN-CO_05851
CL6314Contig1	HCGP-NN-CO_05852
CL6316Contig1	HCGP-NN-CO_05853
CL6317Contig1	HCGP-NN-CO_05854
CL6318Contig1	HCGP-NN-CO_05855
CL6319Contig1	HCGP-NN-CO_05856
CL631Contig1	HCGP-NN-CO_05857
CL6320Contig1	HCGP-NN-CO_05858
CL6321Contig1	HCGP-NN-CO_05859
CL6322Contig1	HCGP-NN-CO_05860
CL6323Contig1	HCGP-NN-CO_05861
CL6324Contig1	HCGP-NN-CO_05862
CL6325Contig1	HCGP-NN-CO_05863
CL6326Contig1	HCGP-NN-CO_05864
CL6327Contig1	HCGP-NN-CO_05865
CL6328Contig1	HCGP-NN-CO_05866
CL632Contig1	HCGP-NN-CO_05867
CL6330Contig1	HCGP-NN-CO_05868
CL6331Contig1	HCGP-NN-CO_05869
CL6332Contig1	HCGP-NN-CO_05870
CL6333Contig1	HCGP-NN-CO_05871
CL6334Contig1	HCGP-NN-CO_05872
CL6336Contig1	HCGP-NN-CO_05873
CL6337Contig1	HCGP-NN-CO_05874
CL6338Contig1	HCGP-NN-CO_05875
CL6339Contig1	HCGP-NN-CO_05876
CL633Contig1	HCGP-NN-CO_05877
CL6340Contig1	HCGP-NN-CO_05878
CL6341Contig1	HCGP-NN-CO_05879
CL6342Contig1	HCGP-NN-CO_05880
CL6343Contig1	HCGP-NN-CO_05881
CL6344Contig1	HCGP-NN-CO_05882
CL6345Contig1	HCGP-NN-CO_05883
CL6346Contig1	HCGP-NN-CO_05884
CL6347Contig1	HCGP-NN-CO_05885
CL6349Contig1	HCGP-NN-CO_05886
CL634Contig1	HCGP-NN-CO_05887
CL6350Contig1	HCGP-NN-CO_05888
CL6352Contig1	HCGP-NN-CO_05889
CL6353Contig1	HCGP-NN-CO_05890
CL6354Contig1	HCGP-NN-CO_05891
CL6355Contig1	HCGP-NN-CO_05892
CL6356Contig1	HCGP-NN-CO_05893
CL6357Contig1	HCGP-NN-CO_05894
CL6358Contig1	HCGP-NN-CO_05895
CL6359Contig1	HCGP-NN-CO_05896
CL635Contig1	HCGP-NN-CO_05897
CL6360Contig1	HCGP-NN-CO_05898
CL6361Contig1	HCGP-NN-CO_05899
CL6362Contig1	HCGP-NN-CO_05900
CL6363Contig1	HCGP-NN-CO_05901
CL6364Contig1	HCGP-NN-CO_05902
CL6365Contig1	HCGP-NN-CO_05903
CL6366Contig1	HCGP-NN-CO_05904
CL6369Contig1	HCGP-NN-CO_05905
CL636Contig1	HCGP-NN-CO_05906
CL6371Contig1	HCGP-NN-CO_05907
CL6372Contig1	HCGP-NN-CO_05908
CL6375Contig1	HCGP-NN-CO_05909
CL6376Contig1	HCGP-NN-CO_05910
CL6377Contig1	HCGP-NN-CO_05911
CL6378Contig1	HCGP-NN-CO_05912
CL6379Contig1	HCGP-NN-CO_05913
CL637Contig1	HCGP-NN-CO_05914
CL6381Contig1	HCGP-NN-CO_05915
CL6382Contig1	HCGP-NN-CO_05916
CL6383Contig1	HCGP-NN-CO_05917
CL6384Contig1	HCGP-NN-CO_05918
CL6385Contig1	HCGP-NN-CO_05919
CL6386Contig1	HCGP-NN-CO_05920
CL6387Contig1	HCGP-NN-CO_05921
CL6388Contig1	HCGP-NN-CO_05922
CL6389Contig1	HCGP-NN-CO_05923
CL638Contig1	HCGP-NN-CO_05924
CL638Contig2	HCGP-NN-CO_05925
CL6390Contig1	HCGP-NN-CO_05926
CL6391Contig1	HCGP-NN-CO_05927
CL6394Contig1	HCGP-NN-CO_05928
CL6395Contig1	HCGP-NN-CO_05929
CL6396Contig1	HCGP-NN-CO_05930
CL6397Contig1	HCGP-NN-CO_05931
CL6398Contig1	HCGP-NN-CO_05932
CL6399Contig1	HCGP-NN-CO_05933
CL639Contig1	HCGP-NN-CO_05934
CL63Contig1	HCGP-NN-CO_05935
CL6400Contig1	HCGP-NN-CO_05936
CL6401Contig1	HCGP-NN-CO_05937
CL6402Contig1	HCGP-NN-CO_05938
CL6403Contig1	HCGP-NN-CO_05939
CL6404Contig1	HCGP-NN-CO_05940
CL6405Contig1	HCGP-NN-CO_05941
CL6406Contig1	HCGP-NN-CO_05942
CL6407Contig1	HCGP-NN-CO_05943
CL6408Contig1	HCGP-NN-CO_05944
CL6409Contig1	HCGP-NN-CO_05945
CL640Contig1	HCGP-NN-CO_05946
CL6410Contig1	HCGP-NN-CO_05947
CL6411Contig1	HCGP-NN-CO_05948
CL6412Contig1	HCGP-NN-CO_05949
CL6415Contig1	HCGP-NN-CO_05950
CL6416Contig1	HCGP-NN-CO_05951
CL6417Contig1	HCGP-NN-CO_05952
CL6418Contig1	HCGP-NN-CO_05953
CL6419Contig1	HCGP-NN-CO_05954
CL641Contig1	HCGP-NN-CO_05955
CL6420Contig1	HCGP-NN-CO_05956
CL6423Contig1	HCGP-NN-CO_05957
CL6424Contig1	HCGP-NN-CO_05958
CL6425Contig1	HCGP-NN-CO_05959
CL6426Contig1	HCGP-NN-CO_05960
CL6427Contig1	HCGP-NN-CO_05961
CL6428Contig1	HCGP-NN-CO_05962
CL6429Contig1	HCGP-NN-CO_05963
CL642Contig1	HCGP-NN-CO_05964
CL6430Contig1	HCGP-NN-CO_05965
CL6431Contig1	HCGP-NN-CO_05966
CL6433Contig1	HCGP-NN-CO_05967
CL6434Contig1	HCGP-NN-CO_05968
CL6435Contig1	HCGP-NN-CO_05969
CL6436Contig1	HCGP-NN-CO_05970
CL6437Contig1	HCGP-NN-CO_05971
CL6439Contig1	HCGP-NN-CO_05972
CL643Contig1	HCGP-NN-CO_05973
CL6440Contig1	HCGP-NN-CO_05974
CL6441Contig1	HCGP-NN-CO_05975
CL6442Contig1	HCGP-NN-CO_05976
CL6443Contig1	HCGP-NN-CO_05977
CL6445Contig1	HCGP-NN-CO_05978
CL6446Contig1	HCGP-NN-CO_05979
CL6447Contig1	HCGP-NN-CO_05980
CL6448Contig1	HCGP-NN-CO_05981
CL6449Contig1	HCGP-NN-CO_05982
CL644Contig1	HCGP-NN-CO_05983
CL6450Contig1	HCGP-NN-CO_05984
CL6451Contig1	HCGP-NN-CO_05985
CL6452Contig1	HCGP-NN-CO_05986
CL6453Contig1	HCGP-NN-CO_05987
CL6454Contig1	HCGP-NN-CO_05988
CL6456Contig1	HCGP-NN-CO_05989
CL6457Contig1	HCGP-NN-CO_05990
CL6458Contig1	HCGP-NN-CO_05991
CL6459Contig1	HCGP-NN-CO_05992
CL645Contig1	HCGP-NN-CO_05993
CL645Contig2	HCGP-NN-CO_05994
CL645Contig3	HCGP-NN-CO_05995
CL6460Contig1	HCGP-NN-CO_05996
CL6461Contig1	HCGP-NN-CO_05997
CL6464Contig1	HCGP-NN-CO_05998
