#TGICL_NAME	CONTIG_NAME
CL978Contig1	HCGP-FN-CO_01866
CL979Contig1	HCGP-FN-CO_01867
CL97Contig1	HCGP-FN-CO_01868
CL980Contig1	HCGP-FN-CO_01869
CL981Contig1	HCGP-FN-CO_01870
CL982Contig1	HCGP-FN-CO_01871
CL984Contig1	HCGP-FN-CO_01872
CL985Contig1	HCGP-FN-CO_01873
CL986Contig1	HCGP-FN-CO_01874
CL987Contig1	HCGP-FN-CO_01875
CL988Contig1	HCGP-FN-CO_01876
CL989Contig1	HCGP-FN-CO_01877
CL98Contig1	HCGP-FN-CO_01878
CL990Contig1	HCGP-FN-CO_01879
CL992Contig1	HCGP-FN-CO_01880
CL994Contig1	HCGP-FN-CO_01881
CL995Contig1	HCGP-FN-CO_01882
CL996Contig1	HCGP-FN-CO_01883
CL997Contig1	HCGP-FN-CO_01884
CL998Contig1	HCGP-FN-CO_01885
CL999Contig1	HCGP-FN-CO_01886
CL99Contig1	HCGP-FN-CO_01887
CL9Contig1	HCGP-FN-CO_01888
