#TGICL_NAME	CONTIG_NAME
CL2473Contig1	HCGP-NT-CO_01842
CL2474Contig1	HCGP-NT-CO_01843
CL2475Contig1	HCGP-NT-CO_01844
CL2476Contig1	HCGP-NT-CO_01845
CL247Contig1	HCGP-NT-CO_01846
CL2481Contig1	HCGP-NT-CO_01847
CL2482Contig1	HCGP-NT-CO_01848
CL2483Contig1	HCGP-NT-CO_01849
CL2485Contig1	HCGP-NT-CO_01850
CL2487Contig1	HCGP-NT-CO_01851
CL2488Contig1	HCGP-NT-CO_01852
CL2489Contig1	HCGP-NT-CO_01853
CL248Contig1	HCGP-NT-CO_01854
CL2490Contig1	HCGP-NT-CO_01855
CL2492Contig1	HCGP-NT-CO_01856
CL2493Contig1	HCGP-NT-CO_01857
CL2494Contig1	HCGP-NT-CO_01858
CL2495Contig1	HCGP-NT-CO_01859
CL2496Contig1	HCGP-NT-CO_01860
CL2497Contig1	HCGP-NT-CO_01861
CL2498Contig1	HCGP-NT-CO_01862
CL2499Contig1	HCGP-NT-CO_01863
CL249Contig1	HCGP-NT-CO_01864
CL24Contig1	HCGP-NT-CO_01865
CL2500Contig1	HCGP-NT-CO_01866
CL2504Contig1	HCGP-NT-CO_01867
CL2505Contig1	HCGP-NT-CO_01868
CL2506Contig1	HCGP-NT-CO_01869
CL2507Contig1	HCGP-NT-CO_01870
CL2508Contig1	HCGP-NT-CO_01871
CL2509Contig1	HCGP-NT-CO_01872
CL250Contig1	HCGP-NT-CO_01873
CL2510Contig1	HCGP-NT-CO_01874
CL2511Contig1	HCGP-NT-CO_01875
CL2512Contig1	HCGP-NT-CO_01876
CL2513Contig1	HCGP-NT-CO_01877
CL2514Contig1	HCGP-NT-CO_01878
CL2517Contig1	HCGP-NT-CO_01879
CL2518Contig1	HCGP-NT-CO_01880
CL2519Contig1	HCGP-NT-CO_01881
CL251Contig1	HCGP-NT-CO_01882
CL2520Contig1	HCGP-NT-CO_01883
CL2521Contig1	HCGP-NT-CO_01884
CL2522Contig1	HCGP-NT-CO_01885
CL2523Contig1	HCGP-NT-CO_01886
CL2524Contig1	HCGP-NT-CO_01887
CL2525Contig1	HCGP-NT-CO_01888
CL2526Contig1	HCGP-NT-CO_01889
CL2528Contig1	HCGP-NT-CO_01890
CL2529Contig1	HCGP-NT-CO_01891
CL252Contig1	HCGP-NT-CO_01892
CL252Contig2	HCGP-NT-CO_01893
CL2530Contig1	HCGP-NT-CO_01894
CL2531Contig1	HCGP-NT-CO_01895
CL2532Contig1	HCGP-NT-CO_01896
CL2533Contig1	HCGP-NT-CO_01897
CL2535Contig1	HCGP-NT-CO_01898
CL2536Contig1	HCGP-NT-CO_01899
CL2537Contig1	HCGP-NT-CO_01900
CL2538Contig1	HCGP-NT-CO_01901
CL2539Contig1	HCGP-NT-CO_01902
CL253Contig1	HCGP-NT-CO_01903
CL2540Contig1	HCGP-NT-CO_01904
CL2541Contig1	HCGP-NT-CO_01905
CL2542Contig1	HCGP-NT-CO_01906
CL2543Contig1	HCGP-NT-CO_01907
CL2544Contig1	HCGP-NT-CO_01908
CL2545Contig1	HCGP-NT-CO_01909
CL2546Contig1	HCGP-NT-CO_01910
CL2547Contig1	HCGP-NT-CO_01911
CL2548Contig1	HCGP-NT-CO_01912
CL2549Contig1	HCGP-NT-CO_01913
CL254Contig1	HCGP-NT-CO_01914
CL2550Contig1	HCGP-NT-CO_01915
CL2551Contig1	HCGP-NT-CO_01916
CL2552Contig1	HCGP-NT-CO_01917
CL2553Contig1	HCGP-NT-CO_01918
CL2554Contig1	HCGP-NT-CO_01919
CL2555Contig1	HCGP-NT-CO_01920
CL2556Contig1	HCGP-NT-CO_01921
CL2557Contig1	HCGP-NT-CO_01922
CL2558Contig1	HCGP-NT-CO_01923
CL2559Contig1	HCGP-NT-CO_01924
CL255Contig1	HCGP-NT-CO_01925
CL2560Contig1	HCGP-NT-CO_01926
CL2562Contig1	HCGP-NT-CO_01927
CL2563Contig1	HCGP-NT-CO_01928
CL2565Contig1	HCGP-NT-CO_01929
CL2566Contig1	HCGP-NT-CO_01930
CL2568Contig1	HCGP-NT-CO_01931
CL2569Contig1	HCGP-NT-CO_01932
CL256Contig1	HCGP-NT-CO_01933
CL2570Contig1	HCGP-NT-CO_01934
CL2572Contig1	HCGP-NT-CO_01935
CL2577Contig1	HCGP-NT-CO_01936
CL2578Contig1	HCGP-NT-CO_01937
CL2579Contig1	HCGP-NT-CO_01938
CL257Contig1	HCGP-NT-CO_01939
CL2580Contig1	HCGP-NT-CO_01940
CL2582Contig1	HCGP-NT-CO_01941
CL2583Contig1	HCGP-NT-CO_01942
CL2584Contig1	HCGP-NT-CO_01943
CL2586Contig1	HCGP-NT-CO_01944
CL2587Contig1	HCGP-NT-CO_01945
CL2588Contig1	HCGP-NT-CO_01946
CL2589Contig1	HCGP-NT-CO_01947
CL258Contig1	HCGP-NT-CO_01948
CL258Contig2	HCGP-NT-CO_01949
CL2590Contig1	HCGP-NT-CO_01950
CL2591Contig1	HCGP-NT-CO_01951
CL2592Contig1	HCGP-NT-CO_01952
CL2593Contig1	HCGP-NT-CO_01953
CL2594Contig1	HCGP-NT-CO_01954
CL2595Contig1	HCGP-NT-CO_01955
CL2597Contig1	HCGP-NT-CO_01956
CL2598Contig1	HCGP-NT-CO_01957
CL2599Contig1	HCGP-NT-CO_01958
CL259Contig1	HCGP-NT-CO_01959
CL25Contig1	HCGP-NT-CO_01960
CL2600Contig1	HCGP-NT-CO_01961
CL2601Contig1	HCGP-NT-CO_01962
CL2602Contig1	HCGP-NT-CO_01963
CL2603Contig1	HCGP-NT-CO_01964
CL2604Contig1	HCGP-NT-CO_01965
CL2605Contig1	HCGP-NT-CO_01966
CL2606Contig1	HCGP-NT-CO_01967
CL2607Contig1	HCGP-NT-CO_01968
CL2608Contig1	HCGP-NT-CO_01969
CL2609Contig1	HCGP-NT-CO_01970
CL260Contig1	HCGP-NT-CO_01971
CL2610Contig1	HCGP-NT-CO_01972
CL2611Contig1	HCGP-NT-CO_01973
CL2613Contig1	HCGP-NT-CO_01974
CL2615Contig1	HCGP-NT-CO_01975
CL2616Contig1	HCGP-NT-CO_01976
CL2618Contig1	HCGP-NT-CO_01977
CL2619Contig1	HCGP-NT-CO_01978
CL261Contig1	HCGP-NT-CO_01979
CL2620Contig1	HCGP-NT-CO_01980
CL2621Contig1	HCGP-NT-CO_01981
CL2622Contig1	HCGP-NT-CO_01982
CL2623Contig1	HCGP-NT-CO_01983
CL2624Contig1	HCGP-NT-CO_01984
CL2625Contig1	HCGP-NT-CO_01985
CL2626Contig1	HCGP-NT-CO_01986
CL2627Contig1	HCGP-NT-CO_01987
CL2628Contig1	HCGP-NT-CO_01988
CL2629Contig1	HCGP-NT-CO_01989
CL262Contig1	HCGP-NT-CO_01990
CL262Contig2	HCGP-NT-CO_01991
CL2630Contig1	HCGP-NT-CO_01992
CL2631Contig1	HCGP-NT-CO_01993
CL2632Contig1	HCGP-NT-CO_01994
CL2633Contig1	HCGP-NT-CO_01995
CL2634Contig1	HCGP-NT-CO_01996
CL2635Contig1	HCGP-NT-CO_01997
CL2636Contig1	HCGP-NT-CO_01998
CL2637Contig1	HCGP-NT-CO_01999
CL2638Contig1	HCGP-NT-CO_02000
CL2639Contig1	HCGP-NT-CO_02001
CL263Contig1	HCGP-NT-CO_02002
CL2640Contig1	HCGP-NT-CO_02003
CL2641Contig1	HCGP-NT-CO_02004
CL2642Contig1	HCGP-NT-CO_02005
CL2643Contig1	HCGP-NT-CO_02006
CL2644Contig1	HCGP-NT-CO_02007
CL2645Contig1	HCGP-NT-CO_02008
CL2646Contig1	HCGP-NT-CO_02009
CL2647Contig1	HCGP-NT-CO_02010
CL2648Contig1	HCGP-NT-CO_02011
CL2649Contig1	HCGP-NT-CO_02012
CL264Contig1	HCGP-NT-CO_02013
CL2650Contig1	HCGP-NT-CO_02014
CL2651Contig1	HCGP-NT-CO_02015
CL2654Contig1	HCGP-NT-CO_02016
CL2655Contig1	HCGP-NT-CO_02017
CL2659Contig1	HCGP-NT-CO_02018
CL265Contig1	HCGP-NT-CO_02019
CL2660Contig1	HCGP-NT-CO_02020
CL2661Contig1	HCGP-NT-CO_02021
CL2662Contig1	HCGP-NT-CO_02022
CL2663Contig1	HCGP-NT-CO_02023
CL2666Contig1	HCGP-NT-CO_02024
CL2667Contig1	HCGP-NT-CO_02025
CL2669Contig1	HCGP-NT-CO_02026
CL266Contig1	HCGP-NT-CO_02027
CL2670Contig1	HCGP-NT-CO_02028
CL2671Contig1	HCGP-NT-CO_02029
CL2672Contig1	HCGP-NT-CO_02030
CL2673Contig1	HCGP-NT-CO_02031
CL2674Contig1	HCGP-NT-CO_02032
CL2675Contig1	HCGP-NT-CO_02033
CL2676Contig1	HCGP-NT-CO_02034
CL2678Contig1	HCGP-NT-CO_02035
CL2679Contig1	HCGP-NT-CO_02036
CL267Contig1	HCGP-NT-CO_02037
CL2680Contig1	HCGP-NT-CO_02038
CL2681Contig1	HCGP-NT-CO_02039
CL2682Contig1	HCGP-NT-CO_02040
CL2683Contig1	HCGP-NT-CO_02041
CL2684Contig1	HCGP-NT-CO_02042
CL2685Contig1	HCGP-NT-CO_02043
CL2686Contig1	HCGP-NT-CO_02044
CL2688Contig1	HCGP-NT-CO_02045
CL2689Contig1	HCGP-NT-CO_02046
CL268Contig1	HCGP-NT-CO_02047
CL2691Contig1	HCGP-NT-CO_02048
CL2692Contig1	HCGP-NT-CO_02049
CL2693Contig1	HCGP-NT-CO_02050
CL2694Contig1	HCGP-NT-CO_02051
CL2695Contig1	HCGP-NT-CO_02052
CL2696Contig1	HCGP-NT-CO_02053
CL2697Contig1	HCGP-NT-CO_02054
CL2698Contig1	HCGP-NT-CO_02055
CL2699Contig1	HCGP-NT-CO_02056
CL269Contig1	HCGP-NT-CO_02057
CL26Contig1	HCGP-NT-CO_02058
CL2700Contig1	HCGP-NT-CO_02059
CL2701Contig1	HCGP-NT-CO_02060
CL2704Contig1	HCGP-NT-CO_02061
CL2705Contig1	HCGP-NT-CO_02062
CL2706Contig1	HCGP-NT-CO_02063
CL2708Contig1	HCGP-NT-CO_02064
CL2709Contig1	HCGP-NT-CO_02065
CL270Contig1	HCGP-NT-CO_02066
CL2710Contig1	HCGP-NT-CO_02067
CL2711Contig1	HCGP-NT-CO_02068
CL2712Contig1	HCGP-NT-CO_02069
CL2713Contig1	HCGP-NT-CO_02070
CL2714Contig1	HCGP-NT-CO_02071
CL2716Contig1	HCGP-NT-CO_02072
CL2717Contig1	HCGP-NT-CO_02073
CL2718Contig1	HCGP-NT-CO_02074
CL2719Contig1	HCGP-NT-CO_02075
CL271Contig1	HCGP-NT-CO_02076
CL2720Contig1	HCGP-NT-CO_02077
CL2721Contig1	HCGP-NT-CO_02078
CL2723Contig1	HCGP-NT-CO_02079
CL2724Contig1	HCGP-NT-CO_02080
CL2725Contig1	HCGP-NT-CO_02081
CL2726Contig1	HCGP-NT-CO_02082
CL2727Contig1	HCGP-NT-CO_02083
CL2728Contig1	HCGP-NT-CO_02084
CL2729Contig1	HCGP-NT-CO_02085
CL272Contig1	HCGP-NT-CO_02086
CL2730Contig1	HCGP-NT-CO_02087
CL2731Contig1	HCGP-NT-CO_02088
CL2732Contig1	HCGP-NT-CO_02089
CL2733Contig1	HCGP-NT-CO_02090
CL2736Contig1	HCGP-NT-CO_02091
CL2737Contig1	HCGP-NT-CO_02092
CL2738Contig1	HCGP-NT-CO_02093
CL2739Contig1	HCGP-NT-CO_02094
CL273Contig1	HCGP-NT-CO_02095
CL2740Contig1	HCGP-NT-CO_02096
CL2741Contig1	HCGP-NT-CO_02097
CL2742Contig1	HCGP-NT-CO_02098
CL2744Contig1	HCGP-NT-CO_02099
CL2745Contig1	HCGP-NT-CO_02100
CL2746Contig1	HCGP-NT-CO_02101
CL2747Contig1	HCGP-NT-CO_02102
CL2748Contig1	HCGP-NT-CO_02103
CL274Contig1	HCGP-NT-CO_02104
CL274Contig2	HCGP-NT-CO_02105
CL2750Contig1	HCGP-NT-CO_02106
CL2751Contig1	HCGP-NT-CO_02107
CL2752Contig1	HCGP-NT-CO_02108
CL2753Contig1	HCGP-NT-CO_02109
CL2754Contig1	HCGP-NT-CO_02110
CL2756Contig1	HCGP-NT-CO_02111
CL2757Contig1	HCGP-NT-CO_02112
CL2758Contig1	HCGP-NT-CO_02113
CL2759Contig1	HCGP-NT-CO_02114
CL275Contig1	HCGP-NT-CO_02115
CL2760Contig1	HCGP-NT-CO_02116
CL2762Contig1	HCGP-NT-CO_02117
CL2764Contig1	HCGP-NT-CO_02118
CL2765Contig1	HCGP-NT-CO_02119
CL2766Contig1	HCGP-NT-CO_02120
CL2767Contig1	HCGP-NT-CO_02121
CL2768Contig1	HCGP-NT-CO_02122
CL2769Contig1	HCGP-NT-CO_02123
CL276Contig1	HCGP-NT-CO_02124
CL2771Contig1	HCGP-NT-CO_02125
CL2772Contig1	HCGP-NT-CO_02126
CL2773Contig1	HCGP-NT-CO_02127
CL2774Contig1	HCGP-NT-CO_02128
CL2775Contig1	HCGP-NT-CO_02129
CL2776Contig1	HCGP-NT-CO_02130
CL2777Contig1	HCGP-NT-CO_02131
CL2778Contig1	HCGP-NT-CO_02132
CL277Contig1	HCGP-NT-CO_02133
CL2780Contig1	HCGP-NT-CO_02134
CL2781Contig1	HCGP-NT-CO_02135
CL2782Contig1	HCGP-NT-CO_02136
CL2783Contig1	HCGP-NT-CO_02137
CL2784Contig1	HCGP-NT-CO_02138
CL2785Contig1	HCGP-NT-CO_02139
CL2787Contig1	HCGP-NT-CO_02140
CL278Contig1	HCGP-NT-CO_02141
CL2790Contig1	HCGP-NT-CO_02142
CL2791Contig1	HCGP-NT-CO_02143
CL2792Contig1	HCGP-NT-CO_02144
CL2793Contig1	HCGP-NT-CO_02145
CL2794Contig1	HCGP-NT-CO_02146
CL2795Contig1	HCGP-NT-CO_02147
CL2796Contig1	HCGP-NT-CO_02148
CL2797Contig1	HCGP-NT-CO_02149
CL2798Contig1	HCGP-NT-CO_02150
CL2799Contig1	HCGP-NT-CO_02151
CL279Contig1	HCGP-NT-CO_02152
CL27Contig1	HCGP-NT-CO_02153
CL27Contig2	HCGP-NT-CO_02154
CL27Contig3	HCGP-NT-CO_02155
CL2800Contig1	HCGP-NT-CO_02156
CL2801Contig1	HCGP-NT-CO_02157
CL2803Contig1	HCGP-NT-CO_02158
CL2804Contig1	HCGP-NT-CO_02159
CL2805Contig1	HCGP-NT-CO_02160
CL2806Contig1	HCGP-NT-CO_02161
CL2807Contig1	HCGP-NT-CO_02162
CL2808Contig1	HCGP-NT-CO_02163
CL2809Contig1	HCGP-NT-CO_02164
CL280Contig1	HCGP-NT-CO_02165
CL280Contig2	HCGP-NT-CO_02166
CL2810Contig1	HCGP-NT-CO_02167
CL2811Contig1	HCGP-NT-CO_02168
CL2812Contig1	HCGP-NT-CO_02169
CL2813Contig1	HCGP-NT-CO_02170
CL2814Contig1	HCGP-NT-CO_02171
CL2815Contig1	HCGP-NT-CO_02172
CL2816Contig1	HCGP-NT-CO_02173
CL2817Contig1	HCGP-NT-CO_02174
CL2818Contig1	HCGP-NT-CO_02175
CL2819Contig1	HCGP-NT-CO_02176
CL2820Contig1	HCGP-NT-CO_02177
CL2821Contig1	HCGP-NT-CO_02178
CL2822Contig1	HCGP-NT-CO_02179
CL2824Contig1	HCGP-NT-CO_02180
CL2825Contig1	HCGP-NT-CO_02181
CL2826Contig1	HCGP-NT-CO_02182
CL2828Contig1	HCGP-NT-CO_02183
CL2829Contig1	HCGP-NT-CO_02184
CL282Contig1	HCGP-NT-CO_02185
CL2830Contig1	HCGP-NT-CO_02186
CL2831Contig1	HCGP-NT-CO_02187
CL2832Contig1	HCGP-NT-CO_02188
CL2834Contig1	HCGP-NT-CO_02189
CL2835Contig1	HCGP-NT-CO_02190
CL2837Contig1	HCGP-NT-CO_02191
CL2838Contig1	HCGP-NT-CO_02192
CL2839Contig1	HCGP-NT-CO_02193
CL283Contig1	HCGP-NT-CO_02194
CL283Contig2	HCGP-NT-CO_02195
CL2840Contig1	HCGP-NT-CO_02196
CL2842Contig1	HCGP-NT-CO_02197
CL2843Contig1	HCGP-NT-CO_02198
CL2844Contig1	HCGP-NT-CO_02199
CL2845Contig1	HCGP-NT-CO_02200
CL2846Contig1	HCGP-NT-CO_02201
CL2847Contig1	HCGP-NT-CO_02202
CL2849Contig1	HCGP-NT-CO_02203
CL284Contig1	HCGP-NT-CO_02204
CL2850Contig1	HCGP-NT-CO_02205
CL2852Contig1	HCGP-NT-CO_02206
CL2853Contig1	HCGP-NT-CO_02207
CL2855Contig1	HCGP-NT-CO_02208
CL2857Contig1	HCGP-NT-CO_02209
CL2858Contig1	HCGP-NT-CO_02210
CL2859Contig1	HCGP-NT-CO_02211
CL285Contig1	HCGP-NT-CO_02212
CL2860Contig1	HCGP-NT-CO_02213
CL2861Contig1	HCGP-NT-CO_02214
CL2863Contig1	HCGP-NT-CO_02215
CL2864Contig1	HCGP-NT-CO_02216
CL2866Contig1	HCGP-NT-CO_02217
CL2867Contig1	HCGP-NT-CO_02218
CL2868Contig1	HCGP-NT-CO_02219
CL2869Contig1	HCGP-NT-CO_02220
CL286Contig1	HCGP-NT-CO_02221
CL2870Contig1	HCGP-NT-CO_02222
CL2871Contig1	HCGP-NT-CO_02223
CL2872Contig1	HCGP-NT-CO_02224
CL2873Contig1	HCGP-NT-CO_02225
CL2874Contig1	HCGP-NT-CO_02226
CL2875Contig1	HCGP-NT-CO_02227
CL2876Contig1	HCGP-NT-CO_02228
CL2877Contig1	HCGP-NT-CO_02229
CL2878Contig1	HCGP-NT-CO_02230
CL287Contig1	HCGP-NT-CO_02231
CL287Contig2	HCGP-NT-CO_02232
CL2880Contig1	HCGP-NT-CO_02233
CL2881Contig1	HCGP-NT-CO_02234
CL2882Contig1	HCGP-NT-CO_02235
CL2883Contig1	HCGP-NT-CO_02236
CL2884Contig1	HCGP-NT-CO_02237
CL2885Contig1	HCGP-NT-CO_02238
CL2886Contig1	HCGP-NT-CO_02239
CL2887Contig1	HCGP-NT-CO_02240
CL2888Contig1	HCGP-NT-CO_02241
CL2889Contig1	HCGP-NT-CO_02242
CL288Contig1	HCGP-NT-CO_02243
CL2890Contig1	HCGP-NT-CO_02244
CL2891Contig1	HCGP-NT-CO_02245
CL2893Contig1	HCGP-NT-CO_02246
CL2894Contig1	HCGP-NT-CO_02247
CL2895Contig1	HCGP-NT-CO_02248
CL2897Contig1	HCGP-NT-CO_02249
CL2899Contig1	HCGP-NT-CO_02250
CL289Contig1	HCGP-NT-CO_02251
CL28Contig1	HCGP-NT-CO_02252
CL28Contig2	HCGP-NT-CO_02253
CL2900Contig1	HCGP-NT-CO_02254
CL2901Contig1	HCGP-NT-CO_02255
CL2902Contig1	HCGP-NT-CO_02256
CL2904Contig1	HCGP-NT-CO_02257
CL2906Contig1	HCGP-NT-CO_02258
CL2907Contig1	HCGP-NT-CO_02259
CL2909Contig1	HCGP-NT-CO_02260
CL290Contig1	HCGP-NT-CO_02261
CL2910Contig1	HCGP-NT-CO_02262
CL2911Contig1	HCGP-NT-CO_02263
CL2913Contig1	HCGP-NT-CO_02264
CL2914Contig1	HCGP-NT-CO_02265
CL2915Contig1	HCGP-NT-CO_02266
CL2916Contig1	HCGP-NT-CO_02267
CL2917Contig1	HCGP-NT-CO_02268
CL2918Contig1	HCGP-NT-CO_02269
CL2919Contig1	HCGP-NT-CO_02270
CL291Contig1	HCGP-NT-CO_02271
CL2920Contig1	HCGP-NT-CO_02272
CL2921Contig1	HCGP-NT-CO_02273
CL2922Contig1	HCGP-NT-CO_02274
CL2923Contig1	HCGP-NT-CO_02275
CL2924Contig1	HCGP-NT-CO_02276
CL2925Contig1	HCGP-NT-CO_02277
CL2926Contig1	HCGP-NT-CO_02278
CL2927Contig1	HCGP-NT-CO_02279
CL2928Contig1	HCGP-NT-CO_02280
CL2929Contig1	HCGP-NT-CO_02281
CL292Contig1	HCGP-NT-CO_02282
CL2930Contig1	HCGP-NT-CO_02283
CL2931Contig1	HCGP-NT-CO_02284
CL2932Contig1	HCGP-NT-CO_02285
CL2933Contig1	HCGP-NT-CO_02286
CL2934Contig1	HCGP-NT-CO_02287
CL2935Contig1	HCGP-NT-CO_02288
CL2936Contig1	HCGP-NT-CO_02289
CL2937Contig1	HCGP-NT-CO_02290
CL2938Contig1	HCGP-NT-CO_02291
CL2939Contig1	HCGP-NT-CO_02292
CL293Contig1	HCGP-NT-CO_02293
CL2940Contig1	HCGP-NT-CO_02294
CL2942Contig1	HCGP-NT-CO_02295
CL2943Contig1	HCGP-NT-CO_02296
CL2944Contig1	HCGP-NT-CO_02297
CL2945Contig1	HCGP-NT-CO_02298
CL2946Contig1	HCGP-NT-CO_02299
CL2947Contig1	HCGP-NT-CO_02300
CL2948Contig1	HCGP-NT-CO_02301
CL2949Contig1	HCGP-NT-CO_02302
CL294Contig1	HCGP-NT-CO_02303
CL2950Contig1	HCGP-NT-CO_02304
CL2951Contig1	HCGP-NT-CO_02305
CL2952Contig1	HCGP-NT-CO_02306
CL2953Contig1	HCGP-NT-CO_02307
CL2954Contig1	HCGP-NT-CO_02308
CL2955Contig1	HCGP-NT-CO_02309
CL2956Contig1	HCGP-NT-CO_02310
CL2957Contig1	HCGP-NT-CO_02311
CL2958Contig1	HCGP-NT-CO_02312
CL2959Contig1	HCGP-NT-CO_02313
CL295Contig1	HCGP-NT-CO_02314
CL295Contig2	HCGP-NT-CO_02315
CL2960Contig1	HCGP-NT-CO_02316
CL2961Contig1	HCGP-NT-CO_02317
CL2962Contig1	HCGP-NT-CO_02318
CL2963Contig1	HCGP-NT-CO_02319
CL2964Contig1	HCGP-NT-CO_02320
CL2966Contig1	HCGP-NT-CO_02321
CL2967Contig1	HCGP-NT-CO_02322
CL2968Contig1	HCGP-NT-CO_02323
CL2969Contig1	HCGP-NT-CO_02324
CL296Contig1	HCGP-NT-CO_02325
CL2970Contig1	HCGP-NT-CO_02326
CL2971Contig1	HCGP-NT-CO_02327
CL2972Contig1	HCGP-NT-CO_02328
CL2973Contig1	HCGP-NT-CO_02329
CL2974Contig1	HCGP-NT-CO_02330
CL2975Contig1	HCGP-NT-CO_02331
CL2976Contig1	HCGP-NT-CO_02332
CL2977Contig1	HCGP-NT-CO_02333
CL2978Contig1	HCGP-NT-CO_02334
CL2979Contig1	HCGP-NT-CO_02335
CL297Contig1	HCGP-NT-CO_02336
CL2980Contig1	HCGP-NT-CO_02337
CL2981Contig1	HCGP-NT-CO_02338
CL2982Contig1	HCGP-NT-CO_02339
CL2983Contig1	HCGP-NT-CO_02340
CL2984Contig1	HCGP-NT-CO_02341
CL2985Contig1	HCGP-NT-CO_02342
CL2986Contig1	HCGP-NT-CO_02343
CL2987Contig1	HCGP-NT-CO_02344
CL2988Contig1	HCGP-NT-CO_02345
CL2989Contig1	HCGP-NT-CO_02346
CL298Contig1	HCGP-NT-CO_02347
CL2990Contig1	HCGP-NT-CO_02348
CL2991Contig1	HCGP-NT-CO_02349
CL2992Contig1	HCGP-NT-CO_02350
CL2993Contig1	HCGP-NT-CO_02351
CL2994Contig1	HCGP-NT-CO_02352
CL2995Contig1	HCGP-NT-CO_02353
CL2996Contig1	HCGP-NT-CO_02354
CL2997Contig1	HCGP-NT-CO_02355
CL2998Contig1	HCGP-NT-CO_02356
CL2999Contig1	HCGP-NT-CO_02357
CL299Contig1	HCGP-NT-CO_02358
CL29Contig1	HCGP-NT-CO_02359
CL2Contig1	HCGP-NT-CO_02360
CL2Contig2	HCGP-NT-CO_02361
CL2Contig3	HCGP-NT-CO_02362
CL2Contig4	HCGP-NT-CO_02363
CL2Contig5	HCGP-NT-CO_02364
CL2Contig6	HCGP-NT-CO_02365
CL2Contig7	HCGP-NT-CO_02366
CL3000Contig1	HCGP-NT-CO_02367
CL3001Contig1	HCGP-NT-CO_02368
CL3002Contig1	HCGP-NT-CO_02369
CL3003Contig1	HCGP-NT-CO_02370
CL3004Contig1	HCGP-NT-CO_02371
CL3005Contig1	HCGP-NT-CO_02372
CL3006Contig1	HCGP-NT-CO_02373
CL3007Contig1	HCGP-NT-CO_02374
CL3008Contig1	HCGP-NT-CO_02375
CL3009Contig1	HCGP-NT-CO_02376
CL300Contig1	HCGP-NT-CO_02377
CL3010Contig1	HCGP-NT-CO_02378
CL3011Contig1	HCGP-NT-CO_02379
CL3012Contig1	HCGP-NT-CO_02380
CL3013Contig1	HCGP-NT-CO_02381
CL3014Contig1	HCGP-NT-CO_02382
CL3015Contig1	HCGP-NT-CO_02383
CL3016Contig1	HCGP-NT-CO_02384
CL3017Contig1	HCGP-NT-CO_02385
CL3018Contig1	HCGP-NT-CO_02386
CL3019Contig1	HCGP-NT-CO_02387
CL301Contig1	HCGP-NT-CO_02388
CL3020Contig1	HCGP-NT-CO_02389
CL3022Contig1	HCGP-NT-CO_02390
CL3023Contig1	HCGP-NT-CO_02391
CL3024Contig1	HCGP-NT-CO_02392
CL3025Contig1	HCGP-NT-CO_02393
CL3026Contig1	HCGP-NT-CO_02394
CL3028Contig1	HCGP-NT-CO_02395
CL3029Contig1	HCGP-NT-CO_02396
CL302Contig1	HCGP-NT-CO_02397
CL3030Contig1	HCGP-NT-CO_02398
CL3031Contig1	HCGP-NT-CO_02399
CL3032Contig1	HCGP-NT-CO_02400
CL3033Contig1	HCGP-NT-CO_02401
CL3034Contig1	HCGP-NT-CO_02402
CL3035Contig1	HCGP-NT-CO_02403
CL3036Contig1	HCGP-NT-CO_02404
CL3037Contig1	HCGP-NT-CO_02405
CL3038Contig1	HCGP-NT-CO_02406
CL3039Contig1	HCGP-NT-CO_02407
CL303Contig1	HCGP-NT-CO_02408
CL303Contig2	HCGP-NT-CO_02409
CL3040Contig1	HCGP-NT-CO_02410
CL3041Contig1	HCGP-NT-CO_02411
CL3042Contig1	HCGP-NT-CO_02412
CL3043Contig1	HCGP-NT-CO_02413
CL3044Contig1	HCGP-NT-CO_02414
CL3045Contig1	HCGP-NT-CO_02415
CL3046Contig1	HCGP-NT-CO_02416
CL3047Contig1	HCGP-NT-CO_02417
CL3048Contig1	HCGP-NT-CO_02418
CL3049Contig1	HCGP-NT-CO_02419
CL304Contig1	HCGP-NT-CO_02420
CL3050Contig1	HCGP-NT-CO_02421
CL3051Contig1	HCGP-NT-CO_02422
CL3052Contig1	HCGP-NT-CO_02423
CL3053Contig1	HCGP-NT-CO_02424
CL3054Contig1	HCGP-NT-CO_02425
CL3055Contig1	HCGP-NT-CO_02426
CL3056Contig1	HCGP-NT-CO_02427
CL3057Contig1	HCGP-NT-CO_02428
CL3058Contig1	HCGP-NT-CO_02429
CL3059Contig1	HCGP-NT-CO_02430
CL305Contig1	HCGP-NT-CO_02431
CL3060Contig1	HCGP-NT-CO_02432
CL3061Contig1	HCGP-NT-CO_02433
CL3062Contig1	HCGP-NT-CO_02434
CL3063Contig1	HCGP-NT-CO_02435
CL3064Contig1	HCGP-NT-CO_02436
CL3065Contig1	HCGP-NT-CO_02437
CL3066Contig1	HCGP-NT-CO_02438
CL3068Contig1	HCGP-NT-CO_02439
CL3069Contig1	HCGP-NT-CO_02440
CL306Contig1	HCGP-NT-CO_02441
CL3070Contig1	HCGP-NT-CO_02442
CL3071Contig1	HCGP-NT-CO_02443
CL3072Contig1	HCGP-NT-CO_02444
CL3073Contig1	HCGP-NT-CO_02445
CL3074Contig1	HCGP-NT-CO_02446
CL3075Contig1	HCGP-NT-CO_02447
CL3076Contig1	HCGP-NT-CO_02448
CL3077Contig1	HCGP-NT-CO_02449
CL3078Contig1	HCGP-NT-CO_02450
CL3079Contig1	HCGP-NT-CO_02451
CL307Contig1	HCGP-NT-CO_02452
