#TGICL_NAME	CONTIG_NAME
CL4208Contig1	HCGP-NT-CO_03674
CL4209Contig1	HCGP-NT-CO_03675
CL420Contig1	HCGP-NT-CO_03676
CL4210Contig1	HCGP-NT-CO_03677
CL4211Contig1	HCGP-NT-CO_03678
CL4212Contig1	HCGP-NT-CO_03679
CL4213Contig1	HCGP-NT-CO_03680
CL4214Contig1	HCGP-NT-CO_03681
CL4215Contig1	HCGP-NT-CO_03682
CL4216Contig1	HCGP-NT-CO_03683
CL4217Contig1	HCGP-NT-CO_03684
CL4218Contig1	HCGP-NT-CO_03685
CL4219Contig1	HCGP-NT-CO_03686
CL421Contig1	HCGP-NT-CO_03687
CL4220Contig1	HCGP-NT-CO_03688
CL4221Contig1	HCGP-NT-CO_03689
CL4222Contig1	HCGP-NT-CO_03690
CL4223Contig1	HCGP-NT-CO_03691
CL4224Contig1	HCGP-NT-CO_03692
CL4225Contig1	HCGP-NT-CO_03693
CL4226Contig1	HCGP-NT-CO_03694
CL4227Contig1	HCGP-NT-CO_03695
CL4228Contig1	HCGP-NT-CO_03696
CL4229Contig1	HCGP-NT-CO_03697
CL422Contig1	HCGP-NT-CO_03698
CL422Contig2	HCGP-NT-CO_03699
CL4230Contig1	HCGP-NT-CO_03700
CL4231Contig1	HCGP-NT-CO_03701
CL4232Contig1	HCGP-NT-CO_03702
CL4233Contig1	HCGP-NT-CO_03703
CL4234Contig1	HCGP-NT-CO_03704
CL4235Contig1	HCGP-NT-CO_03705
CL4236Contig1	HCGP-NT-CO_03706
CL4237Contig1	HCGP-NT-CO_03707
CL4238Contig1	HCGP-NT-CO_03708
CL4239Contig1	HCGP-NT-CO_03709
CL423Contig1	HCGP-NT-CO_03710
CL423Contig2	HCGP-NT-CO_03711
CL4240Contig1	HCGP-NT-CO_03712
CL4241Contig1	HCGP-NT-CO_03713
CL4242Contig1	HCGP-NT-CO_03714
CL4244Contig1	HCGP-NT-CO_03715
CL4245Contig1	HCGP-NT-CO_03716
CL4246Contig1	HCGP-NT-CO_03717
CL4247Contig1	HCGP-NT-CO_03718
CL4248Contig1	HCGP-NT-CO_03719
CL4249Contig1	HCGP-NT-CO_03720
CL424Contig1	HCGP-NT-CO_03721
CL4250Contig1	HCGP-NT-CO_03722
CL4251Contig1	HCGP-NT-CO_03723
CL4252Contig1	HCGP-NT-CO_03724
CL4254Contig1	HCGP-NT-CO_03725
CL4255Contig1	HCGP-NT-CO_03726
CL4256Contig1	HCGP-NT-CO_03727
CL4257Contig1	HCGP-NT-CO_03728
CL4258Contig1	HCGP-NT-CO_03729
CL4259Contig1	HCGP-NT-CO_03730
CL425Contig1	HCGP-NT-CO_03731
CL4260Contig1	HCGP-NT-CO_03732
CL4261Contig1	HCGP-NT-CO_03733
CL4262Contig1	HCGP-NT-CO_03734
CL4263Contig1	HCGP-NT-CO_03735
CL4264Contig1	HCGP-NT-CO_03736
CL4265Contig1	HCGP-NT-CO_03737
CL4267Contig1	HCGP-NT-CO_03738
CL4268Contig1	HCGP-NT-CO_03739
CL426Contig1	HCGP-NT-CO_03740
CL4270Contig1	HCGP-NT-CO_03741
CL4271Contig1	HCGP-NT-CO_03742
CL4273Contig1	HCGP-NT-CO_03743
CL4274Contig1	HCGP-NT-CO_03744
CL4275Contig1	HCGP-NT-CO_03745
CL4277Contig1	HCGP-NT-CO_03746
CL4278Contig1	HCGP-NT-CO_03747
CL4279Contig1	HCGP-NT-CO_03748
CL427Contig1	HCGP-NT-CO_03749
CL4281Contig1	HCGP-NT-CO_03750
CL4282Contig1	HCGP-NT-CO_03751
CL4283Contig1	HCGP-NT-CO_03752
CL4284Contig1	HCGP-NT-CO_03753
CL4285Contig1	HCGP-NT-CO_03754
CL4286Contig1	HCGP-NT-CO_03755
CL4287Contig1	HCGP-NT-CO_03756
CL4288Contig1	HCGP-NT-CO_03757
CL4289Contig1	HCGP-NT-CO_03758
CL428Contig1	HCGP-NT-CO_03759
CL4290Contig1	HCGP-NT-CO_03760
CL4291Contig1	HCGP-NT-CO_03761
CL4292Contig1	HCGP-NT-CO_03762
CL4293Contig1	HCGP-NT-CO_03763
CL4294Contig1	HCGP-NT-CO_03764
CL4295Contig1	HCGP-NT-CO_03765
CL4296Contig1	HCGP-NT-CO_03766
CL4297Contig1	HCGP-NT-CO_03767
CL4298Contig1	HCGP-NT-CO_03768
CL4299Contig1	HCGP-NT-CO_03769
CL42Contig1	HCGP-NT-CO_03770
CL42Contig2	HCGP-NT-CO_03771
CL4300Contig1	HCGP-NT-CO_03772
CL4301Contig1	HCGP-NT-CO_03773
CL4302Contig1	HCGP-NT-CO_03774
CL4303Contig1	HCGP-NT-CO_03775
CL4304Contig1	HCGP-NT-CO_03776
CL4305Contig1	HCGP-NT-CO_03777
CL4306Contig1	HCGP-NT-CO_03778
CL4307Contig1	HCGP-NT-CO_03779
CL4308Contig1	HCGP-NT-CO_03780
CL4309Contig1	HCGP-NT-CO_03781
CL430Contig1	HCGP-NT-CO_03782
CL430Contig2	HCGP-NT-CO_03783
CL4310Contig1	HCGP-NT-CO_03784
CL4311Contig1	HCGP-NT-CO_03785
CL4312Contig1	HCGP-NT-CO_03786
CL4314Contig1	HCGP-NT-CO_03787
CL4315Contig1	HCGP-NT-CO_03788
CL4316Contig1	HCGP-NT-CO_03789
CL4317Contig1	HCGP-NT-CO_03790
CL4318Contig1	HCGP-NT-CO_03791
CL4319Contig1	HCGP-NT-CO_03792
CL431Contig1	HCGP-NT-CO_03793
CL4320Contig1	HCGP-NT-CO_03794
CL4321Contig1	HCGP-NT-CO_03795
CL4322Contig1	HCGP-NT-CO_03796
CL4323Contig1	HCGP-NT-CO_03797
CL4324Contig1	HCGP-NT-CO_03798
CL4325Contig1	HCGP-NT-CO_03799
CL4326Contig1	HCGP-NT-CO_03800
CL4328Contig1	HCGP-NT-CO_03801
CL432Contig1	HCGP-NT-CO_03802
CL4330Contig1	HCGP-NT-CO_03803
CL4331Contig1	HCGP-NT-CO_03804
CL4332Contig1	HCGP-NT-CO_03805
CL4333Contig1	HCGP-NT-CO_03806
CL4335Contig1	HCGP-NT-CO_03807
CL4336Contig1	HCGP-NT-CO_03808
CL4337Contig1	HCGP-NT-CO_03809
CL4339Contig1	HCGP-NT-CO_03810
CL433Contig1	HCGP-NT-CO_03811
CL4340Contig1	HCGP-NT-CO_03812
CL4341Contig1	HCGP-NT-CO_03813
CL4342Contig1	HCGP-NT-CO_03814
CL4343Contig1	HCGP-NT-CO_03815
CL4344Contig1	HCGP-NT-CO_03816
CL4345Contig1	HCGP-NT-CO_03817
CL4346Contig1	HCGP-NT-CO_03818
CL4347Contig1	HCGP-NT-CO_03819
CL4348Contig1	HCGP-NT-CO_03820
CL4349Contig1	HCGP-NT-CO_03821
CL434Contig1	HCGP-NT-CO_03822
CL4350Contig1	HCGP-NT-CO_03823
CL4351Contig1	HCGP-NT-CO_03824
CL4352Contig1	HCGP-NT-CO_03825
CL4353Contig1	HCGP-NT-CO_03826
CL4354Contig1	HCGP-NT-CO_03827
CL4355Contig1	HCGP-NT-CO_03828
CL4356Contig1	HCGP-NT-CO_03829
CL4357Contig1	HCGP-NT-CO_03830
CL4358Contig1	HCGP-NT-CO_03831
CL4359Contig1	HCGP-NT-CO_03832
CL435Contig1	HCGP-NT-CO_03833
CL435Contig2	HCGP-NT-CO_03834
CL4362Contig1	HCGP-NT-CO_03835
CL4363Contig1	HCGP-NT-CO_03836
CL4365Contig1	HCGP-NT-CO_03837
CL4366Contig1	HCGP-NT-CO_03838
CL4367Contig1	HCGP-NT-CO_03839
CL4369Contig1	HCGP-NT-CO_03840
CL436Contig1	HCGP-NT-CO_03841
CL436Contig2	HCGP-NT-CO_03842
CL4370Contig1	HCGP-NT-CO_03843
CL4371Contig1	HCGP-NT-CO_03844
CL4372Contig1	HCGP-NT-CO_03845
CL4373Contig1	HCGP-NT-CO_03846
CL4374Contig1	HCGP-NT-CO_03847
CL4375Contig1	HCGP-NT-CO_03848
CL4376Contig1	HCGP-NT-CO_03849
CL4377Contig1	HCGP-NT-CO_03850
CL4378Contig1	HCGP-NT-CO_03851
CL4379Contig1	HCGP-NT-CO_03852
CL437Contig1	HCGP-NT-CO_03853
CL4380Contig1	HCGP-NT-CO_03854
CL4381Contig1	HCGP-NT-CO_03855
CL4382Contig1	HCGP-NT-CO_03856
CL4383Contig1	HCGP-NT-CO_03857
CL4384Contig1	HCGP-NT-CO_03858
CL4385Contig1	HCGP-NT-CO_03859
CL4386Contig1	HCGP-NT-CO_03860
CL4387Contig1	HCGP-NT-CO_03861
CL4388Contig1	HCGP-NT-CO_03862
CL4389Contig1	HCGP-NT-CO_03863
CL438Contig1	HCGP-NT-CO_03864
CL4390Contig1	HCGP-NT-CO_03865
CL4391Contig1	HCGP-NT-CO_03866
CL4392Contig1	HCGP-NT-CO_03867
CL4393Contig1	HCGP-NT-CO_03868
CL4394Contig1	HCGP-NT-CO_03869
CL4395Contig1	HCGP-NT-CO_03870
CL4396Contig1	HCGP-NT-CO_03871
CL4397Contig1	HCGP-NT-CO_03872
CL4398Contig1	HCGP-NT-CO_03873
CL4399Contig1	HCGP-NT-CO_03874
CL439Contig1	HCGP-NT-CO_03875
CL43Contig1	HCGP-NT-CO_03876
CL43Contig2	HCGP-NT-CO_03877
CL4401Contig1	HCGP-NT-CO_03878
CL4402Contig1	HCGP-NT-CO_03879
CL4403Contig1	HCGP-NT-CO_03880
CL4404Contig1	HCGP-NT-CO_03881
CL4405Contig1	HCGP-NT-CO_03882
CL4407Contig1	HCGP-NT-CO_03883
CL4409Contig1	HCGP-NT-CO_03884
CL440Contig1	HCGP-NT-CO_03885
CL4410Contig1	HCGP-NT-CO_03886
CL4411Contig1	HCGP-NT-CO_03887
CL4412Contig1	HCGP-NT-CO_03888
CL4413Contig1	HCGP-NT-CO_03889
CL4414Contig1	HCGP-NT-CO_03890
CL4415Contig1	HCGP-NT-CO_03891
CL4416Contig1	HCGP-NT-CO_03892
CL4417Contig1	HCGP-NT-CO_03893
CL4418Contig1	HCGP-NT-CO_03894
CL4419Contig1	HCGP-NT-CO_03895
CL441Contig1	HCGP-NT-CO_03896
CL4420Contig1	HCGP-NT-CO_03897
CL4421Contig1	HCGP-NT-CO_03898
CL4422Contig1	HCGP-NT-CO_03899
CL4423Contig1	HCGP-NT-CO_03900
CL4424Contig1	HCGP-NT-CO_03901
CL4425Contig1	HCGP-NT-CO_03902
CL4426Contig1	HCGP-NT-CO_03903
CL4427Contig1	HCGP-NT-CO_03904
CL4428Contig1	HCGP-NT-CO_03905
CL4429Contig1	HCGP-NT-CO_03906
CL442Contig1	HCGP-NT-CO_03907
CL4430Contig1	HCGP-NT-CO_03908
CL4431Contig1	HCGP-NT-CO_03909
CL4432Contig1	HCGP-NT-CO_03910
CL4433Contig1	HCGP-NT-CO_03911
CL4434Contig1	HCGP-NT-CO_03912
CL4435Contig1	HCGP-NT-CO_03913
CL4436Contig1	HCGP-NT-CO_03914
CL4437Contig1	HCGP-NT-CO_03915
CL4438Contig1	HCGP-NT-CO_03916
CL4439Contig1	HCGP-NT-CO_03917
CL443Contig1	HCGP-NT-CO_03918
CL4440Contig1	HCGP-NT-CO_03919
CL4441Contig1	HCGP-NT-CO_03920
CL4442Contig1	HCGP-NT-CO_03921
CL4443Contig1	HCGP-NT-CO_03922
CL4444Contig1	HCGP-NT-CO_03923
CL4445Contig1	HCGP-NT-CO_03924
CL4447Contig1	HCGP-NT-CO_03925
CL4448Contig1	HCGP-NT-CO_03926
CL4449Contig1	HCGP-NT-CO_03927
CL444Contig1	HCGP-NT-CO_03928
CL4450Contig1	HCGP-NT-CO_03929
CL4451Contig1	HCGP-NT-CO_03930
CL4452Contig1	HCGP-NT-CO_03931
CL4453Contig1	HCGP-NT-CO_03932
CL4454Contig1	HCGP-NT-CO_03933
CL4455Contig1	HCGP-NT-CO_03934
CL4456Contig1	HCGP-NT-CO_03935
CL4457Contig1	HCGP-NT-CO_03936
CL4458Contig1	HCGP-NT-CO_03937
CL4459Contig1	HCGP-NT-CO_03938
CL445Contig1	HCGP-NT-CO_03939
CL4461Contig1	HCGP-NT-CO_03940
CL4462Contig1	HCGP-NT-CO_03941
CL4463Contig1	HCGP-NT-CO_03942
CL4464Contig1	HCGP-NT-CO_03943
CL4465Contig1	HCGP-NT-CO_03944
CL4466Contig1	HCGP-NT-CO_03945
CL4467Contig1	HCGP-NT-CO_03946
CL4468Contig1	HCGP-NT-CO_03947
CL4469Contig1	HCGP-NT-CO_03948
CL446Contig1	HCGP-NT-CO_03949
CL4470Contig1	HCGP-NT-CO_03950
CL4471Contig1	HCGP-NT-CO_03951
CL4472Contig1	HCGP-NT-CO_03952
CL4473Contig1	HCGP-NT-CO_03953
CL4474Contig1	HCGP-NT-CO_03954
CL4475Contig1	HCGP-NT-CO_03955
CL4476Contig1	HCGP-NT-CO_03956
CL4477Contig1	HCGP-NT-CO_03957
CL4478Contig1	HCGP-NT-CO_03958
CL4479Contig1	HCGP-NT-CO_03959
CL447Contig1	HCGP-NT-CO_03960
CL4480Contig1	HCGP-NT-CO_03961
CL4481Contig1	HCGP-NT-CO_03962
CL4482Contig1	HCGP-NT-CO_03963
CL4483Contig1	HCGP-NT-CO_03964
CL4484Contig1	HCGP-NT-CO_03965
CL4485Contig1	HCGP-NT-CO_03966
CL4487Contig1	HCGP-NT-CO_03967
CL4488Contig1	HCGP-NT-CO_03968
CL4489Contig1	HCGP-NT-CO_03969
CL448Contig1	HCGP-NT-CO_03970
CL4490Contig1	HCGP-NT-CO_03971
CL4491Contig1	HCGP-NT-CO_03972
CL4492Contig1	HCGP-NT-CO_03973
CL4493Contig1	HCGP-NT-CO_03974
CL4494Contig1	HCGP-NT-CO_03975
CL4495Contig1	HCGP-NT-CO_03976
CL4496Contig1	HCGP-NT-CO_03977
CL4497Contig1	HCGP-NT-CO_03978
CL4498Contig1	HCGP-NT-CO_03979
CL4499Contig1	HCGP-NT-CO_03980
CL449Contig1	HCGP-NT-CO_03981
CL44Contig1	HCGP-NT-CO_03982
CL4500Contig1	HCGP-NT-CO_03983
CL4501Contig1	HCGP-NT-CO_03984
CL4502Contig1	HCGP-NT-CO_03985
CL4503Contig1	HCGP-NT-CO_03986
CL4504Contig1	HCGP-NT-CO_03987
CL4505Contig1	HCGP-NT-CO_03988
CL4506Contig1	HCGP-NT-CO_03989
CL4507Contig1	HCGP-NT-CO_03990
CL4509Contig1	HCGP-NT-CO_03991
CL450Contig1	HCGP-NT-CO_03992
CL4510Contig1	HCGP-NT-CO_03993
CL4511Contig1	HCGP-NT-CO_03994
CL4512Contig1	HCGP-NT-CO_03995
CL4513Contig1	HCGP-NT-CO_03996
CL4514Contig1	HCGP-NT-CO_03997
CL4515Contig1	HCGP-NT-CO_03998
CL4516Contig1	HCGP-NT-CO_03999
CL4517Contig1	HCGP-NT-CO_04000
CL4518Contig1	HCGP-NT-CO_04001
CL451Contig1	HCGP-NT-CO_04002
CL4520Contig1	HCGP-NT-CO_04003
CL4521Contig1	HCGP-NT-CO_04004
CL452Contig1	HCGP-NT-CO_04005
CL453Contig1	HCGP-NT-CO_04006
CL454Contig1	HCGP-NT-CO_04007
CL455Contig1	HCGP-NT-CO_04008
CL456Contig1	HCGP-NT-CO_04009
CL457Contig1	HCGP-NT-CO_04010
CL458Contig1	HCGP-NT-CO_04011
CL459Contig1	HCGP-NT-CO_04012
CL45Contig1	HCGP-NT-CO_04013
CL460Contig1	HCGP-NT-CO_04014
CL461Contig1	HCGP-NT-CO_04015
CL462Contig1	HCGP-NT-CO_04016
CL463Contig1	HCGP-NT-CO_04017
CL463Contig2	HCGP-NT-CO_04018
CL464Contig1	HCGP-NT-CO_04019
CL465Contig1	HCGP-NT-CO_04020
CL466Contig1	HCGP-NT-CO_04021
CL467Contig1	HCGP-NT-CO_04022
CL468Contig1	HCGP-NT-CO_04023
CL469Contig1	HCGP-NT-CO_04024
CL46Contig1	HCGP-NT-CO_04025
CL46Contig2	HCGP-NT-CO_04026
CL470Contig1	HCGP-NT-CO_04027
CL471Contig1	HCGP-NT-CO_04028
CL472Contig1	HCGP-NT-CO_04029
CL473Contig1	HCGP-NT-CO_04030
CL474Contig1	HCGP-NT-CO_04031
CL475Contig1	HCGP-NT-CO_04032
CL476Contig1	HCGP-NT-CO_04033
CL477Contig1	HCGP-NT-CO_04034
CL478Contig1	HCGP-NT-CO_04035
CL478Contig2	HCGP-NT-CO_04036
CL479Contig1	HCGP-NT-CO_04037
CL47Contig1	HCGP-NT-CO_04038
CL480Contig1	HCGP-NT-CO_04039
CL480Contig2	HCGP-NT-CO_04040
CL481Contig1	HCGP-NT-CO_04041
CL482Contig1	HCGP-NT-CO_04042
CL483Contig1	HCGP-NT-CO_04043
CL484Contig1	HCGP-NT-CO_04044
CL485Contig1	HCGP-NT-CO_04045
CL486Contig1	HCGP-NT-CO_04046
CL487Contig1	HCGP-NT-CO_04047
CL488Contig1	HCGP-NT-CO_04048
CL489Contig1	HCGP-NT-CO_04049
CL48Contig1	HCGP-NT-CO_04050
CL48Contig2	HCGP-NT-CO_04051
CL490Contig1	HCGP-NT-CO_04052
CL491Contig1	HCGP-NT-CO_04053
CL493Contig1	HCGP-NT-CO_04054
CL494Contig1	HCGP-NT-CO_04055
CL495Contig1	HCGP-NT-CO_04056
CL496Contig1	HCGP-NT-CO_04057
CL497Contig1	HCGP-NT-CO_04058
CL498Contig1	HCGP-NT-CO_04059
CL499Contig1	HCGP-NT-CO_04060
CL49Contig1	HCGP-NT-CO_04061
CL4Contig1	HCGP-NT-CO_04062
CL4Contig2	HCGP-NT-CO_04063
CL500Contig1	HCGP-NT-CO_04064
CL501Contig1	HCGP-NT-CO_04065
CL502Contig1	HCGP-NT-CO_04066
CL503Contig1	HCGP-NT-CO_04067
CL504Contig1	HCGP-NT-CO_04068
CL505Contig1	HCGP-NT-CO_04069
CL506Contig1	HCGP-NT-CO_04070
CL507Contig1	HCGP-NT-CO_04071
CL508Contig1	HCGP-NT-CO_04072
CL509Contig1	HCGP-NT-CO_04073
CL50Contig1	HCGP-NT-CO_04074
CL510Contig1	HCGP-NT-CO_04075
CL511Contig1	HCGP-NT-CO_04076
CL512Contig1	HCGP-NT-CO_04077
CL513Contig1	HCGP-NT-CO_04078
CL514Contig1	HCGP-NT-CO_04079
CL515Contig1	HCGP-NT-CO_04080
CL516Contig1	HCGP-NT-CO_04081
CL517Contig1	HCGP-NT-CO_04082
CL518Contig1	HCGP-NT-CO_04083
CL519Contig1	HCGP-NT-CO_04084
CL51Contig1	HCGP-NT-CO_04085
CL520Contig1	HCGP-NT-CO_04086
CL521Contig1	HCGP-NT-CO_04087
CL524Contig1	HCGP-NT-CO_04088
CL525Contig1	HCGP-NT-CO_04089
CL526Contig1	HCGP-NT-CO_04090
CL527Contig1	HCGP-NT-CO_04091
CL528Contig1	HCGP-NT-CO_04092
CL529Contig1	HCGP-NT-CO_04093
CL52Contig1	HCGP-NT-CO_04094
CL52Contig2	HCGP-NT-CO_04095
CL530Contig1	HCGP-NT-CO_04096
CL531Contig1	HCGP-NT-CO_04097
CL532Contig1	HCGP-NT-CO_04098
CL533Contig1	HCGP-NT-CO_04099
CL534Contig1	HCGP-NT-CO_04100
CL535Contig1	HCGP-NT-CO_04101
CL535Contig2	HCGP-NT-CO_04102
CL536Contig1	HCGP-NT-CO_04103
CL537Contig1	HCGP-NT-CO_04104
CL538Contig1	HCGP-NT-CO_04105
CL539Contig1	HCGP-NT-CO_04106
CL53Contig1	HCGP-NT-CO_04107
CL53Contig2	HCGP-NT-CO_04108
CL53Contig3	HCGP-NT-CO_04109
CL540Contig1	HCGP-NT-CO_04110
CL541Contig1	HCGP-NT-CO_04111
CL542Contig1	HCGP-NT-CO_04112
CL543Contig1	HCGP-NT-CO_04113
CL544Contig1	HCGP-NT-CO_04114
CL545Contig1	HCGP-NT-CO_04115
CL546Contig1	HCGP-NT-CO_04116
CL547Contig1	HCGP-NT-CO_04117
CL548Contig1	HCGP-NT-CO_04118
CL549Contig1	HCGP-NT-CO_04119
CL54Contig1	HCGP-NT-CO_04120
CL550Contig1	HCGP-NT-CO_04121
CL551Contig1	HCGP-NT-CO_04122
CL551Contig2	HCGP-NT-CO_04123
CL552Contig1	HCGP-NT-CO_04124
CL553Contig1	HCGP-NT-CO_04125
CL554Contig1	HCGP-NT-CO_04126
CL555Contig1	HCGP-NT-CO_04127
CL555Contig2	HCGP-NT-CO_04128
CL556Contig1	HCGP-NT-CO_04129
CL557Contig1	HCGP-NT-CO_04130
CL558Contig1	HCGP-NT-CO_04131
CL559Contig1	HCGP-NT-CO_04132
CL55Contig1	HCGP-NT-CO_04133
CL560Contig1	HCGP-NT-CO_04134
CL561Contig1	HCGP-NT-CO_04135
CL562Contig1	HCGP-NT-CO_04136
CL563Contig1	HCGP-NT-CO_04137
CL564Contig1	HCGP-NT-CO_04138
CL564Contig2	HCGP-NT-CO_04139
CL565Contig1	HCGP-NT-CO_04140
CL566Contig1	HCGP-NT-CO_04141
CL567Contig1	HCGP-NT-CO_04142
CL568Contig1	HCGP-NT-CO_04143
CL569Contig1	HCGP-NT-CO_04144
CL56Contig1	HCGP-NT-CO_04145
CL570Contig1	HCGP-NT-CO_04146
CL571Contig1	HCGP-NT-CO_04147
CL573Contig1	HCGP-NT-CO_04148
CL574Contig1	HCGP-NT-CO_04149
CL575Contig1	HCGP-NT-CO_04150
CL576Contig1	HCGP-NT-CO_04151
CL577Contig1	HCGP-NT-CO_04152
CL578Contig1	HCGP-NT-CO_04153
CL579Contig1	HCGP-NT-CO_04154
CL57Contig1	HCGP-NT-CO_04155
CL57Contig2	HCGP-NT-CO_04156
CL580Contig1	HCGP-NT-CO_04157
CL582Contig1	HCGP-NT-CO_04158
CL583Contig1	HCGP-NT-CO_04159
CL584Contig1	HCGP-NT-CO_04160
CL585Contig1	HCGP-NT-CO_04161
CL585Contig2	HCGP-NT-CO_04162
CL586Contig1	HCGP-NT-CO_04163
CL587Contig1	HCGP-NT-CO_04164
CL588Contig1	HCGP-NT-CO_04165
CL588Contig2	HCGP-NT-CO_04166
CL589Contig1	HCGP-NT-CO_04167
CL58Contig1	HCGP-NT-CO_04168
CL58Contig2	HCGP-NT-CO_04169
CL590Contig1	HCGP-NT-CO_04170
CL591Contig1	HCGP-NT-CO_04171
CL591Contig2	HCGP-NT-CO_04172
CL592Contig1	HCGP-NT-CO_04173
CL593Contig1	HCGP-NT-CO_04174
CL594Contig1	HCGP-NT-CO_04175
CL595Contig1	HCGP-NT-CO_04176
CL596Contig1	HCGP-NT-CO_04177
CL597Contig1	HCGP-NT-CO_04178
CL598Contig1	HCGP-NT-CO_04179
CL599Contig1	HCGP-NT-CO_04180
CL59Contig1	HCGP-NT-CO_04181
CL59Contig2	HCGP-NT-CO_04182
CL59Contig3	HCGP-NT-CO_04183
CL59Contig4	HCGP-NT-CO_04184
CL5Contig1	HCGP-NT-CO_04185
CL5Contig2	HCGP-NT-CO_04186
CL600Contig1	HCGP-NT-CO_04187
CL600Contig2	HCGP-NT-CO_04188
CL601Contig1	HCGP-NT-CO_04189
CL602Contig1	HCGP-NT-CO_04190
CL603Contig1	HCGP-NT-CO_04191
CL604Contig1	HCGP-NT-CO_04192
CL605Contig1	HCGP-NT-CO_04193
CL606Contig1	HCGP-NT-CO_04194
CL607Contig1	HCGP-NT-CO_04195
CL608Contig1	HCGP-NT-CO_04196
CL609Contig1	HCGP-NT-CO_04197
CL60Contig1	HCGP-NT-CO_04198
CL60Contig2	HCGP-NT-CO_04199
CL610Contig1	HCGP-NT-CO_04200
CL611Contig1	HCGP-NT-CO_04201
CL612Contig1	HCGP-NT-CO_04202
CL612Contig2	HCGP-NT-CO_04203
CL613Contig1	HCGP-NT-CO_04204
CL614Contig1	HCGP-NT-CO_04205
CL616Contig1	HCGP-NT-CO_04206
CL616Contig2	HCGP-NT-CO_04207
CL617Contig1	HCGP-NT-CO_04208
CL618Contig1	HCGP-NT-CO_04209
CL619Contig1	HCGP-NT-CO_04210
CL61Contig1	HCGP-NT-CO_04211
CL620Contig1	HCGP-NT-CO_04212
CL621Contig1	HCGP-NT-CO_04213
CL622Contig1	HCGP-NT-CO_04214
CL623Contig1	HCGP-NT-CO_04215
CL624Contig1	HCGP-NT-CO_04216
CL625Contig1	HCGP-NT-CO_04217
CL625Contig2	HCGP-NT-CO_04218
CL626Contig2	HCGP-NT-CO_04219
CL627Contig1	HCGP-NT-CO_04220
CL628Contig1	HCGP-NT-CO_04221
CL629Contig1	HCGP-NT-CO_04222
CL62Contig1	HCGP-NT-CO_04223
CL630Contig1	HCGP-NT-CO_04224
CL631Contig1	HCGP-NT-CO_04225
CL632Contig1	HCGP-NT-CO_04226
CL633Contig1	HCGP-NT-CO_04227
CL634Contig1	HCGP-NT-CO_04228
CL635Contig1	HCGP-NT-CO_04229
CL635Contig2	HCGP-NT-CO_04230
CL636Contig1	HCGP-NT-CO_04231
CL637Contig1	HCGP-NT-CO_04232
CL638Contig1	HCGP-NT-CO_04233
CL639Contig1	HCGP-NT-CO_04234
CL63Contig1	HCGP-NT-CO_04235
CL63Contig2	HCGP-NT-CO_04236
CL63Contig3	HCGP-NT-CO_04237
CL640Contig1	HCGP-NT-CO_04238
CL641Contig1	HCGP-NT-CO_04239
CL642Contig1	HCGP-NT-CO_04240
CL643Contig1	HCGP-NT-CO_04241
CL644Contig1	HCGP-NT-CO_04242
CL645Contig1	HCGP-NT-CO_04243
CL646Contig1	HCGP-NT-CO_04244
CL647Contig1	HCGP-NT-CO_04245
CL647Contig2	HCGP-NT-CO_04246
CL648Contig1	HCGP-NT-CO_04247
CL649Contig1	HCGP-NT-CO_04248
CL649Contig2	HCGP-NT-CO_04249
CL64Contig1	HCGP-NT-CO_04250
CL64Contig2	HCGP-NT-CO_04251
CL64Contig3	HCGP-NT-CO_04252
CL64Contig4	HCGP-NT-CO_04253
CL64Contig5	HCGP-NT-CO_04254
CL650Contig1	HCGP-NT-CO_04255
CL651Contig1	HCGP-NT-CO_04256
CL652Contig1	HCGP-NT-CO_04257
CL653Contig1	HCGP-NT-CO_04258
CL654Contig1	HCGP-NT-CO_04259
CL655Contig1	HCGP-NT-CO_04260
CL656Contig1	HCGP-NT-CO_04261
CL657Contig1	HCGP-NT-CO_04262
CL658Contig1	HCGP-NT-CO_04263
CL659Contig1	HCGP-NT-CO_04264
CL65Contig1	HCGP-NT-CO_04265
CL660Contig1	HCGP-NT-CO_04266
CL661Contig1	HCGP-NT-CO_04267
CL662Contig1	HCGP-NT-CO_04268
CL663Contig1	HCGP-NT-CO_04269
CL664Contig1	HCGP-NT-CO_04270
CL665Contig1	HCGP-NT-CO_04271
CL666Contig1	HCGP-NT-CO_04272
CL667Contig1	HCGP-NT-CO_04273
CL668Contig1	HCGP-NT-CO_04274
CL669Contig1	HCGP-NT-CO_04275
CL66Contig1	HCGP-NT-CO_04276
CL66Contig2	HCGP-NT-CO_04277
CL66Contig3	HCGP-NT-CO_04278
CL670Contig1	HCGP-NT-CO_04279
CL671Contig1	HCGP-NT-CO_04280
CL672Contig1	HCGP-NT-CO_04281
CL673Contig1	HCGP-NT-CO_04282
CL674Contig1	HCGP-NT-CO_04283
CL675Contig1	HCGP-NT-CO_04284
CL676Contig1	HCGP-NT-CO_04285
CL676Contig2	HCGP-NT-CO_04286
CL677Contig1	HCGP-NT-CO_04287
CL678Contig1	HCGP-NT-CO_04288
CL679Contig1	HCGP-NT-CO_04289
CL67Contig1	HCGP-NT-CO_04290
CL67Contig2	HCGP-NT-CO_04291
CL680Contig1	HCGP-NT-CO_04292
CL681Contig1	HCGP-NT-CO_04293
CL682Contig1	HCGP-NT-CO_04294
CL683Contig1	HCGP-NT-CO_04295
