#TGICL_NAME	CONTIG_NAME
CL2456Contig1	HCGP-ET-CO_01844
CL2457Contig1	HCGP-ET-CO_01845
CL2458Contig1	HCGP-ET-CO_01846
CL245Contig1	HCGP-ET-CO_01847
CL245Contig2	HCGP-ET-CO_01848
CL2460Contig1	HCGP-ET-CO_01849
CL2461Contig1	HCGP-ET-CO_01850
CL2462Contig1	HCGP-ET-CO_01851
CL2463Contig1	HCGP-ET-CO_01852
CL2464Contig1	HCGP-ET-CO_01853
CL2465Contig1	HCGP-ET-CO_01854
CL2466Contig1	HCGP-ET-CO_01855
CL2467Contig1	HCGP-ET-CO_01856
CL2469Contig1	HCGP-ET-CO_01857
CL246Contig1	HCGP-ET-CO_01858
CL2471Contig1	HCGP-ET-CO_01859
CL2472Contig1	HCGP-ET-CO_01860
CL2473Contig1	HCGP-ET-CO_01861
CL2474Contig1	HCGP-ET-CO_01862
CL2475Contig1	HCGP-ET-CO_01863
CL2476Contig1	HCGP-ET-CO_01864
CL2477Contig1	HCGP-ET-CO_01865
CL2478Contig1	HCGP-ET-CO_01866
CL247Contig1	HCGP-ET-CO_01867
CL2480Contig1	HCGP-ET-CO_01868
CL2481Contig1	HCGP-ET-CO_01869
CL2482Contig1	HCGP-ET-CO_01870
CL2483Contig1	HCGP-ET-CO_01871
CL2484Contig1	HCGP-ET-CO_01872
CL2485Contig1	HCGP-ET-CO_01873
CL2486Contig1	HCGP-ET-CO_01874
CL2487Contig1	HCGP-ET-CO_01875
CL2488Contig1	HCGP-ET-CO_01876
CL2489Contig1	HCGP-ET-CO_01877
CL248Contig1	HCGP-ET-CO_01878
CL2491Contig1	HCGP-ET-CO_01879
CL2492Contig1	HCGP-ET-CO_01880
CL2493Contig1	HCGP-ET-CO_01881
CL2494Contig1	HCGP-ET-CO_01882
CL2495Contig1	HCGP-ET-CO_01883
CL2496Contig1	HCGP-ET-CO_01884
CL2497Contig1	HCGP-ET-CO_01885
CL2498Contig1	HCGP-ET-CO_01886
CL2499Contig1	HCGP-ET-CO_01887
CL249Contig1	HCGP-ET-CO_01888
CL24Contig1	HCGP-ET-CO_01889
CL2500Contig1	HCGP-ET-CO_01890
CL2501Contig1	HCGP-ET-CO_01891
CL2502Contig1	HCGP-ET-CO_01892
CL2504Contig1	HCGP-ET-CO_01893
CL2505Contig1	HCGP-ET-CO_01894
CL2507Contig1	HCGP-ET-CO_01895
CL2508Contig1	HCGP-ET-CO_01896
CL2509Contig1	HCGP-ET-CO_01897
CL250Contig1	HCGP-ET-CO_01898
CL2510Contig1	HCGP-ET-CO_01899
CL2511Contig1	HCGP-ET-CO_01900
CL2512Contig1	HCGP-ET-CO_01901
CL2513Contig1	HCGP-ET-CO_01902
CL2514Contig1	HCGP-ET-CO_01903
CL2515Contig1	HCGP-ET-CO_01904
CL2516Contig1	HCGP-ET-CO_01905
CL2517Contig1	HCGP-ET-CO_01906
CL2518Contig1	HCGP-ET-CO_01907
CL2519Contig1	HCGP-ET-CO_01908
CL251Contig1	HCGP-ET-CO_01909
CL2520Contig1	HCGP-ET-CO_01910
CL2521Contig1	HCGP-ET-CO_01911
CL2522Contig1	HCGP-ET-CO_01912
CL2523Contig1	HCGP-ET-CO_01913
CL2525Contig1	HCGP-ET-CO_01914
CL2526Contig1	HCGP-ET-CO_01915
CL2527Contig1	HCGP-ET-CO_01916
CL2528Contig1	HCGP-ET-CO_01917
CL2529Contig1	HCGP-ET-CO_01918
CL252Contig1	HCGP-ET-CO_01919
CL2530Contig1	HCGP-ET-CO_01920
CL2531Contig1	HCGP-ET-CO_01921
CL2532Contig1	HCGP-ET-CO_01922
CL2533Contig1	HCGP-ET-CO_01923
CL2534Contig1	HCGP-ET-CO_01924
CL2535Contig1	HCGP-ET-CO_01925
CL2536Contig1	HCGP-ET-CO_01926
CL2537Contig1	HCGP-ET-CO_01927
CL2538Contig1	HCGP-ET-CO_01928
CL2539Contig1	HCGP-ET-CO_01929
CL253Contig1	HCGP-ET-CO_01930
CL2540Contig1	HCGP-ET-CO_01931
CL2541Contig1	HCGP-ET-CO_01932
CL2543Contig1	HCGP-ET-CO_01933
CL2545Contig1	HCGP-ET-CO_01934
CL2547Contig1	HCGP-ET-CO_01935
CL2548Contig1	HCGP-ET-CO_01936
CL2549Contig1	HCGP-ET-CO_01937
CL254Contig1	HCGP-ET-CO_01938
CL2550Contig1	HCGP-ET-CO_01939
CL2551Contig1	HCGP-ET-CO_01940
CL2552Contig1	HCGP-ET-CO_01941
CL2553Contig1	HCGP-ET-CO_01942
CL2554Contig1	HCGP-ET-CO_01943
CL2555Contig1	HCGP-ET-CO_01944
CL2556Contig1	HCGP-ET-CO_01945
CL2557Contig1	HCGP-ET-CO_01946
CL2558Contig1	HCGP-ET-CO_01947
CL2559Contig1	HCGP-ET-CO_01948
CL255Contig1	HCGP-ET-CO_01949
CL2560Contig1	HCGP-ET-CO_01950
CL2561Contig1	HCGP-ET-CO_01951
CL2562Contig1	HCGP-ET-CO_01952
CL2563Contig1	HCGP-ET-CO_01953
CL2564Contig1	HCGP-ET-CO_01954
CL2566Contig1	HCGP-ET-CO_01955
CL2567Contig1	HCGP-ET-CO_01956
CL2568Contig1	HCGP-ET-CO_01957
CL2569Contig1	HCGP-ET-CO_01958
CL256Contig1	HCGP-ET-CO_01959
CL2570Contig1	HCGP-ET-CO_01960
CL2571Contig1	HCGP-ET-CO_01961
CL2572Contig1	HCGP-ET-CO_01962
CL2573Contig1	HCGP-ET-CO_01963
CL2574Contig1	HCGP-ET-CO_01964
CL2575Contig1	HCGP-ET-CO_01965
CL2576Contig1	HCGP-ET-CO_01966
CL2578Contig1	HCGP-ET-CO_01967
CL2579Contig1	HCGP-ET-CO_01968
CL257Contig1	HCGP-ET-CO_01969
CL2580Contig1	HCGP-ET-CO_01970
CL2581Contig1	HCGP-ET-CO_01971
CL2582Contig1	HCGP-ET-CO_01972
CL2583Contig1	HCGP-ET-CO_01973
CL2584Contig1	HCGP-ET-CO_01974
CL2585Contig1	HCGP-ET-CO_01975
CL2586Contig1	HCGP-ET-CO_01976
CL2587Contig1	HCGP-ET-CO_01977
CL2588Contig1	HCGP-ET-CO_01978
CL2589Contig1	HCGP-ET-CO_01979
CL258Contig1	HCGP-ET-CO_01980
CL258Contig2	HCGP-ET-CO_01981
CL2590Contig1	HCGP-ET-CO_01982
CL2591Contig1	HCGP-ET-CO_01983
CL2592Contig1	HCGP-ET-CO_01984
CL2593Contig1	HCGP-ET-CO_01985
CL2594Contig1	HCGP-ET-CO_01986
CL2595Contig1	HCGP-ET-CO_01987
CL2597Contig1	HCGP-ET-CO_01988
CL2598Contig1	HCGP-ET-CO_01989
CL2599Contig1	HCGP-ET-CO_01990
CL259Contig1	HCGP-ET-CO_01991
CL25Contig1	HCGP-ET-CO_01992
CL25Contig2	HCGP-ET-CO_01993
CL25Contig3	HCGP-ET-CO_01994
CL2600Contig1	HCGP-ET-CO_01995
CL2601Contig1	HCGP-ET-CO_01996
CL2602Contig1	HCGP-ET-CO_01997
CL2603Contig1	HCGP-ET-CO_01998
CL2604Contig1	HCGP-ET-CO_01999
CL2605Contig1	HCGP-ET-CO_02000
CL2606Contig1	HCGP-ET-CO_02001
CL2607Contig1	HCGP-ET-CO_02002
CL2608Contig1	HCGP-ET-CO_02003
CL2609Contig1	HCGP-ET-CO_02004
CL260Contig1	HCGP-ET-CO_02005
CL2610Contig1	HCGP-ET-CO_02006
CL2611Contig1	HCGP-ET-CO_02007
CL2612Contig1	HCGP-ET-CO_02008
CL2613Contig1	HCGP-ET-CO_02009
CL2614Contig1	HCGP-ET-CO_02010
CL2615Contig1	HCGP-ET-CO_02011
CL2616Contig1	HCGP-ET-CO_02012
CL2617Contig1	HCGP-ET-CO_02013
CL2618Contig1	HCGP-ET-CO_02014
CL261Contig1	HCGP-ET-CO_02015
CL2621Contig1	HCGP-ET-CO_02016
CL2622Contig1	HCGP-ET-CO_02017
CL2623Contig1	HCGP-ET-CO_02018
CL2624Contig1	HCGP-ET-CO_02019
CL2625Contig1	HCGP-ET-CO_02020
CL2626Contig1	HCGP-ET-CO_02021
CL2627Contig1	HCGP-ET-CO_02022
CL2628Contig1	HCGP-ET-CO_02023
CL2629Contig1	HCGP-ET-CO_02024
CL262Contig1	HCGP-ET-CO_02025
CL2630Contig1	HCGP-ET-CO_02026
CL2631Contig1	HCGP-ET-CO_02027
CL2632Contig1	HCGP-ET-CO_02028
CL2633Contig1	HCGP-ET-CO_02029
CL2634Contig1	HCGP-ET-CO_02030
CL2636Contig1	HCGP-ET-CO_02031
CL2637Contig1	HCGP-ET-CO_02032
CL2638Contig1	HCGP-ET-CO_02033
CL2639Contig1	HCGP-ET-CO_02034
CL263Contig1	HCGP-ET-CO_02035
CL2640Contig1	HCGP-ET-CO_02036
CL2641Contig1	HCGP-ET-CO_02037
CL2642Contig1	HCGP-ET-CO_02038
CL2643Contig1	HCGP-ET-CO_02039
CL2644Contig1	HCGP-ET-CO_02040
CL2645Contig1	HCGP-ET-CO_02041
CL2646Contig1	HCGP-ET-CO_02042
CL2647Contig1	HCGP-ET-CO_02043
CL2648Contig1	HCGP-ET-CO_02044
CL2649Contig1	HCGP-ET-CO_02045
CL264Contig1	HCGP-ET-CO_02046
CL264Contig2	HCGP-ET-CO_02047
CL2650Contig1	HCGP-ET-CO_02048
CL2651Contig1	HCGP-ET-CO_02049
CL2652Contig1	HCGP-ET-CO_02050
CL2653Contig1	HCGP-ET-CO_02051
CL2654Contig1	HCGP-ET-CO_02052
CL2655Contig1	HCGP-ET-CO_02053
CL2656Contig1	HCGP-ET-CO_02054
CL2657Contig1	HCGP-ET-CO_02055
CL2658Contig1	HCGP-ET-CO_02056
CL2659Contig1	HCGP-ET-CO_02057
CL265Contig1	HCGP-ET-CO_02058
CL265Contig2	HCGP-ET-CO_02059
CL2661Contig1	HCGP-ET-CO_02060
CL2663Contig1	HCGP-ET-CO_02061
CL2664Contig1	HCGP-ET-CO_02062
CL2665Contig1	HCGP-ET-CO_02063
CL2666Contig1	HCGP-ET-CO_02064
CL2667Contig1	HCGP-ET-CO_02065
CL2669Contig1	HCGP-ET-CO_02066
CL266Contig1	HCGP-ET-CO_02067
CL2670Contig1	HCGP-ET-CO_02068
CL2671Contig1	HCGP-ET-CO_02069
CL2672Contig1	HCGP-ET-CO_02070
CL2673Contig1	HCGP-ET-CO_02071
CL2674Contig1	HCGP-ET-CO_02072
CL2675Contig1	HCGP-ET-CO_02073
CL2676Contig1	HCGP-ET-CO_02074
CL2677Contig1	HCGP-ET-CO_02075
CL2678Contig1	HCGP-ET-CO_02076
CL2679Contig1	HCGP-ET-CO_02077
CL267Contig1	HCGP-ET-CO_02078
CL267Contig2	HCGP-ET-CO_02079
CL2680Contig1	HCGP-ET-CO_02080
CL2681Contig1	HCGP-ET-CO_02081
CL2682Contig1	HCGP-ET-CO_02082
CL2683Contig1	HCGP-ET-CO_02083
CL2684Contig1	HCGP-ET-CO_02084
CL2685Contig1	HCGP-ET-CO_02085
CL2686Contig1	HCGP-ET-CO_02086
CL2687Contig1	HCGP-ET-CO_02087
CL2688Contig1	HCGP-ET-CO_02088
CL2689Contig1	HCGP-ET-CO_02089
CL268Contig1	HCGP-ET-CO_02090
CL2690Contig1	HCGP-ET-CO_02091
CL2691Contig1	HCGP-ET-CO_02092
CL2692Contig1	HCGP-ET-CO_02093
CL2693Contig1	HCGP-ET-CO_02094
CL2694Contig1	HCGP-ET-CO_02095
CL2695Contig1	HCGP-ET-CO_02096
CL2696Contig1	HCGP-ET-CO_02097
CL2697Contig1	HCGP-ET-CO_02098
CL2698Contig1	HCGP-ET-CO_02099
CL2699Contig1	HCGP-ET-CO_02100
CL269Contig1	HCGP-ET-CO_02101
CL26Contig1	HCGP-ET-CO_02102
CL2700Contig1	HCGP-ET-CO_02103
CL2701Contig1	HCGP-ET-CO_02104
CL2703Contig1	HCGP-ET-CO_02105
CL2706Contig1	HCGP-ET-CO_02106
CL2707Contig1	HCGP-ET-CO_02107
CL2708Contig1	HCGP-ET-CO_02108
CL2709Contig1	HCGP-ET-CO_02109
CL270Contig1	HCGP-ET-CO_02110
CL2710Contig1	HCGP-ET-CO_02111
CL2712Contig1	HCGP-ET-CO_02112
CL2713Contig1	HCGP-ET-CO_02113
CL2714Contig1	HCGP-ET-CO_02114
CL2715Contig1	HCGP-ET-CO_02115
CL2716Contig1	HCGP-ET-CO_02116
CL2717Contig1	HCGP-ET-CO_02117
CL2718Contig1	HCGP-ET-CO_02118
CL2719Contig1	HCGP-ET-CO_02119
CL271Contig1	HCGP-ET-CO_02120
CL2720Contig1	HCGP-ET-CO_02121
CL2721Contig1	HCGP-ET-CO_02122
CL2722Contig1	HCGP-ET-CO_02123
CL2723Contig1	HCGP-ET-CO_02124
CL2724Contig1	HCGP-ET-CO_02125
CL2725Contig1	HCGP-ET-CO_02126
CL2726Contig1	HCGP-ET-CO_02127
CL2727Contig1	HCGP-ET-CO_02128
CL2728Contig1	HCGP-ET-CO_02129
CL2729Contig1	HCGP-ET-CO_02130
CL272Contig1	HCGP-ET-CO_02131
CL2730Contig1	HCGP-ET-CO_02132
CL2731Contig1	HCGP-ET-CO_02133
CL2732Contig1	HCGP-ET-CO_02134
CL2733Contig1	HCGP-ET-CO_02135
CL2734Contig1	HCGP-ET-CO_02136
CL2735Contig1	HCGP-ET-CO_02137
CL2736Contig1	HCGP-ET-CO_02138
CL2737Contig1	HCGP-ET-CO_02139
CL2738Contig1	HCGP-ET-CO_02140
CL2739Contig1	HCGP-ET-CO_02141
CL273Contig1	HCGP-ET-CO_02142
CL2740Contig1	HCGP-ET-CO_02143
CL2741Contig1	HCGP-ET-CO_02144
CL2742Contig1	HCGP-ET-CO_02145
CL2743Contig1	HCGP-ET-CO_02146
CL2744Contig1	HCGP-ET-CO_02147
CL2745Contig1	HCGP-ET-CO_02148
CL2746Contig1	HCGP-ET-CO_02149
CL2747Contig1	HCGP-ET-CO_02150
CL2748Contig1	HCGP-ET-CO_02151
CL2749Contig1	HCGP-ET-CO_02152
CL274Contig1	HCGP-ET-CO_02153
CL2750Contig1	HCGP-ET-CO_02154
CL2751Contig1	HCGP-ET-CO_02155
CL2752Contig1	HCGP-ET-CO_02156
CL2753Contig1	HCGP-ET-CO_02157
CL2754Contig1	HCGP-ET-CO_02158
CL2755Contig1	HCGP-ET-CO_02159
CL2758Contig1	HCGP-ET-CO_02160
CL2759Contig1	HCGP-ET-CO_02161
CL275Contig1	HCGP-ET-CO_02162
CL2760Contig1	HCGP-ET-CO_02163
CL2761Contig1	HCGP-ET-CO_02164
CL2762Contig1	HCGP-ET-CO_02165
CL2763Contig1	HCGP-ET-CO_02166
CL2764Contig1	HCGP-ET-CO_02167
CL2765Contig1	HCGP-ET-CO_02168
CL2766Contig1	HCGP-ET-CO_02169
CL2767Contig1	HCGP-ET-CO_02170
CL2768Contig1	HCGP-ET-CO_02171
CL2769Contig1	HCGP-ET-CO_02172
CL276Contig1	HCGP-ET-CO_02173
CL277Contig1	HCGP-ET-CO_02174
CL278Contig1	HCGP-ET-CO_02175
CL278Contig2	HCGP-ET-CO_02176
CL279Contig1	HCGP-ET-CO_02177
CL27Contig1	HCGP-ET-CO_02178
CL27Contig2	HCGP-ET-CO_02179
CL280Contig1	HCGP-ET-CO_02180
CL280Contig2	HCGP-ET-CO_02181
CL281Contig1	HCGP-ET-CO_02182
CL282Contig1	HCGP-ET-CO_02183
CL283Contig1	HCGP-ET-CO_02184
CL285Contig1	HCGP-ET-CO_02185
CL286Contig1	HCGP-ET-CO_02186
CL287Contig1	HCGP-ET-CO_02187
CL288Contig1	HCGP-ET-CO_02188
CL289Contig1	HCGP-ET-CO_02189
CL28Contig3	HCGP-ET-CO_02190
CL290Contig1	HCGP-ET-CO_02191
CL291Contig1	HCGP-ET-CO_02192
CL292Contig1	HCGP-ET-CO_02193
CL293Contig1	HCGP-ET-CO_02194
CL294Contig1	HCGP-ET-CO_02195
CL295Contig1	HCGP-ET-CO_02196
CL296Contig1	HCGP-ET-CO_02197
CL297Contig1	HCGP-ET-CO_02198
CL298Contig1	HCGP-ET-CO_02199
CL299Contig1	HCGP-ET-CO_02200
CL29Contig1	HCGP-ET-CO_02201
CL29Contig2	HCGP-ET-CO_02202
CL29Contig3	HCGP-ET-CO_02203
CL2Contig1	HCGP-ET-CO_02204
CL2Contig2	HCGP-ET-CO_02205
CL300Contig1	HCGP-ET-CO_02206
CL301Contig1	HCGP-ET-CO_02207
CL302Contig1	HCGP-ET-CO_02208
CL303Contig1	HCGP-ET-CO_02209
CL304Contig1	HCGP-ET-CO_02210
CL305Contig1	HCGP-ET-CO_02211
CL306Contig1	HCGP-ET-CO_02212
CL307Contig1	HCGP-ET-CO_02213
CL308Contig1	HCGP-ET-CO_02214
CL309Contig1	HCGP-ET-CO_02215
CL30Contig1	HCGP-ET-CO_02216
CL310Contig1	HCGP-ET-CO_02217
CL311Contig1	HCGP-ET-CO_02218
CL312Contig1	HCGP-ET-CO_02219
CL313Contig1	HCGP-ET-CO_02220
CL314Contig1	HCGP-ET-CO_02221
CL314Contig2	HCGP-ET-CO_02222
CL315Contig1	HCGP-ET-CO_02223
CL316Contig1	HCGP-ET-CO_02224
CL317Contig1	HCGP-ET-CO_02225
CL318Contig1	HCGP-ET-CO_02226
CL319Contig1	HCGP-ET-CO_02227
CL31Contig1	HCGP-ET-CO_02228
CL31Contig2	HCGP-ET-CO_02229
CL320Contig1	HCGP-ET-CO_02230
CL321Contig1	HCGP-ET-CO_02231
CL322Contig1	HCGP-ET-CO_02232
CL323Contig1	HCGP-ET-CO_02233
CL324Contig1	HCGP-ET-CO_02234
CL325Contig1	HCGP-ET-CO_02235
CL326Contig1	HCGP-ET-CO_02236
CL327Contig1	HCGP-ET-CO_02237
CL328Contig1	HCGP-ET-CO_02238
CL329Contig1	HCGP-ET-CO_02239
CL32Contig1	HCGP-ET-CO_02240
CL330Contig1	HCGP-ET-CO_02241
CL331Contig1	HCGP-ET-CO_02242
CL332Contig1	HCGP-ET-CO_02243
CL333Contig1	HCGP-ET-CO_02244
CL334Contig1	HCGP-ET-CO_02245
CL335Contig1	HCGP-ET-CO_02246
CL336Contig1	HCGP-ET-CO_02247
CL337Contig1	HCGP-ET-CO_02248
CL338Contig1	HCGP-ET-CO_02249
CL33Contig1	HCGP-ET-CO_02250
CL33Contig2	HCGP-ET-CO_02251
CL33Contig3	HCGP-ET-CO_02252
CL340Contig1	HCGP-ET-CO_02253
CL341Contig1	HCGP-ET-CO_02254
CL342Contig1	HCGP-ET-CO_02255
CL343Contig1	HCGP-ET-CO_02256
CL344Contig1	HCGP-ET-CO_02257
CL345Contig1	HCGP-ET-CO_02258
CL346Contig1	HCGP-ET-CO_02259
CL347Contig1	HCGP-ET-CO_02260
CL348Contig1	HCGP-ET-CO_02261
CL349Contig1	HCGP-ET-CO_02262
CL34Contig1	HCGP-ET-CO_02263
CL350Contig1	HCGP-ET-CO_02264
CL351Contig1	HCGP-ET-CO_02265
CL352Contig1	HCGP-ET-CO_02266
CL353Contig1	HCGP-ET-CO_02267
CL355Contig1	HCGP-ET-CO_02268
CL356Contig1	HCGP-ET-CO_02269
CL357Contig1	HCGP-ET-CO_02270
CL358Contig1	HCGP-ET-CO_02271
CL359Contig1	HCGP-ET-CO_02272
CL35Contig1	HCGP-ET-CO_02273
CL361Contig1	HCGP-ET-CO_02274
CL362Contig1	HCGP-ET-CO_02275
CL364Contig1	HCGP-ET-CO_02276
CL365Contig1	HCGP-ET-CO_02277
CL366Contig1	HCGP-ET-CO_02278
CL367Contig1	HCGP-ET-CO_02279
CL368Contig1	HCGP-ET-CO_02280
CL369Contig1	HCGP-ET-CO_02281
CL36Contig1	HCGP-ET-CO_02282
CL370Contig1	HCGP-ET-CO_02283
CL371Contig1	HCGP-ET-CO_02284
CL372Contig1	HCGP-ET-CO_02285
CL373Contig1	HCGP-ET-CO_02286
CL374Contig1	HCGP-ET-CO_02287
CL375Contig1	HCGP-ET-CO_02288
CL376Contig1	HCGP-ET-CO_02289
CL377Contig1	HCGP-ET-CO_02290
CL378Contig1	HCGP-ET-CO_02291
CL379Contig1	HCGP-ET-CO_02292
CL37Contig1	HCGP-ET-CO_02293
CL380Contig1	HCGP-ET-CO_02294
CL381Contig1	HCGP-ET-CO_02295
CL381Contig2	HCGP-ET-CO_02296
CL382Contig1	HCGP-ET-CO_02297
CL383Contig1	HCGP-ET-CO_02298
CL384Contig1	HCGP-ET-CO_02299
CL385Contig1	HCGP-ET-CO_02300
CL386Contig1	HCGP-ET-CO_02301
CL387Contig1	HCGP-ET-CO_02302
CL388Contig1	HCGP-ET-CO_02303
CL389Contig1	HCGP-ET-CO_02304
CL38Contig1	HCGP-ET-CO_02305
CL390Contig1	HCGP-ET-CO_02306
CL391Contig1	HCGP-ET-CO_02307
CL392Contig1	HCGP-ET-CO_02308
CL393Contig1	HCGP-ET-CO_02309
CL394Contig1	HCGP-ET-CO_02310
CL394Contig2	HCGP-ET-CO_02311
CL395Contig1	HCGP-ET-CO_02312
CL395Contig2	HCGP-ET-CO_02313
CL396Contig1	HCGP-ET-CO_02314
CL396Contig2	HCGP-ET-CO_02315
CL397Contig1	HCGP-ET-CO_02316
CL398Contig1	HCGP-ET-CO_02317
CL399Contig1	HCGP-ET-CO_02318
CL39Contig1	HCGP-ET-CO_02319
CL3Contig1	HCGP-ET-CO_02320
CL3Contig2	HCGP-ET-CO_02321
CL3Contig3	HCGP-ET-CO_02322
CL3Contig4	HCGP-ET-CO_02323
CL400Contig1	HCGP-ET-CO_02324
CL401Contig1	HCGP-ET-CO_02325
CL402Contig1	HCGP-ET-CO_02326
CL403Contig1	HCGP-ET-CO_02327
CL404Contig1	HCGP-ET-CO_02328
CL405Contig1	HCGP-ET-CO_02329
CL405Contig2	HCGP-ET-CO_02330
CL406Contig1	HCGP-ET-CO_02331
CL407Contig1	HCGP-ET-CO_02332
CL408Contig1	HCGP-ET-CO_02333
CL409Contig1	HCGP-ET-CO_02334
CL40Contig1	HCGP-ET-CO_02335
CL40Contig2	HCGP-ET-CO_02336
CL410Contig1	HCGP-ET-CO_02337
CL411Contig1	HCGP-ET-CO_02338
CL412Contig1	HCGP-ET-CO_02339
CL413Contig1	HCGP-ET-CO_02340
CL414Contig1	HCGP-ET-CO_02341
CL415Contig1	HCGP-ET-CO_02342
CL415Contig2	HCGP-ET-CO_02343
CL416Contig1	HCGP-ET-CO_02344
CL417Contig1	HCGP-ET-CO_02345
CL418Contig1	HCGP-ET-CO_02346
CL419Contig1	HCGP-ET-CO_02347
CL41Contig1	HCGP-ET-CO_02348
CL420Contig1	HCGP-ET-CO_02349
CL421Contig1	HCGP-ET-CO_02350
CL422Contig1	HCGP-ET-CO_02351
CL423Contig1	HCGP-ET-CO_02352
CL424Contig1	HCGP-ET-CO_02353
CL425Contig1	HCGP-ET-CO_02354
CL426Contig1	HCGP-ET-CO_02355
CL427Contig1	HCGP-ET-CO_02356
CL428Contig1	HCGP-ET-CO_02357
CL429Contig1	HCGP-ET-CO_02358
CL42Contig1	HCGP-ET-CO_02359
CL42Contig2	HCGP-ET-CO_02360
CL42Contig3	HCGP-ET-CO_02361
CL430Contig1	HCGP-ET-CO_02362
CL431Contig1	HCGP-ET-CO_02363
CL432Contig1	HCGP-ET-CO_02364
CL433Contig1	HCGP-ET-CO_02365
CL434Contig1	HCGP-ET-CO_02366
CL436Contig1	HCGP-ET-CO_02367
CL437Contig1	HCGP-ET-CO_02368
CL438Contig1	HCGP-ET-CO_02369
CL439Contig1	HCGP-ET-CO_02370
CL43Contig1	HCGP-ET-CO_02371
CL440Contig1	HCGP-ET-CO_02372
CL440Contig2	HCGP-ET-CO_02373
CL441Contig1	HCGP-ET-CO_02374
CL442Contig1	HCGP-ET-CO_02375
CL442Contig2	HCGP-ET-CO_02376
CL443Contig1	HCGP-ET-CO_02377
CL444Contig1	HCGP-ET-CO_02378
CL444Contig2	HCGP-ET-CO_02379
CL445Contig1	HCGP-ET-CO_02380
CL446Contig1	HCGP-ET-CO_02381
CL447Contig1	HCGP-ET-CO_02382
CL448Contig1	HCGP-ET-CO_02383
CL449Contig1	HCGP-ET-CO_02384
CL44Contig1	HCGP-ET-CO_02385
CL44Contig2	HCGP-ET-CO_02386
CL450Contig1	HCGP-ET-CO_02387
CL451Contig1	HCGP-ET-CO_02388
CL452Contig1	HCGP-ET-CO_02389
CL453Contig1	HCGP-ET-CO_02390
CL454Contig1	HCGP-ET-CO_02391
CL455Contig1	HCGP-ET-CO_02392
CL456Contig1	HCGP-ET-CO_02393
CL456Contig2	HCGP-ET-CO_02394
CL457Contig1	HCGP-ET-CO_02395
CL458Contig1	HCGP-ET-CO_02396
CL459Contig1	HCGP-ET-CO_02397
CL45Contig1	HCGP-ET-CO_02398
CL460Contig1	HCGP-ET-CO_02399
CL461Contig1	HCGP-ET-CO_02400
CL462Contig1	HCGP-ET-CO_02401
CL463Contig1	HCGP-ET-CO_02402
CL464Contig1	HCGP-ET-CO_02403
CL465Contig1	HCGP-ET-CO_02404
CL465Contig2	HCGP-ET-CO_02405
CL466Contig1	HCGP-ET-CO_02406
CL466Contig2	HCGP-ET-CO_02407
CL467Contig1	HCGP-ET-CO_02408
CL467Contig2	HCGP-ET-CO_02409
CL468Contig1	HCGP-ET-CO_02410
CL469Contig1	HCGP-ET-CO_02411
CL46Contig1	HCGP-ET-CO_02412
CL46Contig2	HCGP-ET-CO_02413
CL470Contig1	HCGP-ET-CO_02414
CL470Contig2	HCGP-ET-CO_02415
CL471Contig1	HCGP-ET-CO_02416
CL472Contig1	HCGP-ET-CO_02417
CL473Contig1	HCGP-ET-CO_02418
CL474Contig1	HCGP-ET-CO_02419
CL475Contig1	HCGP-ET-CO_02420
CL476Contig1	HCGP-ET-CO_02421
CL477Contig1	HCGP-ET-CO_02422
CL478Contig1	HCGP-ET-CO_02423
CL479Contig1	HCGP-ET-CO_02424
CL47Contig1	HCGP-ET-CO_02425
CL47Contig2	HCGP-ET-CO_02426
CL480Contig1	HCGP-ET-CO_02427
CL481Contig1	HCGP-ET-CO_02428
CL482Contig1	HCGP-ET-CO_02429
CL483Contig1	HCGP-ET-CO_02430
CL484Contig1	HCGP-ET-CO_02431
CL485Contig1	HCGP-ET-CO_02432
CL486Contig1	HCGP-ET-CO_02433
CL487Contig1	HCGP-ET-CO_02434
CL488Contig1	HCGP-ET-CO_02435
CL489Contig1	HCGP-ET-CO_02436
CL48Contig1	HCGP-ET-CO_02437
CL490Contig1	HCGP-ET-CO_02438
CL491Contig1	HCGP-ET-CO_02439
CL492Contig1	HCGP-ET-CO_02440
CL493Contig1	HCGP-ET-CO_02441
CL494Contig1	HCGP-ET-CO_02442
CL495Contig1	HCGP-ET-CO_02443
CL496Contig1	HCGP-ET-CO_02444
CL497Contig1	HCGP-ET-CO_02445
CL498Contig1	HCGP-ET-CO_02446
CL499Contig1	HCGP-ET-CO_02447
CL49Contig1	HCGP-ET-CO_02448
CL49Contig2	HCGP-ET-CO_02449
CL49Contig3	HCGP-ET-CO_02450
CL49Contig4	HCGP-ET-CO_02451
CL49Contig6	HCGP-ET-CO_02452
CL4Contig1	HCGP-ET-CO_02453
CL500Contig1	HCGP-ET-CO_02454
CL501Contig1	HCGP-ET-CO_02455
CL502Contig1	HCGP-ET-CO_02456
CL503Contig1	HCGP-ET-CO_02457
CL504Contig1	HCGP-ET-CO_02458
CL505Contig1	HCGP-ET-CO_02459
CL506Contig1	HCGP-ET-CO_02460
CL507Contig1	HCGP-ET-CO_02461
CL508Contig1	HCGP-ET-CO_02462
CL509Contig1	HCGP-ET-CO_02463
CL50Contig1	HCGP-ET-CO_02464
CL511Contig1	HCGP-ET-CO_02465
