#TGICL_NAME	CONTIG_NAME
CL2209Contig1	HCGP-TN-CO_01224
CL220Contig1	HCGP-TN-CO_01225
CL2210Contig1	HCGP-TN-CO_01226
CL2211Contig1	HCGP-TN-CO_01227
CL2212Contig1	HCGP-TN-CO_01228
CL2213Contig1	HCGP-TN-CO_01229
CL2214Contig1	HCGP-TN-CO_01230
CL2215Contig1	HCGP-TN-CO_01231
CL2216Contig1	HCGP-TN-CO_01232
CL2217Contig1	HCGP-TN-CO_01233
CL2219Contig1	HCGP-TN-CO_01234
CL221Contig1	HCGP-TN-CO_01235
CL2220Contig1	HCGP-TN-CO_01236
CL2221Contig1	HCGP-TN-CO_01237
CL2222Contig1	HCGP-TN-CO_01238
CL2223Contig1	HCGP-TN-CO_01239
CL2224Contig1	HCGP-TN-CO_01240
CL2225Contig1	HCGP-TN-CO_01241
CL2226Contig1	HCGP-TN-CO_01242
CL2227Contig1	HCGP-TN-CO_01243
CL2228Contig1	HCGP-TN-CO_01244
CL222Contig1	HCGP-TN-CO_01245
CL2230Contig1	HCGP-TN-CO_01246
CL2231Contig1	HCGP-TN-CO_01247
CL2232Contig1	HCGP-TN-CO_01248
CL2233Contig1	HCGP-TN-CO_01249
CL2234Contig1	HCGP-TN-CO_01250
CL2235Contig1	HCGP-TN-CO_01251
CL2236Contig1	HCGP-TN-CO_01252
CL2237Contig1	HCGP-TN-CO_01253
CL2238Contig1	HCGP-TN-CO_01254
CL2239Contig1	HCGP-TN-CO_01255
CL223Contig1	HCGP-TN-CO_01256
CL2240Contig1	HCGP-TN-CO_01257
CL2241Contig1	HCGP-TN-CO_01258
CL2242Contig1	HCGP-TN-CO_01259
CL2244Contig1	HCGP-TN-CO_01260
CL2245Contig1	HCGP-TN-CO_01261
CL2246Contig1	HCGP-TN-CO_01262
CL2247Contig1	HCGP-TN-CO_01263
CL2248Contig1	HCGP-TN-CO_01264
CL224Contig1	HCGP-TN-CO_01265
CL224Contig2	HCGP-TN-CO_01266
CL2250Contig1	HCGP-TN-CO_01267
CL2251Contig1	HCGP-TN-CO_01268
CL2253Contig1	HCGP-TN-CO_01269
CL2254Contig1	HCGP-TN-CO_01270
CL2255Contig1	HCGP-TN-CO_01271
CL2256Contig1	HCGP-TN-CO_01272
CL2258Contig1	HCGP-TN-CO_01273
CL2259Contig1	HCGP-TN-CO_01274
CL225Contig1	HCGP-TN-CO_01275
CL225Contig2	HCGP-TN-CO_01276
CL2260Contig1	HCGP-TN-CO_01277
CL2261Contig1	HCGP-TN-CO_01278
CL2262Contig1	HCGP-TN-CO_01279
CL2263Contig1	HCGP-TN-CO_01280
CL2264Contig1	HCGP-TN-CO_01281
CL2265Contig1	HCGP-TN-CO_01282
CL2266Contig1	HCGP-TN-CO_01283
CL2267Contig1	HCGP-TN-CO_01284
CL2268Contig1	HCGP-TN-CO_01285
CL2269Contig1	HCGP-TN-CO_01286
CL2270Contig1	HCGP-TN-CO_01287
CL2271Contig1	HCGP-TN-CO_01288
CL2272Contig1	HCGP-TN-CO_01289
CL2273Contig1	HCGP-TN-CO_01290
CL2274Contig1	HCGP-TN-CO_01291
CL2275Contig1	HCGP-TN-CO_01292
CL2276Contig1	HCGP-TN-CO_01293
CL2277Contig1	HCGP-TN-CO_01294
CL2278Contig1	HCGP-TN-CO_01295
CL2279Contig1	HCGP-TN-CO_01296
CL227Contig1	HCGP-TN-CO_01297
CL2280Contig1	HCGP-TN-CO_01298
CL2281Contig1	HCGP-TN-CO_01299
CL2282Contig1	HCGP-TN-CO_01300
CL2283Contig1	HCGP-TN-CO_01301
CL2284Contig1	HCGP-TN-CO_01302
CL2285Contig1	HCGP-TN-CO_01303
CL2286Contig1	HCGP-TN-CO_01304
CL2287Contig1	HCGP-TN-CO_01305
CL2288Contig1	HCGP-TN-CO_01306
CL2289Contig1	HCGP-TN-CO_01307
CL228Contig1	HCGP-TN-CO_01308
CL2290Contig1	HCGP-TN-CO_01309
CL2291Contig1	HCGP-TN-CO_01310
CL2292Contig1	HCGP-TN-CO_01311
CL2293Contig1	HCGP-TN-CO_01312
CL2294Contig1	HCGP-TN-CO_01313
CL2295Contig1	HCGP-TN-CO_01314
CL2296Contig1	HCGP-TN-CO_01315
CL2297Contig1	HCGP-TN-CO_01316
CL2299Contig1	HCGP-TN-CO_01317
CL229Contig1	HCGP-TN-CO_01318
CL22Contig1	HCGP-TN-CO_01319
CL22Contig2	HCGP-TN-CO_01320
CL22Contig3	HCGP-TN-CO_01321
CL2300Contig1	HCGP-TN-CO_01322
CL2301Contig1	HCGP-TN-CO_01323
CL2302Contig1	HCGP-TN-CO_01324
CL2303Contig1	HCGP-TN-CO_01325
CL2304Contig1	HCGP-TN-CO_01326
CL2305Contig1	HCGP-TN-CO_01327
CL2306Contig1	HCGP-TN-CO_01328
CL2307Contig1	HCGP-TN-CO_01329
CL2308Contig1	HCGP-TN-CO_01330
CL2309Contig1	HCGP-TN-CO_01331
CL230Contig1	HCGP-TN-CO_01332
CL230Contig2	HCGP-TN-CO_01333
CL2312Contig1	HCGP-TN-CO_01334
CL2313Contig1	HCGP-TN-CO_01335
CL2314Contig1	HCGP-TN-CO_01336
CL2315Contig1	HCGP-TN-CO_01337
CL2316Contig1	HCGP-TN-CO_01338
CL2317Contig1	HCGP-TN-CO_01339
CL2318Contig1	HCGP-TN-CO_01340
CL2319Contig1	HCGP-TN-CO_01341
CL231Contig1	HCGP-TN-CO_01342
CL2320Contig1	HCGP-TN-CO_01343
CL2321Contig1	HCGP-TN-CO_01344
CL2322Contig1	HCGP-TN-CO_01345
CL2323Contig1	HCGP-TN-CO_01346
CL2324Contig1	HCGP-TN-CO_01347
CL2325Contig1	HCGP-TN-CO_01348
CL2326Contig1	HCGP-TN-CO_01349
CL2327Contig1	HCGP-TN-CO_01350
CL2328Contig1	HCGP-TN-CO_01351
CL2329Contig1	HCGP-TN-CO_01352
CL232Contig1	HCGP-TN-CO_01353
CL2331Contig1	HCGP-TN-CO_01354
CL2333Contig1	HCGP-TN-CO_01355
CL2334Contig1	HCGP-TN-CO_01356
CL2335Contig1	HCGP-TN-CO_01357
CL2336Contig1	HCGP-TN-CO_01358
CL2337Contig1	HCGP-TN-CO_01359
CL2338Contig1	HCGP-TN-CO_01360
CL233Contig1	HCGP-TN-CO_01361
CL2340Contig1	HCGP-TN-CO_01362
CL2341Contig1	HCGP-TN-CO_01363
CL2342Contig1	HCGP-TN-CO_01364
CL2343Contig1	HCGP-TN-CO_01365
CL2345Contig1	HCGP-TN-CO_01366
CL2346Contig1	HCGP-TN-CO_01367
CL2347Contig1	HCGP-TN-CO_01368
CL2348Contig1	HCGP-TN-CO_01369
CL2349Contig1	HCGP-TN-CO_01370
CL234Contig1	HCGP-TN-CO_01371
CL2350Contig1	HCGP-TN-CO_01372
CL2351Contig1	HCGP-TN-CO_01373
CL2352Contig1	HCGP-TN-CO_01374
CL2353Contig1	HCGP-TN-CO_01375
CL2354Contig1	HCGP-TN-CO_01376
CL2355Contig1	HCGP-TN-CO_01377
CL2356Contig1	HCGP-TN-CO_01378
CL2357Contig1	HCGP-TN-CO_01379
CL2358Contig1	HCGP-TN-CO_01380
CL2359Contig1	HCGP-TN-CO_01381
CL235Contig1	HCGP-TN-CO_01382
CL2360Contig1	HCGP-TN-CO_01383
CL2361Contig1	HCGP-TN-CO_01384
CL2362Contig1	HCGP-TN-CO_01385
CL2363Contig1	HCGP-TN-CO_01386
CL2364Contig1	HCGP-TN-CO_01387
CL2365Contig1	HCGP-TN-CO_01388
CL2366Contig1	HCGP-TN-CO_01389
CL2369Contig1	HCGP-TN-CO_01390
CL236Contig1	HCGP-TN-CO_01391
CL2371Contig1	HCGP-TN-CO_01392
CL2372Contig1	HCGP-TN-CO_01393
CL2373Contig1	HCGP-TN-CO_01394
CL2374Contig1	HCGP-TN-CO_01395
CL2375Contig1	HCGP-TN-CO_01396
CL2376Contig1	HCGP-TN-CO_01397
CL2377Contig1	HCGP-TN-CO_01398
CL2378Contig1	HCGP-TN-CO_01399
CL2379Contig1	HCGP-TN-CO_01400
CL237Contig1	HCGP-TN-CO_01401
CL2380Contig1	HCGP-TN-CO_01402
CL2381Contig1	HCGP-TN-CO_01403
CL2383Contig1	HCGP-TN-CO_01404
CL2384Contig1	HCGP-TN-CO_01405
CL2385Contig1	HCGP-TN-CO_01406
CL2386Contig1	HCGP-TN-CO_01407
CL2387Contig1	HCGP-TN-CO_01408
CL2388Contig1	HCGP-TN-CO_01409
CL2389Contig1	HCGP-TN-CO_01410
CL238Contig1	HCGP-TN-CO_01411
CL2390Contig1	HCGP-TN-CO_01412
CL2391Contig1	HCGP-TN-CO_01413
CL2392Contig1	HCGP-TN-CO_01414
CL2393Contig1	HCGP-TN-CO_01415
CL2394Contig1	HCGP-TN-CO_01416
CL2395Contig1	HCGP-TN-CO_01417
CL2396Contig1	HCGP-TN-CO_01418
CL2397Contig1	HCGP-TN-CO_01419
CL2399Contig1	HCGP-TN-CO_01420
CL239Contig1	HCGP-TN-CO_01421
CL23Contig1	HCGP-TN-CO_01422
CL2401Contig1	HCGP-TN-CO_01423
CL2402Contig1	HCGP-TN-CO_01424
CL2403Contig1	HCGP-TN-CO_01425
CL2404Contig1	HCGP-TN-CO_01426
CL2405Contig1	HCGP-TN-CO_01427
CL2406Contig1	HCGP-TN-CO_01428
CL2407Contig1	HCGP-TN-CO_01429
CL2408Contig1	HCGP-TN-CO_01430
CL2409Contig1	HCGP-TN-CO_01431
CL240Contig1	HCGP-TN-CO_01432
CL2410Contig1	HCGP-TN-CO_01433
CL2411Contig1	HCGP-TN-CO_01434
CL2412Contig1	HCGP-TN-CO_01435
CL2413Contig1	HCGP-TN-CO_01436
CL2414Contig1	HCGP-TN-CO_01437
CL2415Contig1	HCGP-TN-CO_01438
CL2416Contig1	HCGP-TN-CO_01439
CL2417Contig1	HCGP-TN-CO_01440
CL2419Contig1	HCGP-TN-CO_01441
CL241Contig1	HCGP-TN-CO_01442
CL2420Contig1	HCGP-TN-CO_01443
CL2421Contig1	HCGP-TN-CO_01444
CL2422Contig1	HCGP-TN-CO_01445
CL2423Contig1	HCGP-TN-CO_01446
CL2425Contig1	HCGP-TN-CO_01447
CL2426Contig1	HCGP-TN-CO_01448
CL2427Contig1	HCGP-TN-CO_01449
CL2428Contig1	HCGP-TN-CO_01450
CL2429Contig1	HCGP-TN-CO_01451
CL242Contig1	HCGP-TN-CO_01452
CL2431Contig1	HCGP-TN-CO_01453
CL2432Contig1	HCGP-TN-CO_01454
CL2433Contig1	HCGP-TN-CO_01455
CL2434Contig1	HCGP-TN-CO_01456
CL2435Contig1	HCGP-TN-CO_01457
CL2436Contig1	HCGP-TN-CO_01458
CL2437Contig1	HCGP-TN-CO_01459
CL2439Contig1	HCGP-TN-CO_01460
CL243Contig1	HCGP-TN-CO_01461
CL2440Contig1	HCGP-TN-CO_01462
CL2441Contig1	HCGP-TN-CO_01463
CL2442Contig1	HCGP-TN-CO_01464
CL2443Contig1	HCGP-TN-CO_01465
CL2444Contig1	HCGP-TN-CO_01466
CL2445Contig1	HCGP-TN-CO_01467
CL2446Contig1	HCGP-TN-CO_01468
CL2447Contig1	HCGP-TN-CO_01469
CL2449Contig1	HCGP-TN-CO_01470
CL244Contig1	HCGP-TN-CO_01471
CL2450Contig1	HCGP-TN-CO_01472
CL245Contig1	HCGP-TN-CO_01473
CL246Contig1	HCGP-TN-CO_01474
CL247Contig1	HCGP-TN-CO_01475
CL248Contig1	HCGP-TN-CO_01476
CL249Contig1	HCGP-TN-CO_01477
CL24Contig1	HCGP-TN-CO_01478
CL250Contig1	HCGP-TN-CO_01479
CL251Contig1	HCGP-TN-CO_01480
CL252Contig1	HCGP-TN-CO_01481
CL253Contig1	HCGP-TN-CO_01482
CL254Contig1	HCGP-TN-CO_01483
CL255Contig1	HCGP-TN-CO_01484
CL256Contig1	HCGP-TN-CO_01485
CL257Contig1	HCGP-TN-CO_01486
CL258Contig1	HCGP-TN-CO_01487
CL259Contig1	HCGP-TN-CO_01488
CL259Contig2	HCGP-TN-CO_01489
CL25Contig1	HCGP-TN-CO_01490
CL260Contig1	HCGP-TN-CO_01491
CL261Contig1	HCGP-TN-CO_01492
CL262Contig1	HCGP-TN-CO_01493
CL263Contig1	HCGP-TN-CO_01494
CL264Contig1	HCGP-TN-CO_01495
CL265Contig1	HCGP-TN-CO_01496
CL266Contig1	HCGP-TN-CO_01497
CL267Contig1	HCGP-TN-CO_01498
CL268Contig1	HCGP-TN-CO_01499
CL26Contig1	HCGP-TN-CO_01500
CL270Contig1	HCGP-TN-CO_01501
CL271Contig1	HCGP-TN-CO_01502
CL272Contig1	HCGP-TN-CO_01503
CL273Contig1	HCGP-TN-CO_01504
CL274Contig1	HCGP-TN-CO_01505
CL275Contig1	HCGP-TN-CO_01506
CL275Contig2	HCGP-TN-CO_01507
CL277Contig1	HCGP-TN-CO_01508
CL278Contig1	HCGP-TN-CO_01509
CL278Contig2	HCGP-TN-CO_01510
CL279Contig1	HCGP-TN-CO_01511
CL27Contig1	HCGP-TN-CO_01512
CL280Contig1	HCGP-TN-CO_01513
CL281Contig1	HCGP-TN-CO_01514
CL282Contig1	HCGP-TN-CO_01515
CL283Contig2	HCGP-TN-CO_01516
CL284Contig1	HCGP-TN-CO_01517
CL285Contig1	HCGP-TN-CO_01518
CL286Contig1	HCGP-TN-CO_01519
CL287Contig1	HCGP-TN-CO_01520
CL288Contig1	HCGP-TN-CO_01521
CL289Contig1	HCGP-TN-CO_01522
CL28Contig1	HCGP-TN-CO_01523
CL28Contig2	HCGP-TN-CO_01524
CL28Contig3	HCGP-TN-CO_01525
CL290Contig1	HCGP-TN-CO_01526
CL291Contig1	HCGP-TN-CO_01527
CL292Contig1	HCGP-TN-CO_01528
CL293Contig1	HCGP-TN-CO_01529
CL294Contig1	HCGP-TN-CO_01530
CL294Contig2	HCGP-TN-CO_01531
CL295Contig1	HCGP-TN-CO_01532
CL296Contig1	HCGP-TN-CO_01533
CL297Contig1	HCGP-TN-CO_01534
CL298Contig1	HCGP-TN-CO_01535
CL299Contig1	HCGP-TN-CO_01536
CL29Contig1	HCGP-TN-CO_01537
CL29Contig2	HCGP-TN-CO_01538
CL2Contig1	HCGP-TN-CO_01539
CL2Contig10	HCGP-TN-CO_01540
CL2Contig11	HCGP-TN-CO_01541
CL2Contig12	HCGP-TN-CO_01542
CL2Contig13	HCGP-TN-CO_01543
CL2Contig14	HCGP-TN-CO_01544
CL2Contig15	HCGP-TN-CO_01545
CL2Contig16	HCGP-TN-CO_01546
CL2Contig17	HCGP-TN-CO_01547
CL2Contig18	HCGP-TN-CO_01548
CL2Contig19	HCGP-TN-CO_01549
CL2Contig2	HCGP-TN-CO_01550
CL2Contig3	HCGP-TN-CO_01551
CL2Contig4	HCGP-TN-CO_01552
CL2Contig5	HCGP-TN-CO_01553
CL2Contig6	HCGP-TN-CO_01554
CL2Contig7	HCGP-TN-CO_01555
CL2Contig8	HCGP-TN-CO_01556
CL2Contig9	HCGP-TN-CO_01557
CL300Contig1	HCGP-TN-CO_01558
CL301Contig1	HCGP-TN-CO_01559
CL302Contig1	HCGP-TN-CO_01560
CL303Contig1	HCGP-TN-CO_01561
CL303Contig2	HCGP-TN-CO_01562
CL304Contig1	HCGP-TN-CO_01563
CL305Contig1	HCGP-TN-CO_01564
CL306Contig1	HCGP-TN-CO_01565
CL306Contig2	HCGP-TN-CO_01566
CL307Contig1	HCGP-TN-CO_01567
CL308Contig1	HCGP-TN-CO_01568
CL309Contig1	HCGP-TN-CO_01569
CL30Contig1	HCGP-TN-CO_01570
CL310Contig1	HCGP-TN-CO_01571
CL311Contig1	HCGP-TN-CO_01572
CL312Contig1	HCGP-TN-CO_01573
CL313Contig1	HCGP-TN-CO_01574
CL314Contig1	HCGP-TN-CO_01575
CL315Contig1	HCGP-TN-CO_01576
CL315Contig2	HCGP-TN-CO_01577
CL316Contig1	HCGP-TN-CO_01578
CL317Contig1	HCGP-TN-CO_01579
CL318Contig1	HCGP-TN-CO_01580
CL319Contig1	HCGP-TN-CO_01581
CL31Contig2	HCGP-TN-CO_01582
CL31Contig3	HCGP-TN-CO_01583
CL31Contig4	HCGP-TN-CO_01584
CL31Contig5	HCGP-TN-CO_01585
CL31Contig6	HCGP-TN-CO_01586
CL320Contig1	HCGP-TN-CO_01587
CL321Contig1	HCGP-TN-CO_01588
CL322Contig1	HCGP-TN-CO_01589
CL323Contig1	HCGP-TN-CO_01590
CL324Contig1	HCGP-TN-CO_01591
CL325Contig1	HCGP-TN-CO_01592
CL326Contig1	HCGP-TN-CO_01593
CL327Contig1	HCGP-TN-CO_01594
CL328Contig1	HCGP-TN-CO_01595
CL329Contig1	HCGP-TN-CO_01596
CL32Contig1	HCGP-TN-CO_01597
CL32Contig2	HCGP-TN-CO_01598
CL32Contig3	HCGP-TN-CO_01599
CL330Contig1	HCGP-TN-CO_01600
CL331Contig1	HCGP-TN-CO_01601
CL332Contig1	HCGP-TN-CO_01602
CL333Contig1	HCGP-TN-CO_01603
CL334Contig1	HCGP-TN-CO_01604
CL335Contig1	HCGP-TN-CO_01605
CL336Contig1	HCGP-TN-CO_01606
CL337Contig1	HCGP-TN-CO_01607
CL338Contig1	HCGP-TN-CO_01608
CL339Contig1	HCGP-TN-CO_01609
CL33Contig1	HCGP-TN-CO_01610
CL33Contig2	HCGP-TN-CO_01611
CL33Contig3	HCGP-TN-CO_01612
CL33Contig4	HCGP-TN-CO_01613
CL341Contig1	HCGP-TN-CO_01614
CL342Contig1	HCGP-TN-CO_01615
CL343Contig1	HCGP-TN-CO_01616
CL344Contig1	HCGP-TN-CO_01617
CL345Contig1	HCGP-TN-CO_01618
CL346Contig1	HCGP-TN-CO_01619
CL346Contig2	HCGP-TN-CO_01620
CL347Contig1	HCGP-TN-CO_01621
CL348Contig1	HCGP-TN-CO_01622
CL34Contig1	HCGP-TN-CO_01623
CL350Contig1	HCGP-TN-CO_01624
CL351Contig1	HCGP-TN-CO_01625
CL352Contig1	HCGP-TN-CO_01626
CL353Contig1	HCGP-TN-CO_01627
CL354Contig1	HCGP-TN-CO_01628
CL355Contig1	HCGP-TN-CO_01629
CL355Contig2	HCGP-TN-CO_01630
CL356Contig1	HCGP-TN-CO_01631
CL357Contig1	HCGP-TN-CO_01632
CL358Contig1	HCGP-TN-CO_01633
CL359Contig1	HCGP-TN-CO_01634
CL35Contig1	HCGP-TN-CO_01635
CL360Contig1	HCGP-TN-CO_01636
CL361Contig1	HCGP-TN-CO_01637
CL362Contig1	HCGP-TN-CO_01638
CL365Contig1	HCGP-TN-CO_01639
CL366Contig1	HCGP-TN-CO_01640
CL367Contig1	HCGP-TN-CO_01641
CL368Contig1	HCGP-TN-CO_01642
CL368Contig2	HCGP-TN-CO_01643
CL369Contig1	HCGP-TN-CO_01644
CL36Contig1	HCGP-TN-CO_01645
CL370Contig1	HCGP-TN-CO_01646
CL371Contig1	HCGP-TN-CO_01647
CL372Contig1	HCGP-TN-CO_01648
CL373Contig1	HCGP-TN-CO_01649
CL373Contig2	HCGP-TN-CO_01650
CL374Contig1	HCGP-TN-CO_01651
CL375Contig1	HCGP-TN-CO_01652
CL376Contig1	HCGP-TN-CO_01653
CL377Contig1	HCGP-TN-CO_01654
CL378Contig1	HCGP-TN-CO_01655
CL379Contig1	HCGP-TN-CO_01656
CL37Contig1	HCGP-TN-CO_01657
CL380Contig1	HCGP-TN-CO_01658
CL381Contig1	HCGP-TN-CO_01659
CL384Contig1	HCGP-TN-CO_01660
CL385Contig1	HCGP-TN-CO_01661
CL386Contig1	HCGP-TN-CO_01662
CL388Contig1	HCGP-TN-CO_01663
CL389Contig1	HCGP-TN-CO_01664
CL38Contig1	HCGP-TN-CO_01665
CL38Contig2	HCGP-TN-CO_01666
CL390Contig1	HCGP-TN-CO_01667
CL391Contig1	HCGP-TN-CO_01668
CL392Contig1	HCGP-TN-CO_01669
CL393Contig1	HCGP-TN-CO_01670
CL394Contig1	HCGP-TN-CO_01671
CL395Contig1	HCGP-TN-CO_01672
CL396Contig1	HCGP-TN-CO_01673
CL397Contig1	HCGP-TN-CO_01674
CL398Contig1	HCGP-TN-CO_01675
CL398Contig2	HCGP-TN-CO_01676
CL399Contig1	HCGP-TN-CO_01677
CL39Contig1	HCGP-TN-CO_01678
CL39Contig2	HCGP-TN-CO_01679
CL3Contig2	HCGP-TN-CO_01680
CL3Contig8	HCGP-TN-CO_01681
CL400Contig1	HCGP-TN-CO_01682
CL401Contig1	HCGP-TN-CO_01683
CL402Contig1	HCGP-TN-CO_01684
CL403Contig1	HCGP-TN-CO_01685
CL404Contig1	HCGP-TN-CO_01686
CL405Contig1	HCGP-TN-CO_01687
CL406Contig1	HCGP-TN-CO_01688
CL407Contig1	HCGP-TN-CO_01689
CL408Contig1	HCGP-TN-CO_01690
CL409Contig1	HCGP-TN-CO_01691
CL40Contig1	HCGP-TN-CO_01692
CL40Contig2	HCGP-TN-CO_01693
CL410Contig1	HCGP-TN-CO_01694
CL411Contig1	HCGP-TN-CO_01695
CL412Contig1	HCGP-TN-CO_01696
CL413Contig1	HCGP-TN-CO_01697
CL413Contig2	HCGP-TN-CO_01698
CL414Contig1	HCGP-TN-CO_01699
CL415Contig1	HCGP-TN-CO_01700
CL416Contig1	HCGP-TN-CO_01701
CL417Contig1	HCGP-TN-CO_01702
CL418Contig1	HCGP-TN-CO_01703
CL419Contig1	HCGP-TN-CO_01704
CL41Contig1	HCGP-TN-CO_01705
CL41Contig2	HCGP-TN-CO_01706
CL420Contig1	HCGP-TN-CO_01707
CL421Contig1	HCGP-TN-CO_01708
CL422Contig1	HCGP-TN-CO_01709
CL423Contig1	HCGP-TN-CO_01710
CL424Contig1	HCGP-TN-CO_01711
CL425Contig1	HCGP-TN-CO_01712
CL426Contig1	HCGP-TN-CO_01713
CL427Contig1	HCGP-TN-CO_01714
CL428Contig1	HCGP-TN-CO_01715
CL429Contig1	HCGP-TN-CO_01716
CL42Contig1	HCGP-TN-CO_01717
CL430Contig1	HCGP-TN-CO_01718
CL430Contig2	HCGP-TN-CO_01719
CL431Contig1	HCGP-TN-CO_01720
CL432Contig1	HCGP-TN-CO_01721
CL433Contig1	HCGP-TN-CO_01722
CL434Contig1	HCGP-TN-CO_01723
CL435Contig1	HCGP-TN-CO_01724
CL436Contig1	HCGP-TN-CO_01725
CL437Contig1	HCGP-TN-CO_01726
CL438Contig1	HCGP-TN-CO_01727
CL439Contig1	HCGP-TN-CO_01728
CL43Contig1	HCGP-TN-CO_01729
CL43Contig2	HCGP-TN-CO_01730
CL440Contig1	HCGP-TN-CO_01731
CL440Contig2	HCGP-TN-CO_01732
CL441Contig1	HCGP-TN-CO_01733
CL442Contig1	HCGP-TN-CO_01734
CL443Contig1	HCGP-TN-CO_01735
CL444Contig1	HCGP-TN-CO_01736
CL445Contig1	HCGP-TN-CO_01737
CL445Contig2	HCGP-TN-CO_01738
CL446Contig1	HCGP-TN-CO_01739
CL447Contig1	HCGP-TN-CO_01740
CL448Contig1	HCGP-TN-CO_01741
CL448Contig2	HCGP-TN-CO_01742
CL449Contig1	HCGP-TN-CO_01743
CL44Contig1	HCGP-TN-CO_01744
CL450Contig1	HCGP-TN-CO_01745
CL451Contig1	HCGP-TN-CO_01746
CL452Contig1	HCGP-TN-CO_01747
CL453Contig1	HCGP-TN-CO_01748
CL454Contig1	HCGP-TN-CO_01749
CL455Contig1	HCGP-TN-CO_01750
CL455Contig2	HCGP-TN-CO_01751
CL456Contig1	HCGP-TN-CO_01752
CL457Contig1	HCGP-TN-CO_01753
CL458Contig1	HCGP-TN-CO_01754
CL459Contig1	HCGP-TN-CO_01755
CL45Contig1	HCGP-TN-CO_01756
CL45Contig2	HCGP-TN-CO_01757
CL460Contig1	HCGP-TN-CO_01758
CL461Contig1	HCGP-TN-CO_01759
CL462Contig1	HCGP-TN-CO_01760
CL463Contig1	HCGP-TN-CO_01761
CL464Contig1	HCGP-TN-CO_01762
CL465Contig1	HCGP-TN-CO_01763
CL466Contig1	HCGP-TN-CO_01764
CL467Contig1	HCGP-TN-CO_01765
CL468Contig1	HCGP-TN-CO_01766
CL469Contig1	HCGP-TN-CO_01767
CL46Contig1	HCGP-TN-CO_01768
CL470Contig1	HCGP-TN-CO_01769
CL471Contig1	HCGP-TN-CO_01770
CL472Contig1	HCGP-TN-CO_01771
CL473Contig1	HCGP-TN-CO_01772
CL474Contig1	HCGP-TN-CO_01773
CL475Contig1	HCGP-TN-CO_01774
CL476Contig1	HCGP-TN-CO_01775
CL477Contig1	HCGP-TN-CO_01776
CL478Contig1	HCGP-TN-CO_01777
CL479Contig1	HCGP-TN-CO_01778
CL47Contig1	HCGP-TN-CO_01779
CL47Contig2	HCGP-TN-CO_01780
CL47Contig3	HCGP-TN-CO_01781
CL480Contig1	HCGP-TN-CO_01782
CL481Contig1	HCGP-TN-CO_01783
CL482Contig1	HCGP-TN-CO_01784
CL483Contig1	HCGP-TN-CO_01785
CL483Contig2	HCGP-TN-CO_01786
CL484Contig1	HCGP-TN-CO_01787
CL485Contig1	HCGP-TN-CO_01788
CL486Contig1	HCGP-TN-CO_01789
CL487Contig1	HCGP-TN-CO_01790
CL488Contig1	HCGP-TN-CO_01791
CL489Contig1	HCGP-TN-CO_01792
CL48Contig1	HCGP-TN-CO_01793
CL490Contig1	HCGP-TN-CO_01794
CL491Contig1	HCGP-TN-CO_01795
CL492Contig1	HCGP-TN-CO_01796
CL493Contig1	HCGP-TN-CO_01797
CL494Contig1	HCGP-TN-CO_01798
CL496Contig1	HCGP-TN-CO_01799
CL497Contig1	HCGP-TN-CO_01800
CL498Contig1	HCGP-TN-CO_01801
CL499Contig1	HCGP-TN-CO_01802
CL49Contig1	HCGP-TN-CO_01803
CL49Contig2	HCGP-TN-CO_01804
CL49Contig3	HCGP-TN-CO_01805
CL4Contig1	HCGP-TN-CO_01806
CL4Contig3	HCGP-TN-CO_01807
CL4Contig4	HCGP-TN-CO_01808
CL4Contig5	HCGP-TN-CO_01809
CL4Contig6	HCGP-TN-CO_01810
CL4Contig7	HCGP-TN-CO_01811
CL500Contig1	HCGP-TN-CO_01812
CL501Contig1	HCGP-TN-CO_01813
CL502Contig1	HCGP-TN-CO_01814
CL503Contig1	HCGP-TN-CO_01815
CL504Contig1	HCGP-TN-CO_01816
CL505Contig1	HCGP-TN-CO_01817
CL506Contig1	HCGP-TN-CO_01818
CL507Contig1	HCGP-TN-CO_01819
CL508Contig1	HCGP-TN-CO_01820
CL509Contig1	HCGP-TN-CO_01821
CL509Contig2	HCGP-TN-CO_01822
CL50Contig1	HCGP-TN-CO_01823
CL50Contig2	HCGP-TN-CO_01824
CL510Contig1	HCGP-TN-CO_01825
CL511Contig1	HCGP-TN-CO_01826
CL512Contig1	HCGP-TN-CO_01827
CL513Contig1	HCGP-TN-CO_01828
CL514Contig1	HCGP-TN-CO_01829
CL514Contig2	HCGP-TN-CO_01830
CL515Contig1	HCGP-TN-CO_01831
CL516Contig1	HCGP-TN-CO_01832
CL517Contig1	HCGP-TN-CO_01833
CL518Contig1	HCGP-TN-CO_01834
CL519Contig1	HCGP-TN-CO_01835
CL51Contig1	HCGP-TN-CO_01836
CL520Contig1	HCGP-TN-CO_01837
CL521Contig1	HCGP-TN-CO_01838
CL522Contig1	HCGP-TN-CO_01839
CL523Contig1	HCGP-TN-CO_01840
CL524Contig1	HCGP-TN-CO_01841
CL525Contig1	HCGP-TN-CO_01842
CL526Contig1	HCGP-TN-CO_01843
CL527Contig1	HCGP-TN-CO_01844
CL528Contig1	HCGP-TN-CO_01845
CL529Contig1	HCGP-TN-CO_01846
CL529Contig2	HCGP-TN-CO_01847
CL52Contig1	HCGP-TN-CO_01848
