#TGICL_NAME	CONTIG_NAME
CL948Contig1	HCGP-FT-CO_01864
CL949Contig1	HCGP-FT-CO_01865
CL94Contig1	HCGP-FT-CO_01866
CL950Contig1	HCGP-FT-CO_01867
CL951Contig1	HCGP-FT-CO_01868
CL952Contig1	HCGP-FT-CO_01869
CL953Contig1	HCGP-FT-CO_01870
CL954Contig1	HCGP-FT-CO_01871
CL957Contig1	HCGP-FT-CO_01872
CL958Contig1	HCGP-FT-CO_01873
CL959Contig1	HCGP-FT-CO_01874
CL95Contig1	HCGP-FT-CO_01875
CL960Contig1	HCGP-FT-CO_01876
CL961Contig1	HCGP-FT-CO_01877
CL962Contig1	HCGP-FT-CO_01878
CL965Contig1	HCGP-FT-CO_01879
CL966Contig1	HCGP-FT-CO_01880
CL967Contig1	HCGP-FT-CO_01881
CL96Contig1	HCGP-FT-CO_01882
CL970Contig1	HCGP-FT-CO_01883
CL972Contig1	HCGP-FT-CO_01884
CL974Contig1	HCGP-FT-CO_01885
CL975Contig1	HCGP-FT-CO_01886
CL976Contig1	HCGP-FT-CO_01887
CL977Contig1	HCGP-FT-CO_01888
CL978Contig1	HCGP-FT-CO_01889
CL97Contig1	HCGP-FT-CO_01890
CL97Contig2	HCGP-FT-CO_01891
CL980Contig1	HCGP-FT-CO_01892
CL982Contig1	HCGP-FT-CO_01893
CL984Contig1	HCGP-FT-CO_01894
CL985Contig1	HCGP-FT-CO_01895
CL986Contig1	HCGP-FT-CO_01896
CL987Contig1	HCGP-FT-CO_01897
CL988Contig1	HCGP-FT-CO_01898
CL989Contig1	HCGP-FT-CO_01899
CL98Contig1	HCGP-FT-CO_01900
CL990Contig1	HCGP-FT-CO_01901
CL991Contig1	HCGP-FT-CO_01902
CL992Contig1	HCGP-FT-CO_01903
CL993Contig1	HCGP-FT-CO_01904
CL994Contig1	HCGP-FT-CO_01905
CL995Contig1	HCGP-FT-CO_01906
CL99Contig1	HCGP-FT-CO_01907
CL9Contig1	HCGP-FT-CO_01908
